Run,p_{inf},M_{inf},Gamma,r1,r2,r3,r4,wall-press,heat-flux
1.1200000000000000e+02,1.8800000000000001e+01,1.4375000000000000e+01,1.9375000000000000e-03,2.9999999999999999e-02,-2.9999999999999999e-02,1.2500000000000000e-01,-1.2500000000000000e-01,5.1691300000000001e+03,2.7209559999999998e+05
1.1300000000000000e+02,2.2800000000000001e+01,1.6175000000000001e+01,1.4375000000000000e-03,-2.0999999999999999e-01,2.0999999999999999e-01,-7.4999999999999997e-02,7.4999999999999997e-02,7.8788270000000002e+03,2.9932179999999999e+05
1.1400000000000000e+02,2.0800000000000001e+01,1.5275000000000000e+01,1.1875000000000000e-03,1.4999999999999999e-01,8.9999999999999997e-02,2.5000000000000001e-02,1.7499999999999999e-01,6.4542889999999998e+03,2.8826640000000002e+05
1.1500000000000000e+02,1.6800000000000001e+01,1.7074999999999999e+01,1.6875000000000000e-03,-8.9999999999999997e-02,-1.4999999999999999e-01,-1.7499999999999999e-01,-2.5000000000000001e-02,6.5102340000000004e+03,3.2093920000000001e+05
1.1600000000000000e+02,1.7050000000000001e+01,1.5387499999999999e+01,1.8437499999999999e-03,-4.4999999999999998e-02,-1.0500000000000000e-01,-6.2500000000000000e-02,1.2500000000000001e-02,5.3507309999999998e+03,2.5755629999999999e+05
1.1700000000000000e+02,2.1050000000000001e+01,1.7187500000000000e+01,1.3437499999999999e-03,1.9500000000000001e-01,1.3500000000000001e-01,1.3750000000000001e-01,-1.8750000000000000e-01,8.2772749999999996e+03,3.8034250000000000e+05
1.1800000000000000e+02,2.3050000000000001e+01,1.4487500000000001e+01,1.0937500000000001e-03,-1.6500000000000001e-01,1.4999999999999999e-02,-1.6250000000000001e-01,-8.7499999999999994e-02,6.4224170000000004e+03,2.7626829999999999e+05
1.1900000000000000e+02,1.9050000000000001e+01,1.6287500000000001e+01,1.5937499999999999e-03,7.4999999999999997e-02,-2.2500000000000001e-01,3.7499999999999999e-02,1.1250000000000000e-01,6.6766940000000004e+03,2.8089800000000000e+05
1.2000000000000000e+02,2.0050000000000001e+01,1.4037500000000000e+01,1.4687500000000000e-03,-1.0500000000000000e-01,7.4999999999999997e-02,8.7499999999999994e-02,6.2500000000000000e-02,5.2316620000000003e+03,2.1668460000000001e+05
1.2100000000000000e+02,2.4050000000000001e+01,1.5837500000000000e+01,1.9687500000000000e-03,1.3500000000000001e-01,-1.6500000000000001e-01,-1.1250000000000000e-01,-1.3750000000000001e-01,8.0566520000000000e+03,4.3879929999999999e+05
1.2200000000000000e+02,2.2050000000000001e+01,1.4937500000000000e+01,1.7187500000000000e-03,-2.2500000000000001e-01,-4.4999999999999998e-02,1.8750000000000000e-01,-3.7499999999999999e-02,6.5197280000000001e+03,2.6233200000000000e+05
1.2300000000000000e+02,1.8050000000000001e+01,1.6737500000000001e+01,1.2187500000000000e-03,1.4999999999999999e-02,1.9500000000000001e-01,-1.2500000000000001e-02,1.6250000000000001e-01,6.7225240000000003e+03,3.0804929999999999e+05
1.2400000000000000e+02,1.7550000000000001e+01,1.4262499999999999e+01,1.5312500000000001e-03,1.6500000000000001e-01,1.6500000000000001e-01,-3.7499999999999999e-02,3.7499999999999999e-02,4.7506490000000003e+03,2.5469870000000001e+05
1.2500000000000000e+02,2.1550000000000001e+01,1.6062500000000000e+01,1.0312500000000000e-03,-7.4999999999999997e-02,-7.4999999999999997e-02,1.6250000000000001e-01,-1.6250000000000001e-01,7.3515789999999997e+03,2.8905929999999999e+05
1.2600000000000000e+02,2.3550000000000001e+01,1.5162500000000000e+01,1.2812500000000001e-03,4.4999999999999998e-02,-1.9500000000000001e-01,-1.3750000000000001e-01,-6.2500000000000000e-02,7.1783230000000003e+03,2.8035429999999999e+05
1.2700000000000000e+02,1.9550000000000001e+01,1.6962499999999999e+01,1.7812500000000001e-03,-1.9500000000000001e-01,4.4999999999999998e-02,6.2500000000000000e-02,1.3750000000000001e-01,7.5047650000000003e+03,3.7489459999999998e+05
1.2800000000000000e+02,1.8550000000000001e+01,1.4712500000000000e+01,1.1562499999999999e-03,2.2500000000000001e-01,-1.3500000000000001e-01,1.2500000000000001e-02,8.7499999999999994e-02,5.3167129999999997e+03,2.4176700000000000e+05
1.2900000000000000e+02,2.2550000000000001e+01,1.6512499999999999e+01,1.6562500000000000e-03,-1.4999999999999999e-02,1.0500000000000000e-01,-1.8750000000000000e-01,-1.1250000000000000e-01,8.1300950000000003e+03,3.0976000000000000e+05
1.3000000000000000e+02,2.0550000000000001e+01,1.3812500000000000e+01,1.9062500000000000e-03,1.0500000000000000e-01,2.2500000000000001e-01,1.1250000000000000e-01,-1.2500000000000001e-02,5.1785219999999999e+03,1.9520420000000001e+05
1.3100000000000000e+02,1.6550000000000001e+01,1.5612500000000001e+01,1.4062499999999999e-03,-1.3500000000000001e-01,-1.4999999999999999e-02,-8.7499999999999994e-02,1.8750000000000000e-01,5.3599359999999997e+03,2.6886150000000000e+05
1.3200000000000000e+02,1.6675000000000001e+01,1.4656250000000000e+01,1.6093749999999999e-03,3.7499999999999999e-02,9.7500000000000003e-02,5.6250000000000001e-02,-9.3750000000000000e-02,4.7474020000000000e+03,2.4075470000000001e+05
1.3300000000000000e+02,2.0675000000000001e+01,1.6456250000000001e+01,1.1093749999999999e-03,-2.0250000000000001e-01,-1.4249999999999999e-01,-1.4374999999999999e-01,1.0625000000000000e-01,7.3824449999999997e+03,2.6208060000000001e+05
1.3400000000000000e+02,2.2675000000000001e+01,1.3756250000000000e+01,1.3593749999999999e-03,1.5750000000000000e-01,-2.2499999999999999e-02,1.5625000000000000e-01,6.2500000000000003e-03,5.6837659999999996e+03,2.1410050000000000e+05
1.3500000000000000e+02,1.8675000000000001e+01,1.5556250000000000e+01,1.8593749999999999e-03,-8.2500000000000004e-02,2.1750000000000000e-01,-4.3749999999999997e-02,-1.9375000000000001e-01,6.0088999999999996e+03,3.0361470000000001e+05
1.3600000000000000e+02,1.9675000000000001e+01,1.4206250000000001e+01,1.2343750000000000e-03,9.7500000000000003e-02,-8.2500000000000004e-02,-9.3750000000000000e-02,-4.3749999999999997e-02,5.2501480000000001e+03,2.1503670000000001e+05
1.3700000000000000e+02,2.3675000000000001e+01,1.6006250000000001e+01,1.7343750000000000e-03,-1.4249999999999999e-01,1.5750000000000000e-01,1.0625000000000000e-01,1.5625000000000000e-01,8.0102960000000003e+03,2.9996059999999998e+05
1.3800000000000000e+02,2.1675000000000001e+01,1.5106249999999999e+01,1.9843750000000000e-03,2.1750000000000000e-01,3.7499999999999999e-02,-1.9375000000000001e-01,5.6250000000000001e-02,6.5593350000000000e+03,2.8088920000000001e+05
1.3900000000000000e+02,1.7675000000000001e+01,1.6906250000000000e+01,1.4843750000000000e-03,-2.2499999999999999e-02,-2.0250000000000001e-01,6.2500000000000003e-03,-1.4374999999999999e-01,6.7144899999999998e+03,3.1628290000000002e+05
1.4000000000000000e+02,1.8175000000000001e+01,1.3981249999999999e+01,1.7968750000000001e-03,-1.7249999999999999e-01,-1.7249999999999999e-01,3.1250000000000000e-02,-6.8750000000000006e-02,4.6595020000000004e+03,1.6779839999999999e+05
1.4100000000000000e+02,2.2175000000000001e+01,1.5781250000000000e+01,1.2968750000000001e-03,6.7500000000000004e-02,6.7500000000000004e-02,-1.6875000000000001e-01,1.3125000000000001e-01,7.3594690000000001e+03,3.6790229999999999e+05
1.4200000000000000e+02,2.4175000000000001e+01,1.4881250000000000e+01,1.0468750000000001e-03,-5.2499999999999998e-02,1.8750000000000000e-01,1.3125000000000001e-01,3.1250000000000000e-02,7.1057290000000003e+03,2.7025659999999998e+05
1.4300000000000000e+02,2.0175000000000001e+01,1.6681249999999999e+01,1.5468750000000001e-03,1.8750000000000000e-01,-5.2499999999999998e-02,-6.8750000000000006e-02,-1.6875000000000001e-01,7.4515400000000000e+03,3.2408020000000001e+05
1.4400000000000000e+02,1.9175000000000001e+01,1.5331250000000001e+01,1.4218750000000000e-03,-2.3250000000000001e-01,1.2750000000000000e-01,-1.8749999999999999e-02,-1.8749999999999999e-02,5.9835670000000000e+03,2.7106520000000001e+05
1.4500000000000000e+02,2.3175000000000001e+01,1.7131250000000001e+01,1.9218750000000000e-03,7.4999999999999997e-03,-1.1250000000000000e-01,1.8124999999999999e-01,1.8124999999999999e-01,9.0482289999999994e+03,4.1896400000000000e+05
1.4600000000000000e+02,2.1175000000000001e+01,1.4431250000000000e+01,1.6718750000000000e-03,-1.1250000000000000e-01,-2.3250000000000001e-01,-1.1874999999999999e-01,8.1250000000000003e-02,5.8210709999999999e+03,2.2582570000000001e+05
1.4700000000000000e+02,1.7175000000000001e+01,1.6231249999999999e+01,1.1718750000000000e-03,1.2750000000000000e-01,7.4999999999999997e-03,8.1250000000000003e-02,-1.1874999999999999e-01,5.9846639999999998e+03,2.7204309999999998e+05
1.4800000000000000e+02,1.6925000000000001e+01,1.4543749999999999e+01,1.2656250000000000e-03,2.3250000000000001e-01,2.3250000000000001e-01,1.9375000000000001e-01,1.1874999999999999e-01,4.7365439999999999e+03,2.1419550000000000e+05
1.4900000000000000e+02,2.0925000000000001e+01,1.6343750000000000e+01,1.7656250000000001e-03,-7.4999999999999997e-03,-7.4999999999999997e-03,-6.2500000000000003e-03,-8.1250000000000003e-02,7.3697370000000001e+03,2.7542250000000000e+05
1.5000000000000000e+02,2.2925000000000001e+01,1.5443750000000000e+01,1.5156250000000000e-03,1.1250000000000000e-01,-1.2750000000000000e-01,9.3750000000000000e-02,-1.8124999999999999e-01,7.2638000000000002e+03,3.1774720000000001e+05
