Run,AE1,AE2,AE3,AE4,OIL,WATER,CO,CO2,VEL
2.4400000000000000e+02,2.4414038978875928e+04,7.8594043730901525e+04,7.5722932898463390e+04,1.0515950121211911e+05,4.6327000000000002e-01,1.0468000000000000e+00,1.6150000000000000e-01,1.6264000000000001e-01,6.4242424242424245e-01
2.4500000000000000e+02,2.5710852545576530e+04,6.9074164471738186e+04,8.5401245851608881e+04,8.1274094521647756e+04,4.9164999999999998e-01,1.0291999999999999e+00,1.4832000000000001e-01,1.4837000000000000e-01,5.9090909090909094e-01
2.4600000000000000e+02,2.5317906823580539e+04,5.9728342120427435e+04,7.2246548058716449e+04,9.9623862387956673e+04,4.9980999999999998e-01,1.0220000000000000e+00,1.4563999999999999e-01,1.4571999999999999e-01,6.8181818181818177e-01
2.4700000000000000e+02,2.4575060105280128e+04,7.2767695396260518e+04,9.2472128995184830e+04,8.7085738570495785e+04,4.7434999999999999e-01,1.0391999999999999e+00,1.5670999999999999e-01,1.5675000000000000e-01,6.6212121212121211e-01
2.4800000000000000e+02,2.1995011156278404e+04,7.5472554757058650e+04,8.1109975227954739e+04,1.0132343182442345e+05,4.3858999999999998e-01,1.0674999999999999e+00,1.7494000000000001e-01,1.7538000000000001e-01,8.0909090909090908e-01
2.4900000000000000e+02,2.5659476337438417e+04,7.6440672261215062e+04,8.7697281615011467e+04,9.4883809999009565e+04,4.8309999999999997e-01,1.0326000000000000e+00,1.5218000000000001e-01,1.5231000000000000e-01,5.6818181818181812e-01
2.5000000000000000e+02,2.7148228621478844e+04,6.5498239354504120e+04,7.2100658692281664e+04,1.0320299629197548e+05,5.1175000000000004e-01,1.0176000000000001e+00,1.4005999999999999e-01,1.4025000000000001e-01,5.1969696969696966e-01
2.5100000000000000e+02,2.4206936355274906e+04,6.3115973870353155e+04,1.0489511450623267e+05,8.0070173963392575e+04,4.8587999999999998e-01,1.0308999999999999e+00,1.5228000000000000e-01,1.5229000000000001e-01,7.3939393939393938e-01
2.5200000000000000e+02,2.4402549871311257e+04,6.9813749203141357e+04,8.3553590101909722e+04,7.7118737734458147e+04,4.7399999999999998e-01,1.0371999999999999e+00,1.5503000000000000e-01,1.5512999999999999e-01,7.0000000000000007e-01
2.5300000000000000e+02,1.8631241868533867e+04,6.4885808400908471e+04,7.6443510129962888e+04,9.8127909628900306e+04,4.3486000000000002e-01,1.0690999999999999e+00,1.7677999999999999e-01,1.7701000000000000e-01,9.0151515151515127e-01
2.5400000000000000e+02,2.1807336715939822e+04,7.6153810344147932e+04,9.5698039191765958e+04,9.2556931421677640e+04,4.3436000000000002e-01,1.0702000000000000e+00,1.7723000000000000e-01,1.7730000000000001e-01,8.0454545454545456e-01
2.5500000000000000e+02,2.0027066530152784e+04,7.9257891805565392e+04,7.9286271266752199e+04,1.0528491222862563e+05,4.0331000000000000e-01,1.0953999999999999e+00,1.9225999999999999e-01,1.9355000000000000e-01,9.1060606060606064e-01
2.5600000000000000e+02,2.0458687723212777e+04,6.3611510044822884e+04,7.3062512235180504e+04,9.5044195736881738e+04,4.5282000000000000e-01,1.0539000000000001e+00,1.6839000000000001e-01,1.6864000000000001e-01,9.0303030303030285e-01
2.5700000000000000e+02,2.0061675367328597e+04,5.4807369680291791e+04,9.5311071771408329e+04,8.4507755240944447e+04,4.9498999999999999e-01,1.0206999999999999e+00,1.5038000000000001e-01,1.5039000000000000e-01,9.0757575757575770e-01
2.5800000000000000e+02,2.4477674785426716e+04,6.3887678508728830e+04,9.1957127585521346e+04,7.2779393326691032e+04,4.8697000000000001e-01,1.0322000000000000e+00,1.5193999999999999e-01,1.5195000000000000e-01,7.2121212121212119e-01
2.5900000000000000e+02,2.6777243894411862e+04,7.5054971988272140e+04,9.6104661951995236e+04,1.0127206128998738e+05,4.9636999999999998e-01,1.0299000000000000e+00,1.4546999999999999e-01,1.4549000000000001e-01,5.0454545454545452e-01
2.6000000000000000e+02,2.1926418131354869e+04,7.0143083426080848e+04,9.0142320089598477e+04,9.1081861371540566e+04,4.5047999999999999e-01,1.0623000000000000e+00,1.7057000000000000e-01,1.7061999999999999e-01,9.1060606060606053e-01
2.6100000000000000e+02,2.0930641753561802e+04,6.0263256118940808e+04,8.5807356965819054e+04,8.0197661736955721e+04,4.7572999999999999e-01,1.0306000000000000e+00,1.5776000000000001e-01,1.5778000000000000e-01,9.0303030303030285e-01
2.6200000000000000e+02,2.5800936169240245e+04,8.0027593682812003e+04,7.1049718259428642e+04,9.1283910864020552e+04,2.1783000000000000e-01,1.2455000000000001e+00,2.5674000000000002e-01,3.5647000000000001e-01,2.9090909090909095e-01
2.6300000000000000e+02,1.9201110423088208e+04,7.5096050606895544e+04,1.0462007183951189e+05,7.4410065302319010e+04,4.0762999999999999e-01,1.0954999999999999e+00,1.9126000000000001e-01,1.9128000000000001e-01,9.0909090909090895e-01
2.6400000000000000e+02,2.7042464929337722e+04,5.4087157901463448e+04,9.3934351481122430e+04,1.0021451328299587e+05,5.1734000000000002e-01,9.9809999999999999e-01,1.3819999999999999e-01,1.3819999999999999e-01,6.7727272727272725e-01
2.6500000000000000e+02,2.3314065624521099e+04,7.7327633284954602e+04,1.0146517146171490e+05,9.4533754538897847e+04,4.5033000000000001e-01,1.0538000000000001e+00,1.6802000000000000e-01,1.6805000000000000e-01,7.1666666666666667e-01
2.6600000000000000e+02,1.9668394730195534e+04,5.9437082711484938e+04,7.6374937656165173e+04,7.3505515103026351e+04,4.7495999999999999e-01,1.0319000000000000e+00,1.5809000000000001e-01,1.5814000000000000e-01,9.0454545454545465e-01
2.6700000000000000e+02,1.9383863258661906e+04,7.0120685400296366e+04,1.0288813535563734e+05,8.4760406314823835e+04,4.2659999999999998e-01,1.0817000000000001e+00,1.8284000000000000e-01,1.8285999999999999e-01,9.0606060606060612e-01
2.6800000000000000e+02,2.2177787628547529e+04,7.9980564375183298e+04,1.0309527161623418e+05,9.6359208423607401e+04,4.2621999999999999e-01,1.0727000000000000e+00,1.7899000000000001e-01,1.7902999999999999e-01,7.5454545454545463e-01
2.6900000000000000e+02,2.7492380813282231e+04,7.4151081177404732e+04,8.1784474253701657e+04,9.5845746974381327e+04,5.0399000000000005e-01,1.0243000000000000e+00,1.4054000000000000e-01,1.4072000000000001e-01,4.6515151515151520e-01
2.7000000000000000e+02,2.0646320638470570e+04,6.1519594322286794e+04,9.3806242993067572e+04,9.1002485895076723e+04,4.6267000000000003e-01,1.0432999999999999e+00,1.6331999999999999e-01,1.6333000000000000e-01,9.0303030303030285e-01
2.7100000000000000e+02,2.2186660323349319e+04,6.9750704243375440e+04,9.6268201957330748e+04,9.3007194273430505e+04,4.5419999999999999e-01,1.0608000000000000e+00,1.6905000000000001e-01,1.6907000000000000e-01,9.0909090909090906e-01
2.7200000000000000e+02,2.3476491137410900e+04,6.9239692582706746e+04,8.7913697198546637e+04,7.4973338171953175e+04,4.6799000000000002e-01,1.0485000000000000e+00,1.6109000000000001e-01,1.6114000000000001e-01,7.5757575757575746e-01
2.7300000000000000e+02,2.5020045240707306e+04,8.0296983782756099e+04,8.2408700673492262e+04,1.0696531734660261e+05,4.4146000000000002e-01,1.0713999999999999e+00,1.6739999999999999e-01,1.6816999999999999e-01,3.2272727272727275e-01
2.7400000000000000e+02,2.1587328603963309e+04,7.7359375495176209e+04,8.5914320274716767e+04,8.6883382404749354e+04,4.2927999999999999e-01,1.0758000000000001e+00,1.7995000000000000e-01,1.8028000000000000e-01,8.1212121212121213e-01
2.7500000000000000e+02,2.0403135028887165e+04,5.6967542941318381e+04,8.0812010774838534e+04,9.8139759539933948e+04,4.9026999999999998e-01,1.0236000000000001e+00,1.5248999999999999e-01,1.5250000000000000e-01,9.0757575757575781e-01
2.7600000000000000e+02,2.5602423071407931e+04,7.2193508081648848e+04,7.0343078829207167e+04,1.0235568016837834e+05,4.8786000000000002e-01,1.0282000000000000e+00,1.4964000000000000e-01,1.5051000000000000e-01,6.1060606060606060e-01
2.7700000000000000e+02,2.6885454379725736e+04,7.4261573114061175e+04,7.1493094957726702e+04,8.5614700933807879e+04,5.0116000000000005e-01,1.0254000000000001e+00,1.4324000000000001e-01,1.4416999999999999e-01,5.0757575757575768e-01
2.7800000000000000e+02,2.4879924545246984e+04,7.3150949619524530e+04,7.7849697473257998e+04,8.1685970343841138e+04,4.7859000000000002e-01,1.0337000000000001e+00,1.5434000000000000e-01,1.5470999999999999e-01,6.6060606060606053e-01
2.7900000000000000e+02,2.4591886718037895e+04,6.6396790899079875e+04,9.1830074443360485e+04,8.0512017575072779e+04,4.8343999999999998e-01,1.0347999999999999e+00,1.5292000000000000e-01,1.5293000000000001e-01,6.9999999999999996e-01
2.8000000000000000e+02,2.0029538541384511e+04,7.5834442736695259e+04,9.6842258377734266e+04,1.0564121783225771e+05,4.1369000000000000e-01,1.0919000000000001e+00,1.8834999999999999e-01,1.8842000000000000e-01,9.1060606060606064e-01
2.8100000000000000e+02,1.9392577926776146e+04,5.8483697150108295e+04,7.3468334884786047e+04,8.9631496869244089e+04,4.8066999999999999e-01,1.0301000000000000e+00,1.5668000000000001e-01,1.5673999999999999e-01,9.0757575757575748e-01
2.8200000000000000e+02,2.0177857040313607e+04,7.7609894177640832e+04,7.3468137738863516e+04,7.3589960583455802e+04,4.2247000000000001e-01,1.0867000000000000e+00,1.8440000000000001e-01,1.8658000000000000e-01,9.0909090909090928e-01
2.8300000000000000e+02,2.3527115433403807e+04,7.4302867800628330e+04,8.0917902012369406e+04,7.8443369255316065e+04,4.6046999999999999e-01,1.0441000000000000e+00,1.6294000000000000e-01,1.6325999999999999e-01,7.3787878787878791e-01
2.8400000000000000e+02,2.1518392239879009e+04,5.9231903072767192e+04,8.7855338191783754e+04,1.0462911563754773e+05,4.8270000000000002e-01,1.0273000000000001e+00,1.5440999999999999e-01,1.5442000000000000e-01,8.9999999999999991e-01
2.8500000000000000e+02,2.4186100235601323e+04,5.6321108220169968e+04,8.3679916345422418e+04,7.3966198148051670e+04,5.0197999999999998e-01,1.0123000000000000e+00,1.4598000000000000e-01,1.4599000000000001e-01,9.0909090909090895e-01
2.8600000000000000e+02,2.3011802801469581e+04,6.5170127406497821e+04,1.0491461223292662e+05,1.0121769291583162e+05,4.7033000000000003e-01,1.0428999999999999e+00,1.5959000000000001e-01,1.5959000000000001e-01,8.0454545454545456e-01
2.8700000000000000e+02,2.2867995363061764e+04,7.7571199849206139e+04,7.4814130816847261e+04,8.6040176920030281e+04,4.4867000000000001e-01,1.0551999999999999e+00,1.6891000000000000e-01,1.7025000000000001e-01,7.6515151515151514e-01
2.8800000000000000e+02,2.6931677269982749e+04,7.8188834708751936e+04,9.4975090405801049e+04,9.4260145810389833e+04,3.0263000000000001e-01,1.1806000000000001e+00,2.0394000000000001e-01,2.5247999999999998e-01,2.8484848484848485e-01
2.8900000000000000e+02,2.1558248590220377e+04,7.8685532355285832e+04,7.4367091423117236e+04,9.8301073014205453e+04,4.2809000000000003e-01,1.0746000000000000e+00,1.7957999999999999e-01,1.8149000000000001e-01,8.3333333333333326e-01
2.9000000000000000e+02,2.4347592378317488e+04,7.5928473215937105e+04,8.3939877987657135e+04,9.8993599536982889e+04,4.6750000000000003e-01,1.0404000000000000e+00,1.5983000000000000e-01,1.6006999999999999e-01,6.7727272727272725e-01
2.9100000000000000e+02,2.6084028696398800e+04,6.2241938649308548e+04,8.9329156590042432e+04,1.0724864876762012e+05,5.0204000000000004e-01,1.0210999999999999e+00,1.4360999999999999e-01,1.4362000000000000e-01,5.6818181818181812e-01
2.9200000000000000e+02,2.3453638503768387e+04,6.2455352737456953e+04,9.1681504431222304e+04,8.4982916556079290e+04,4.8198000000000002e-01,1.0304000000000000e+00,1.5470999999999999e-01,1.5472000000000000e-01,7.8939393939393943e-01
2.9300000000000000e+02,2.5359887800217890e+04,6.4692540064897083e+04,8.7232078653472825e+04,9.7010756392773968e+04,4.9188999999999999e-01,1.0268999999999999e+00,1.4781000000000000e-01,1.4782999999999999e-01,6.3333333333333330e-01
2.9400000000000000e+02,2.7349151742734015e+04,6.2383832941223300e+04,9.9323111407750141e+04,9.8606600181847010e+04,5.1607000000000003e-01,1.0112000000000001e+00,1.3794999999999999e-01,1.3794999999999999e-01,5.0000000000000011e-01
2.9500000000000000e+02,2.7178404998691796e+04,5.4455526470706624e+04,8.2490414516388977e+04,9.5855538034339726e+04,5.1790999999999998e-01,1.0000000000000000e+00,1.3688000000000000e-01,1.3689000000000001e-01,5.1060606060606062e-01
2.9600000000000000e+02,2.0989814344166112e+04,5.9774266204108026e+04,9.4889499291311382e+04,9.4484625011759112e+04,4.7828999999999999e-01,1.0298000000000000e+00,1.5637000000000001e-01,1.5637000000000001e-01,9.0454545454545443e-01
2.9700000000000000e+02,2.3833599606860651e+04,7.1299737497177732e+04,7.1664413558985310e+04,8.4556253106362114e+04,4.6995999999999999e-01,1.0386000000000000e+00,1.5856999999999999e-01,1.5933000000000000e-01,7.4696969696969695e-01
2.9800000000000000e+02,2.2552333339272838e+04,6.0056253922818971e+04,9.5026575465366186e+04,1.0282256251222637e+05,4.8236000000000001e-01,1.0254000000000001e+00,1.5403000000000000e-01,1.5403000000000000e-01,9.0303030303030307e-01
2.9900000000000000e+02,2.0989870795090690e+04,7.3192162236596268e+04,7.4821701238183072e+04,1.0212202014298983e+05,4.3425999999999998e-01,1.0733999999999999e+00,1.7841000000000001e-01,1.7927999999999999e-01,9.0909090909090906e-01
3.0000000000000000e+02,1.9675135784829712e+04,6.9364011528438423e+04,8.2815488015922820e+04,1.0104334360779980e+05,4.3117000000000000e-01,1.0782000000000000e+00,1.8021999999999999e-01,1.8038999999999999e-01,9.0454545454545443e-01
3.0100000000000000e+02,2.3034783229140634e+04,6.6721128277785901e+04,1.0069670531847654e+05,8.4713105265802398e+04,4.6955000000000002e-01,1.0439000000000001e+00,1.6098000000000001e-01,1.6098000000000001e-01,7.8787878787878785e-01
3.0200000000000000e+02,2.2534880720460085e+04,7.9422611687403842e+04,7.1480422927009000e+04,1.0702650002906285e+05,4.3813000000000002e-01,1.0649000000000000e+00,1.7383999999999999e-01,1.7663999999999999e-01,7.6212121212121209e-01
3.0300000000000000e+02,2.0140702956725858e+04,7.1478824041074011e+04,9.0525386513762132e+04,9.6304046990584146e+04,4.2946000000000001e-01,1.0788000000000000e+00,1.8118000000000001e-01,1.8126000000000000e-01,9.1060606060606053e-01
3.0400000000000000e+02,2.1721402852590880e+04,7.0223461845505095e+04,9.8390280978509982e+04,7.2693269186909092e+04,4.4862999999999997e-01,1.0633999999999999e+00,1.7161000000000001e-01,1.7161999999999999e-01,9.0909090909090906e-01
3.0500000000000000e+02,1.9171636276202680e+04,7.9724684680555059e+04,9.2797233634537362e+04,8.0324561381916676e+04,3.9013999999999999e-01,1.1016999999999999e+00,1.9775000000000001e-01,1.9800999999999999e-01,9.1060606060606064e-01
3.0600000000000000e+02,2.2112118516746228e+04,5.6870149889157074e+04,7.9395358748904910e+04,8.1282462124053767e+04,4.9375999999999998e-01,1.0206000000000000e+00,1.4996999999999999e-01,1.4998000000000000e-01,9.0303030303030307e-01
3.0700000000000000e+02,2.1451320196432189e+04,5.7679871544726964e+04,8.2180268090063968e+04,7.6379704355078138e+04,4.9042999999999998e-01,1.0201000000000000e+00,1.5162999999999999e-01,1.5165000000000001e-01,9.0606060606060612e-01
3.0800000000000000e+02,2.6534208131296873e+04,5.6126660853719113e+04,1.0255142191376211e+05,8.6364718885244001e+04,5.1258000000000004e-01,1.0062000000000000e+00,1.3919000000000001e-01,1.3919000000000001e-01,5.4848484848484858e-01
3.0900000000000000e+02,1.8836093450668188e+04,6.2775609884707825e+04,9.5758815560805742e+04,1.0060855766401699e+05,4.4502000000000003e-01,1.0566000000000000e+00,1.7232000000000000e-01,1.7233000000000001e-01,9.0757575757575748e-01
3.1000000000000000e+02,2.3413134263850978e+04,7.1990788807972305e+04,1.0127714435767606e+05,7.3972504437110372e+04,4.6344000000000002e-01,1.0522000000000000e+00,1.6394000000000000e-01,1.6395000000000001e-01,7.4090909090909074e-01
3.1100000000000000e+02,2.1193684693396546e+04,5.4837933709685480e+04,7.6841686727182940e+04,9.7925968890594930e+04,4.9732999999999999e-01,1.0179000000000000e+00,1.4910000000000001e-01,1.4912000000000000e-01,9.1060606060606064e-01
3.1200000000000000e+02,2.5040130116193530e+04,7.7125015106860927e+04,9.0385153757059365e+04,7.4544636073919406e+04,4.7360999999999998e-01,1.0408999999999999e+00,1.5676000000000001e-01,1.5687000000000001e-01,6.1212121212121207e-01
3.1300000000000000e+02,2.6889250045739645e+04,7.5049972075009660e+04,8.0008139974712714e+04,9.1571876382289032e+04,4.9778000000000000e-01,1.0287999999999999e+00,1.4441999999999999e-01,1.4471000000000001e-01,4.9545454545454537e-01
3.1400000000000000e+02,2.7459941380129610e+04,7.2780172198993459e+04,9.9363935906550003e+04,8.7597380196286133e+04,5.0517000000000001e-01,1.0235000000000001e+00,1.4043000000000000e-01,1.4044000000000001e-01,4.7878787878787876e-01
3.1500000000000000e+02,2.2729747383580176e+04,6.8627119415994108e+04,7.9418204023584913e+04,9.8964664835110059e+04,4.6122000000000002e-01,1.0553999999999999e+00,1.6497999999999999e-01,1.6514999999999999e-01,8.0606060606060614e-01
3.1600000000000000e+02,2.3035767515836495e+04,7.0934499056110508e+04,8.0771095371082920e+04,7.6994086898813199e+04,4.6217999999999998e-01,1.0538000000000001e+00,1.6502000000000000e-01,1.6522000000000001e-01,7.7272727272727271e-01
3.1700000000000000e+02,2.2775270990937577e+04,6.3313908725942390e+04,9.7583969993949155e+04,1.0009064955038796e+05,4.7112999999999999e-01,1.0427999999999999e+00,1.5895000000000001e-01,1.5895000000000001e-01,9.1060606060606053e-01
3.1800000000000000e+02,2.4550312371132612e+04,5.7177903438923167e+04,7.0754456052122390e+04,9.2154265411410350e+04,4.9848999999999999e-01,1.0152000000000001e+00,1.4629000000000000e-01,1.4635000000000001e-01,7.8333333333333333e-01
3.1900000000000000e+02,2.1167534966239298e+04,7.8776180331808690e+04,1.0433162726164007e+05,8.2318334000193339e+04,4.1759000000000002e-01,1.0831999999999999e+00,1.8504999999999999e-01,1.8509000000000000e-01,8.1666666666666654e-01
3.2000000000000000e+02,2.5767546639954118e+04,7.7615784218393790e+04,9.0913430188624043e+04,1.0382460248605751e+05,4.8035000000000000e-01,1.0401000000000000e+00,1.5315000000000001e-01,1.5325000000000000e-01,5.3030303030303039e-01
3.2100000000000000e+02,2.7082330179001281e+04,6.8317436742853388e+04,9.5493538860802480e+04,9.2763298722888358e+04,5.0834000000000001e-01,1.0222000000000000e+00,1.4179000000000000e-01,1.4180000000000001e-01,4.9848484848484848e-01
3.2200000000000000e+02,1.8637888733964886e+04,6.5567030218033033e+04,9.2620568507272939e+04,9.0763306296207054e+04,4.3334000000000000e-01,1.0710999999999999e+00,1.7798000000000000e-01,1.7801000000000000e-01,9.0454545454545443e-01
3.2300000000000000e+02,2.1825276479171513e+04,7.8715209057953878e+04,9.9033648858428016e+04,1.0256707727836039e+05,4.2624000000000001e-01,1.0739000000000001e+00,1.8004999999999999e-01,1.8012000000000000e-01,7.8787878787878785e-01
3.2400000000000000e+02,2.1827315007075762e+04,6.9497346615855538e+04,1.0053933976266455e+05,1.0560605790625580e+05,4.5030999999999999e-01,1.0628000000000000e+00,1.7044999999999999e-01,1.7046000000000000e-01,9.0909090909090928e-01
3.2500000000000000e+02,2.4549871324124655e+04,5.9141609072660816e+04,9.2884770722190588e+04,7.4593855843943398e+04,4.9540000000000001e-01,1.0182000000000000e+00,1.4795000000000000e-01,1.4795000000000000e-01,7.7272727272727271e-01
3.2600000000000000e+02,2.2141887618822147e+04,7.1473765089960973e+04,1.0268039808410754e+05,1.0119420116057755e+05,4.4935999999999998e-01,1.0642000000000000e+00,1.7086999999999999e-01,1.7088000000000000e-01,9.0757575757575770e-01
3.2700000000000000e+02,2.2857844100881914e+04,7.3880878829755733e+04,8.4596660880996846e+04,1.0698429574761458e+05,4.5218000000000003e-01,1.0541000000000000e+00,1.6780000000000000e-01,1.6799000000000000e-01,7.7121212121212113e-01
3.2800000000000000e+02,2.7489367251323652e+04,7.6759153778036241e+04,8.3610932156935000e+04,8.8370705809408028e+04,4.9114000000000002e-01,1.0342000000000000e+00,1.4260000000000000e-01,1.4282000000000000e-01,3.4848484848484851e-01
3.2900000000000000e+02,2.0669522218270329e+04,7.4622538893047953e+04,1.0089931619540683e+05,1.0489362052654865e+05,4.2479000000000000e-01,1.0811999999999999e+00,1.8267000000000000e-01,1.8270000000000000e-01,9.0909090909090906e-01
3.3000000000000000e+02,2.3536221297324930e+04,6.9649665153598296e+04,7.5210685211814212e+04,1.0438968544328658e+05,4.6827999999999997e-01,1.0504000000000000e+00,1.6170999999999999e-01,1.6206000000000001e-01,7.4848484848484842e-01
3.3100000000000000e+02,2.2543620941999463e+04,5.9112018697634223e+04,1.0148778466781783e+05,9.9453079417436165e+04,4.8664000000000002e-01,1.0230999999999999e+00,1.5254999999999999e-01,1.5254999999999999e-01,9.0000000000000002e-01
3.3200000000000000e+02,2.6518874028082741e+04,6.1236665843065210e+04,9.3562909525829018e+04,9.5914076559049834e+04,5.0910000000000000e-01,1.0143000000000000e+00,1.4119000000000001e-01,1.4119000000000001e-01,5.4696969696969699e-01
3.3300000000000000e+02,1.9529897943875640e+04,6.4516133737922588e+04,7.9635043296049145e+04,9.7800110663009109e+04,4.4052000000000002e-01,1.0654999999999999e+00,1.7330000000000001e-01,1.7341999999999999e-01,9.0303030303030307e-01
3.3400000000000000e+02,2.1007136310986214e+04,7.7618129363566477e+04,9.8930261230974604e+04,8.6040954461303918e+04,4.1977999999999999e-01,1.0826000000000000e+00,1.8472000000000000e-01,1.8478000000000000e-01,9.1060606060606053e-01
3.3500000000000000e+02,2.2980707075270519e+04,7.2220779163622836e+04,9.9202915038497827e+04,9.3946668828326365e+04,4.5787000000000000e-01,1.0593999999999999e+00,1.6722000000000001e-01,1.6724000000000000e-01,7.5454545454545463e-01
3.3600000000000000e+02,2.3687581879878955e+04,6.2337930180730807e+04,8.5974861029811145e+04,9.7696640996392845e+04,4.8398999999999998e-01,1.0299000000000000e+00,1.5371000000000001e-01,1.5373000000000001e-01,7.7575757575757576e-01
3.3700000000000000e+02,2.6536526416539153e+04,7.2918931977893764e+04,7.0651447115423507e+04,9.6291952816618286e+04,4.9714999999999998e-01,1.0270999999999999e+00,1.4507999999999999e-01,1.4593999999999999e-01,5.3333333333333333e-01
3.3800000000000000e+02,2.2434281182975919e+04,6.5333580801656033e+04,7.4096288682698025e+04,1.0132854082266896e+05,4.6568999999999999e-01,1.0462000000000000e+00,1.6245000000000001e-01,1.6267999999999999e-01,9.1060606060606064e-01
3.3900000000000000e+02,2.1388670035400683e+04,6.0198913461488388e+04,8.1994962739314782e+04,8.5524917040345172e+04,4.7754000000000002e-01,1.0297000000000001e+00,1.5681000000000000e-01,1.5684000000000001e-01,8.9848484848484844e-01
3.4000000000000000e+02,2.3428294896363223e+04,6.8659460134328183e+04,8.3853778001840037e+04,8.6332711663128095e+04,4.6897000000000000e-01,1.0464000000000000e+00,1.6095000000000001e-01,1.6103000000000001e-01,7.6363636363636367e-01
3.4100000000000000e+02,2.3141378416746466e+04,7.1221818528170406e+04,1.0328203193927357e+05,9.8004546515789931e+04,4.6118999999999999e-01,1.0525000000000000e+00,1.6428999999999999e-01,1.6430000000000000e-01,7.6212121212121209e-01
3.4200000000000000e+02,2.2080733657333505e+04,7.5894151894038907e+04,7.4701841960504782e+04,7.4176803789833823e+04,4.4391000000000003e-01,1.0647000000000000e+00,1.7268000000000000e-01,1.7385000000000000e-01,8.2272727272727264e-01
3.4300000000000000e+02,1.9175072881294869e+04,5.7992474931236182e+04,8.1347697210291721e+04,8.2862163979367295e+04,4.8308000000000001e-01,1.0277000000000001e+00,1.5590000000000001e-01,1.5592000000000000e-01,9.0303030303030307e-01
3.4400000000000000e+02,1.8507465118399123e+04,6.8069456515169964e+04,7.3338044241973752e+04,7.7274534831920333e+04,4.2766999999999999e-01,1.0876999999999999e+00,1.8282999999999999e-01,1.8348999999999999e-01,9.0454545454545443e-01
3.4500000000000000e+02,2.4206499104537586e+04,7.6629787026291451e+04,1.0409775709335497e+05,9.2550183388998601e+04,4.6359000000000000e-01,1.0457000000000001e+00,1.6166000000000000e-01,1.6167999999999999e-01,6.7121212121212126e-01
3.4600000000000000e+02,2.7571021974089526e+04,6.8434914169680269e+04,8.8041045919411408e+04,8.3904554375649619e+04,5.1187000000000005e-01,1.0182000000000000e+00,1.3875999999999999e-01,1.3879000000000000e-01,4.7878787878787871e-01
3.4700000000000000e+02,2.2356016545219245e+04,6.6780407596580364e+04,7.2486297936953342e+04,1.0395861175917777e+05,4.6156999999999998e-01,1.0533999999999999e+00,1.6471000000000000e-01,1.6508999999999999e-01,9.1060606060606053e-01
3.4800000000000000e+02,1.8994629037667990e+04,6.5289756813602813e+04,9.8932032731661209e+04,8.6203248632389208e+04,4.3713999999999997e-01,1.0684000000000000e+00,1.7635000000000001e-01,1.7635999999999999e-01,9.0757575757575748e-01
3.4900000000000000e+02,2.4043968911688411e+04,7.5539571700203203e+04,1.0101822636719122e+05,1.0552001858953995e+05,4.6394000000000002e-01,1.0437000000000001e+00,1.6158000000000000e-01,1.6159999999999999e-01,6.9393939393939397e-01
3.5000000000000000e+02,2.0155218761683926e+04,6.0530004338023100e+04,1.0142529896941048e+05,9.3361026973899920e+04,4.7105999999999998e-01,1.0330999999999999e+00,1.6023999999999999e-01,1.6023999999999999e-01,8.9999999999999991e-01
3.5100000000000000e+02,2.3035328752991001e+04,7.0023296980792977e+04,9.8679778478115652e+04,9.1148010101745327e+04,4.6283000000000002e-01,1.0518000000000001e+00,1.6394000000000000e-01,1.6395999999999999e-01,7.6515151515151514e-01
3.5200000000000000e+02,2.0259090888245570e+04,6.5764344880237986e+04,8.4976882193705984e+04,1.0677789898603197e+05,4.4305000000000000e-01,1.0645000000000000e+00,1.7243000000000000e-01,1.7249000000000000e-01,9.0606060606060612e-01
3.5300000000000000e+02,2.4104506498027957e+04,7.2236450711402489e+04,9.5205761420629278e+04,8.4488226850354084e+04,4.7110999999999997e-01,1.0435000000000001e+00,1.5939999999999999e-01,1.5942000000000001e-01,7.1363636363636374e-01
3.5400000000000000e+02,2.3156311868832854e+04,6.8519416137924331e+04,7.5477332668991556e+04,9.2234017640223901e+04,4.6656999999999998e-01,1.0495000000000001e+00,1.6224000000000000e-01,1.6253000000000001e-01,7.7121212121212135e-01
3.5500000000000000e+02,2.4792190259797797e+04,6.5029008357034363e+04,9.9269464723671001e+04,9.8329934381829589e+04,4.8957000000000001e-01,1.0325000000000000e+00,1.5157000000000001e-01,1.5157999999999999e-01,6.9090909090909092e-01
3.5600000000000000e+02,2.1712285587189101e+04,6.5772891565671074e+04,8.3523646450726024e+04,9.9919967121019276e+04,4.5712000000000003e-01,1.0539000000000001e+00,1.6627000000000000e-01,1.6633000000000001e-01,9.1060606060606064e-01
3.5700000000000000e+02,2.5155294172310641e+04,6.5131446247987369e+04,9.4281340094686966e+04,1.0602768553806457e+05,4.9112000000000000e-01,1.0286000000000000e+00,1.4937000000000000e-01,1.4937000000000000e-01,6.6666666666666663e-01
3.5800000000000000e+02,2.5614939903732014e+04,7.2509325797912636e+04,7.3826698383352108e+04,8.6037503657633468e+04,4.8814000000000002e-01,1.0287999999999999e+00,1.4957000000000001e-01,1.5012000000000000e-01,6.1363636363636365e-01
3.5900000000000000e+02,2.3836323519729096e+04,6.5911385285497527e+04,7.1761899535863398e+04,8.0232753024727950e+04,4.7660999999999998e-01,1.0394000000000001e+00,1.5595999999999999e-01,1.5628000000000000e-01,7.5909090909090904e-01
