Run,AE1,AE2,AE3,OIL,WATER,CO,CO2,VEL
1.2300000000000000e+02,2.1241405594962678e+04,6.3397501906113765e+04,7.8947745124076202e+04,5.5000000000000004e-01,1.0405000000000000e+00,7.6161300000000001e-02,3.7997999999999998e-01,6.7424242424242420e-01
1.2400000000000000e+02,2.6643613983849536e+04,6.2074408735144498e+04,7.5608964904573659e+04,5.5778000000000005e-01,1.0365000000000000e+00,7.3462899999999998e-02,3.6652000000000001e-01,5.1818181818181808e-01
1.2500000000000000e+02,2.1308344639905281e+04,7.4051401798765088e+04,9.4787677351330989e+04,5.3722000000000003e-01,1.0476000000000001e+00,7.9477099999999995e-02,3.9652999999999999e-01,6.2727272727272732e-01
1.2600000000000000e+02,2.4372850967988572e+04,5.4188158517984652e+04,8.3173326412692710e+04,5.5591999999999997e-01,1.0370999999999999e+00,7.4632299999999999e-02,3.7236000000000002e-01,5.9999999999999998e-01
1.2700000000000000e+02,2.6183096468496951e+04,6.2618493806366590e+04,9.0975814800214750e+04,5.5391000000000001e-01,1.0371999999999999e+00,7.4236399999999994e-02,3.7039000000000000e-01,5.4090909090909101e-01
1.2800000000000000e+02,2.0735303726630209e+04,5.7396638438527509e+04,8.3664099073056685e+04,5.5291999999999997e-01,1.0343000000000000e+00,7.5072100000000003e-02,3.7454999999999999e-01,6.7727272727272725e-01
1.2900000000000000e+02,2.5426814201620167e+04,8.0521555771612242e+04,1.0025550393010903e+05,5.4173000000000004e-01,1.0431999999999999e+00,7.7163800000000005e-02,3.8501000000000002e-01,5.1818181818181819e-01
1.3000000000000000e+02,1.8804399640034357e+04,6.3141600859005724e+04,7.8331604698016177e+04,5.5149999999999999e-01,1.0384000000000000e+00,7.6108300000000004e-02,3.7972000000000000e-01,7.0606060606060606e-01
1.3100000000000000e+02,2.0915875820699905e+04,8.0609951431862195e+04,8.9265228720712272e+04,5.3061999999999998e-01,1.0578000000000001e+00,8.1981799999999994e-02,4.0903000000000000e-01,6.2878787878787890e-01
1.3200000000000000e+02,2.4809243364414346e+04,7.6758415354897646e+04,7.5906146435755596e+04,5.4851000000000005e-01,1.0387999999999999e+00,7.6469300000000004e-02,3.8152000000000003e-01,5.6969696969696959e-01
1.3300000000000000e+02,2.6197552826229203e+04,5.6859402692478128e+04,9.6160611168318545e+04,5.5469000000000002e-01,1.0363000000000000e+00,7.4089000000000002e-02,3.6965999999999999e-01,5.3333333333333333e-01
1.3400000000000000e+02,2.4629852367049258e+04,7.3398853952998805e+04,7.4734114823653203e+04,5.4798999999999998e-01,1.0375000000000001e+00,7.5803099999999998e-02,3.7819999999999998e-01,5.8181818181818190e-01
1.3500000000000000e+02,2.2070799931634803e+04,6.7762343115105556e+04,8.8643074887378738e+04,5.4361999999999999e-01,1.0431999999999999e+00,7.7253400000000000e-02,3.8542999999999999e-01,6.4090909090909098e-01
1.3600000000000000e+02,2.5806086601315459e+04,7.2325349838538794e+04,9.8288514205580170e+04,5.4840999999999995e-01,1.0380000000000000e+00,7.5522599999999995e-02,3.7681999999999999e-01,5.3787878787878796e-01
1.3700000000000000e+02,2.2841935653994238e+04,7.9838746600942322e+04,7.2395693369314293e+04,5.3946000000000005e-01,1.0490999999999999e+00,7.9122999999999999e-02,3.9476000000000000e-01,5.8939393939393936e-01
1.3800000000000000e+02,2.2934658679708351e+04,6.1627645877790150e+04,8.6905938782883997e+04,5.4947000000000001e-01,1.0404000000000000e+00,7.5883800000000001e-02,3.7859999999999999e-01,6.1060606060606060e-01
1.3900000000000000e+02,2.4228210762891613e+04,5.9645059081400155e+04,9.1363879430450135e+04,5.5113999999999996e-01,1.0402000000000000e+00,7.5403800000000007e-02,3.7620999999999999e-01,5.9090909090909094e-01
1.4000000000000000e+02,2.0991413779527902e+04,7.7811682935792429e+04,7.4732813306033204e+04,5.3685000000000005e-01,1.0486000000000000e+00,7.9678499999999999e-02,3.9752999999999999e-01,6.2424242424242427e-01
1.4100000000000000e+02,1.8972127895943340e+04,7.9925747553647496e+04,7.5416157048607973e+04,5.3178000000000003e-01,1.0546000000000000e+00,8.1780400000000003e-02,4.0801999999999999e-01,6.5454545454545443e-01
1.4200000000000000e+02,1.9424503643805347e+04,5.8221475403409517e+04,7.3197616184527942e+04,5.5730999999999997e-01,1.0269999999999999e+00,7.4057200000000004e-02,3.6948999999999999e-01,7.2878787878787865e-01
1.4300000000000000e+02,2.2148727242101835e+04,7.2086872662805865e+04,9.9180497918728361e+04,5.3976999999999997e-01,1.0434000000000001e+00,7.8602400000000003e-02,3.9217000000000002e-01,6.2575757575757585e-01
1.4400000000000000e+02,2.5179081875509350e+04,7.3270321889561586e+04,8.6615090601613585e+04,5.4822000000000004e-01,1.0404000000000000e+00,7.5996700000000000e-02,3.7917000000000001e-01,5.5454545454545456e-01
1.4500000000000000e+02,2.4442299487219236e+04,7.9897186582357346e+04,8.7777317947296964e+04,5.4254000000000002e-01,1.0461000000000000e+00,7.8252000000000002e-02,3.9041999999999999e-01,5.5757575757575772e-01
1.4600000000000000e+02,2.0800799312624928e+04,7.5352800074491184e+04,7.8340635334481747e+04,5.3851000000000004e-01,1.0452999999999999e+00,7.8995899999999994e-02,3.9412999999999998e-01,6.3181818181818195e-01
1.4700000000000000e+02,2.0162348767455962e+04,6.6571530756422129e+04,9.1757119646594772e+04,5.4152000000000000e-01,1.0499000000000001e+00,7.8113400000000000e-02,3.8972000000000001e-01,6.1363636363636365e-01
1.4800000000000000e+02,2.3600732507111828e+04,5.7332071581028897e+04,7.4396487297302228e+04,5.5744000000000005e-01,1.0328999999999999e+00,7.4349700000000005e-02,3.7095000000000000e-01,6.2878787878787878e-01
1.4900000000000000e+02,2.0614957937453459e+04,7.3892143112373422e+04,8.4468122847495804e+04,5.3854999999999997e-01,1.0444000000000000e+00,7.8908800000000001e-02,3.9368999999999998e-01,6.4242424242424245e-01
1.5000000000000000e+02,2.5528732599839532e+04,7.9277432274503459e+04,8.4039305035416357e+04,5.4705000000000004e-01,1.0422000000000000e+00,7.6645800000000000e-02,3.8241000000000003e-01,5.3787878787878785e-01
1.5100000000000000e+02,1.8519155494298313e+04,6.9447736621461110e+04,9.6250879248131911e+04,5.3841000000000006e-01,1.0474000000000001e+00,7.9086199999999995e-02,3.9457999999999999e-01,6.7424242424242431e-01
1.5200000000000000e+02,2.0937877868332434e+04,6.7334155946525716e+04,7.7824495989292511e+04,5.4713999999999996e-01,1.0396000000000001e+00,7.6841800000000002e-02,3.8338000000000000e-01,6.7121212121212115e-01
1.5300000000000000e+02,2.6524006253730426e+04,6.7047065865559664e+04,8.8976062923194346e+04,5.5093000000000003e-01,1.0380000000000000e+00,7.4003399999999997e-02,3.6923000000000000e-01,5.1818181818181819e-01
1.5400000000000000e+02,2.0042819267725583e+04,5.6611474499189295e+04,7.2167594538575533e+04,5.5752999999999997e-01,1.0283000000000000e+00,7.3868199999999995e-02,3.6853999999999998e-01,7.1969696969696961e-01
1.5500000000000000e+02,2.5443248087479034e+04,7.4857629010650271e+04,7.6915221457621374e+04,5.4957000000000000e-01,1.0404000000000000e+00,7.5664099999999998e-02,3.7750000000000000e-01,5.5606060606060603e-01
1.5600000000000000e+02,2.6125546226687700e+04,7.2502946949514153e+04,9.3069332238103991e+04,5.4973000000000005e-01,1.0381000000000000e+00,7.5105099999999994e-02,3.7473000000000001e-01,5.3939393939393943e-01
1.5700000000000000e+02,2.6985199962227292e+04,5.4930015332198534e+04,8.4921592062958065e+04,5.5759000000000003e-01,1.0353000000000001e+00,7.3194300000000004e-02,3.6519000000000001e-01,5.0606060606060599e-01
1.5800000000000000e+02,2.2469612663403634e+04,6.9780455747321175e+04,7.2976939257772741e+04,5.4496000000000000e-01,1.0411999999999999e+00,7.6543100000000003e-02,3.8189000000000001e-01,6.0757575757575755e-01
1.5900000000000000e+02,2.4005235380919519e+04,5.5432764013008309e+04,8.9565773610643810e+04,5.5454000000000003e-01,1.0387000000000000e+00,7.5200500000000003e-02,3.7519000000000002e-01,5.8939393939393936e-01
1.6000000000000000e+02,2.4473315848193735e+04,6.7198465988274518e+04,9.1694550626086435e+04,5.4688000000000003e-01,1.0385000000000000e+00,7.5702400000000003e-02,3.7769999999999998e-01,5.8030303030303043e-01
1.6100000000000000e+02,1.9977128834652569e+04,7.1459240462277230e+04,8.3393899463700480e+04,5.3942999999999997e-01,1.0486000000000000e+00,7.8726800000000000e-02,3.9278000000000002e-01,6.6818181818181821e-01
1.6200000000000000e+02,1.8983904669846481e+04,6.4216586121781787e+04,7.9268014087028118e+04,5.5076999999999998e-01,1.0391999999999999e+00,7.6503699999999994e-02,3.8168999999999997e-01,6.9242424242424228e-01
1.6300000000000000e+02,2.0225361368580681e+04,7.0845178600615618e+04,8.8378159508378973e+04,5.3959000000000001e-01,1.0441000000000000e+00,7.8444100000000003e-02,3.9137000000000000e-01,6.4393939393939392e-01
1.6400000000000000e+02,2.1777057424363444e+04,5.9902562879553632e+04,1.0013513320774265e+05,5.4288000000000003e-01,1.0452999999999999e+00,7.6608499999999996e-02,3.8222000000000000e-01,6.3787878787878793e-01
1.6500000000000000e+02,2.5817738477775896e+04,6.1689192702366083e+04,9.1617211498547695e+04,5.5425999999999997e-01,1.0374000000000001e+00,7.4552800000000002e-02,3.7197000000000002e-01,5.6363636363636360e-01
1.6600000000000000e+02,2.5082113264640018e+04,7.9810425881438670e+04,1.0227370171530591e+05,5.4157999999999995e-01,1.0448999999999999e+00,7.7710899999999999e-02,3.8773999999999997e-01,5.3484848484848480e-01
1.6700000000000000e+02,2.1520576908866977e+04,5.8412987873133476e+04,9.7970202234743381e+04,5.4647999999999997e-01,1.0440000000000000e+00,7.6470499999999997e-02,3.8152999999999998e-01,6.4545454545454539e-01
1.6800000000000000e+02,1.9075086229018412e+04,5.8309844307223073e+04,8.2524658912322528e+04,5.5388999999999999e-01,1.0347999999999999e+00,7.5064900000000004e-02,3.7451000000000001e-01,7.1969696969696961e-01
1.6900000000000000e+02,2.5698173285107030e+04,6.9760920130672588e+04,9.0593803613359007e+04,5.4951000000000005e-01,1.0387999999999999e+00,7.5146900000000003e-02,3.7492999999999999e-01,5.5303030303030309e-01
1.7000000000000000e+02,2.6402762012283318e+04,6.9552864010780628e+04,7.0409508145456042e+04,5.5430999999999997e-01,1.0341000000000000e+00,7.3701400000000000e-02,3.6770999999999998e-01,5.5303030303030287e-01
1.7100000000000000e+02,2.5351820627220448e+04,7.0463913792557185e+04,8.6871376223579151e+04,5.4937000000000002e-01,1.0388999999999999e+00,7.5406100000000004e-02,3.7622000000000000e-01,5.6363636363636371e-01
1.7200000000000000e+02,2.0470403988418588e+04,6.0991183331729248e+04,8.6909764043593168e+04,5.4905000000000004e-01,1.0423000000000000e+00,7.6319399999999996e-02,3.8077000000000000e-01,6.6060606060606064e-01
1.7300000000000000e+02,2.0099529551409603e+04,5.5332748075513504e+04,7.5988540763415353e+04,5.5618999999999996e-01,1.0316000000000001e+00,7.4030700000000005e-02,3.6935000000000001e-01,7.1363636363636362e-01
1.7400000000000000e+02,2.0380219481141685e+04,5.9365550654591912e+04,9.1277428038331214e+04,5.5012000000000005e-01,1.0414000000000001e+00,7.6324900000000001e-02,3.8080000000000003e-01,6.4848484848484844e-01
1.7500000000000000e+02,2.5481101695908401e+04,7.5914710141760035e+04,9.8162362671528565e+04,5.4586999999999997e-01,1.0417000000000001e+00,7.6505600000000007e-02,3.8172000000000000e-01,5.3787878787878785e-01
1.7600000000000000e+02,2.4438015108694482e+04,7.7231795844724780e+04,9.7421390665588420e+04,5.4224000000000006e-01,1.0450999999999999e+00,7.7965900000000005e-02,3.8900000000000001e-01,5.4848484848484835e-01
1.7700000000000000e+02,1.9887062783851230e+04,8.0850201180634118e+04,7.3339667223541357e+04,5.3137000000000001e-01,1.0558000000000001e+00,8.1629599999999997e-02,4.0727000000000002e-01,6.3787878787878782e-01
1.7800000000000000e+02,2.3919181740223328e+04,5.9831917970429997e+04,7.8602874768045454e+04,5.5320999999999998e-01,1.0400000000000000e+00,7.4956200000000001e-02,3.7397000000000002e-01,6.0757575757575755e-01
1.7900000000000000e+02,2.1113342752994104e+04,5.9364261817051294e+04,8.7814373183555101e+04,5.4937999999999998e-01,1.0398000000000001e+00,7.5888899999999995e-02,3.7863000000000002e-01,6.6818181818181810e-01
1.8000000000000000e+02,2.6627640036298912e+04,6.4678340966376214e+04,9.0533803356343269e+04,5.5093000000000003e-01,1.0381000000000000e+00,7.3749999999999996e-02,3.6796000000000001e-01,5.0909090909090893e-01
1.8100000000000000e+02,2.3521392107473472e+04,7.3322503840044519e+04,8.4125818473239691e+04,5.4503999999999997e-01,1.0392999999999999e+00,7.7048300000000000e-02,3.8440999999999997e-01,6.1515151515151512e-01
1.8200000000000000e+02,2.5796827781968288e+04,7.8882299368179025e+04,9.6361886298944184e+04,5.4481999999999997e-01,1.0425000000000000e+00,7.6399099999999998e-02,3.8118999999999997e-01,5.2424242424242429e-01
1.8300000000000000e+02,2.0625179547678712e+04,7.5541994430856314e+04,7.5061087029437942e+04,5.3874999999999995e-01,1.0448999999999999e+00,7.8968700000000003e-02,3.9399000000000001e-01,6.5000000000000002e-01
1.8400000000000000e+02,2.2601060920049040e+04,7.0514681569526147e+04,9.4713999639364105e+04,5.4083000000000003e-01,1.0437000000000001e+00,7.7741000000000005e-02,3.8786999999999999e-01,6.1515151515151523e-01
1.8500000000000000e+02,2.1507259537523118e+04,7.3701739622241716e+04,1.0114158234137690e+05,5.3652999999999995e-01,1.0480000000000000e+00,7.9636899999999997e-02,3.9734000000000003e-01,6.1666666666666670e-01
1.8600000000000000e+02,1.8551975251129861e+04,5.7753223412739382e+04,1.0029316620475007e+05,5.4991999999999996e-01,1.0381000000000000e+00,7.6015899999999997e-02,3.7925999999999999e-01,7.0757575757575752e-01
1.8700000000000000e+02,2.1853840258526103e+04,6.5129595854268300e+04,1.0365872116011972e+05,5.4051000000000005e-01,1.0470999999999999e+00,7.7851299999999998e-02,3.8843000000000000e-01,6.3939393939393929e-01
1.8800000000000000e+02,2.4818213523788727e+04,8.0516732056154113e+04,7.8240058671069884e+04,5.4513000000000000e-01,1.0449999999999999e+00,7.7711699999999995e-02,3.8772000000000001e-01,5.4242424242424248e-01
1.8900000000000000e+02,1.8916350293143620e+04,6.4407565200902478e+04,8.7584547459516747e+04,5.4647000000000001e-01,1.0456000000000001e+00,7.7321600000000004e-02,3.8577000000000000e-01,6.6818181818181810e-01
1.9000000000000000e+02,2.3193988960704592e+04,8.0398819428007177e+04,8.7324716990959627e+04,5.3810000000000002e-01,1.0521000000000000e+00,7.9909800000000003e-02,3.9868999999999999e-01,5.6060606060606055e-01
1.9100000000000000e+02,2.1665566986321366e+04,8.0894686971766234e+04,7.9202760232333851e+04,5.3434999999999999e-01,1.0545000000000000e+00,8.0857700000000005e-02,4.0342000000000000e-01,6.2121212121212122e-01
1.9200000000000000e+02,2.4051890189719204e+04,8.0064571202738676e+04,9.3570420804335561e+04,5.4010000000000002e-01,1.0478000000000001e+00,7.8966400000000006e-02,3.9399000000000001e-01,5.5909090909090908e-01
1.9300000000000000e+02,2.0747753904464153e+04,6.8365727489281853e+04,7.0111255026289975e+04,5.4695000000000005e-01,1.0396000000000001e+00,7.6784599999999995e-02,3.8308999999999999e-01,6.5606060606060612e-01
1.9400000000000000e+02,2.6023310216046062e+04,6.4942407985882819e+04,8.0611231695566952e+04,5.5408000000000002e-01,1.0368999999999999e+00,7.4130100000000004e-02,3.6985000000000001e-01,5.4545454545454541e-01
1.9500000000000000e+02,2.6626048280869858e+04,6.6462107698499865e+04,8.0136292311791796e+04,5.5247999999999997e-01,1.0366000000000000e+00,7.3547299999999996e-02,3.6693999999999999e-01,5.3636363636363626e-01
1.9600000000000000e+02,1.8811670786513267e+04,6.9744717862901583e+04,7.5421996471431528e+04,5.4047000000000001e-01,1.0528000000000000e+00,7.8311099999999995e-02,3.9071000000000000e-01,6.4242424242424234e-01
1.9700000000000000e+02,1.8707603018873484e+04,6.9701054622201133e+04,8.0114126776470745e+04,5.4066999999999998e-01,1.0508999999999999e+00,7.8458000000000000e-02,3.9144000000000001e-01,6.5909090909090906e-01
1.9800000000000000e+02,2.1313966841636109e+04,7.3597514980082429e+04,1.0012665808474814e+05,5.3634999999999999e-01,1.0479000000000001e+00,7.9665799999999995e-02,3.9748000000000000e-01,6.2424242424242415e-01
1.9900000000000000e+02,2.1187591156483511e+04,7.9996748799851659e+04,1.0346352387638205e+05,5.2834999999999999e-01,1.0589999999999999e+00,8.2433099999999995e-02,4.1128999999999999e-01,5.8333333333333337e-01
2.0000000000000000e+02,1.9907281288517155e+04,7.4770293643501645e+04,9.1622081750814003e+04,5.3402000000000005e-01,1.0510999999999999e+00,8.0169500000000005e-02,3.9998000000000000e-01,6.4999999999999991e-01
2.0100000000000000e+02,2.6340356526769712e+04,7.0294531425268447e+04,9.4655902137510202e+04,5.5052999999999996e-01,1.0375000000000001e+00,7.4661400000000003e-02,3.7252000000000002e-01,5.1060606060606062e-01
2.0200000000000000e+02,2.4758922795761686e+04,6.4421612495937516e+04,7.8870177734798155e+04,5.5042000000000002e-01,1.0419000000000000e+00,7.4990799999999996e-02,3.7413999999999997e-01,6.0000000000000009e-01
2.0300000000000000e+02,1.8379719870530862e+04,6.6772038833421349e+04,9.2656883665091838e+04,5.4261999999999999e-01,1.0465000000000000e+00,7.8222299999999995e-02,3.9027000000000001e-01,6.7575757575757567e-01
2.0400000000000000e+02,2.0565424742188065e+04,6.8007423175649586e+04,7.8665702350152336e+04,5.4588000000000003e-01,1.0470999999999999e+00,7.7626899999999999e-02,3.8729999999999998e-01,6.6060606060606064e-01
2.0500000000000000e+02,2.0732713766007109e+04,7.1589305258462729e+04,1.0128550749239809e+05,5.3710000000000002e-01,1.0476000000000001e+00,7.9445600000000005e-02,3.9638000000000001e-01,6.4090909090909087e-01
2.0600000000000000e+02,2.5818624755585362e+04,5.9689806223349311e+04,8.4040259723497700e+04,5.5757000000000001e-01,1.0321000000000000e+00,7.3957999999999996e-02,3.6898999999999998e-01,5.6818181818181823e-01
2.0700000000000000e+02,2.6060256403201696e+04,6.0948821601522446e+04,1.0392706020099101e+05,5.5115999999999998e-01,1.0399000000000000e+00,7.4653700000000003e-02,3.7248999999999999e-01,5.2575757575757576e-01
2.0800000000000000e+02,2.3635275953285483e+04,5.8485989154000796e+04,9.9001751979799970e+04,5.4928999999999994e-01,1.0403000000000000e+00,7.5870000000000007e-02,3.7853999999999999e-01,5.8333333333333337e-01
2.0900000000000000e+02,2.3964974545306515e+04,6.8779684295426268e+04,7.8864064798515537e+04,5.4701000000000000e-01,1.0407000000000000e+00,7.5845300000000004e-02,3.7841000000000002e-01,6.0151515151515156e-01
2.1000000000000000e+02,1.8410371214226518e+04,6.0323469893615809e+04,8.2709786156832401e+04,5.5369000000000002e-01,1.0363000000000000e+00,7.5539300000000004e-02,3.7687999999999999e-01,7.1515151515151509e-01
2.1100000000000000e+02,2.3764298235951592e+04,8.0654509578957106e+04,7.7316697314457881e+04,5.4181000000000001e-01,1.0468999999999999e+00,7.8727300000000000e-02,3.9278999999999997e-01,5.6818181818181812e-01
2.1200000000000000e+02,2.4879925488599270e+04,7.7959722241118361e+04,8.6602211978178413e+04,5.4557000000000000e-01,1.0440000000000000e+00,7.7294199999999993e-02,3.8563999999999998e-01,5.5909090909090908e-01
2.1300000000000000e+02,1.9482035659280267e+04,7.5922970420371552e+04,8.6752066577674690e+04,5.3463000000000005e-01,1.0498000000000001e+00,8.0402899999999999e-02,4.0115000000000001e-01,6.5000000000000002e-01
2.1400000000000000e+02,1.9097378690989568e+04,7.7673213751313131e+04,9.2310578872589060e+04,5.3049000000000002e-01,1.0568000000000000e+00,8.1912399999999996e-02,4.0867999999999999e-01,6.3787878787878782e-01
2.1500000000000000e+02,1.8925866894202874e+04,7.8556949713032431e+04,7.1286611233505755e+04,5.3315000000000001e-01,1.0529999999999999e+00,8.0947199999999997e-02,4.0386000000000000e-01,6.6515151515151516e-01
2.1600000000000000e+02,1.8406701239673890e+04,8.0721218742021374e+04,9.4096941394065623e+04,5.2464000000000000e-01,1.0644000000000000e+00,8.4108100000000005e-02,4.1963000000000000e-01,6.3030303030303036e-01
2.1700000000000000e+02,2.1447243275268003e+04,6.7641798068097225e+04,9.6805253645426914e+04,5.4130999999999996e-01,1.0437000000000001e+00,7.7868099999999996e-02,3.8851000000000002e-01,6.4999999999999991e-01
2.1800000000000000e+02,1.8489046166138316e+04,7.3627306004600163e+04,9.4627521892688528e+04,5.3398000000000001e-01,1.0504000000000000e+00,8.0381599999999997e-02,4.0104000000000001e-01,6.6515151515151527e-01
2.1900000000000000e+02,2.2189030812132027e+04,6.9747782789881298e+04,8.1938315739007841e+04,5.4310999999999998e-01,1.0459000000000001e+00,7.7341099999999996e-02,3.8586999999999999e-01,6.3636363636363635e-01
2.2000000000000000e+02,1.9587723732927192e+04,6.4802213839354110e+04,1.0227979512488966e+05,5.3925000000000001e-01,1.0467000000000000e+00,7.8030600000000006e-02,3.8932000000000000e-01,6.7878787878787883e-01
2.2100000000000000e+02,2.0087834026314791e+04,6.3770790863040849e+04,8.1429407306836831e+04,5.4915000000000003e-01,1.0427999999999999e+00,7.6695399999999997e-02,3.8264999999999999e-01,6.8484848484848482e-01
2.2200000000000000e+02,1.8802244993739969e+04,6.7867096062683588e+04,9.9235254812091909e+04,5.3993000000000002e-01,1.0465000000000000e+00,7.8835000000000002e-02,3.9333000000000001e-01,6.5909090909090906e-01
2.2300000000000000e+02,2.6211232210799200e+04,7.3564325590405817e+04,8.3476343725246654e+04,5.5154999999999998e-01,1.0389999999999999e+00,7.4975899999999998e-02,3.7407000000000001e-01,5.3939393939393943e-01
2.2400000000000000e+02,2.0737305913220953e+04,7.2703131280657224e+04,1.0090240614682727e+05,5.3588000000000002e-01,1.0502000000000000e+00,7.9890000000000003e-02,3.9860000000000001e-01,6.1818181818181817e-01
2.2500000000000000e+02,2.6391123927958539e+04,5.6214637462757113e+04,8.6968035700484295e+04,5.5754000000000004e-01,1.0353000000000001e+00,7.3724899999999996e-02,3.6782999999999999e-01,5.4242424242424248e-01
2.2600000000000000e+02,1.9205463862914527e+04,6.0851130411099577e+04,1.0102517256238410e+05,5.4630000000000001e-01,1.0441000000000000e+00,7.7215500000000006e-02,3.8524999999999998e-01,6.6818181818181810e-01
2.2700000000000000e+02,1.9819202864837807e+04,5.7297762214445458e+04,8.9105635620932604e+04,5.5269000000000001e-01,1.0356000000000001e+00,7.5438800000000000e-02,3.7637999999999999e-01,6.8636363636363640e-01
2.2800000000000000e+02,2.0887137631950107e+04,6.4338925115987135e+04,9.7787620377700106e+04,5.4381999999999997e-01,1.0471999999999999e+00,7.7854099999999996e-02,3.8844000000000001e-01,6.3484848484848488e-01
2.2900000000000000e+02,2.5620755623371308e+04,7.2393184783882039e+04,8.4664777915765313e+04,5.4930999999999996e-01,1.0407000000000000e+00,7.5424099999999994e-02,3.7630999999999998e-01,5.4848484848484846e-01
2.3000000000000000e+02,2.3849437622934915e+04,5.9802340006098726e+04,9.1682996326639521e+04,5.5010999999999999e-01,1.0404000000000000e+00,7.5579599999999997e-02,3.7708999999999998e-01,5.9696969696969704e-01
2.3100000000000000e+02,2.4140924900111779e+04,7.0253644319282801e+04,8.2191221925253747e+04,5.4683000000000004e-01,1.0386000000000000e+00,7.5925999999999993e-02,3.7880999999999998e-01,6.0909090909090902e-01
2.3200000000000000e+02,2.1336357947192249e+04,5.8651703885220028e+04,9.7921515724199999e+04,5.4725999999999997e-01,1.0429999999999999e+00,7.6493099999999994e-02,3.8164999999999999e-01,6.3939393939393940e-01
2.3300000000000000e+02,2.2493826216596201e+04,6.3598363301344187e+04,9.7210393835090130e+04,5.4323999999999995e-01,1.0426000000000000e+00,7.6767000000000002e-02,3.8301000000000002e-01,6.1060606060606049e-01
2.3400000000000000e+02,2.0184926578949497e+04,7.6838951457873511e+04,9.8662939787794341e+04,5.3136000000000005e-01,1.0552999999999999e+00,8.1462300000000001e-02,4.0644000000000002e-01,6.3939393939393929e-01
2.3500000000000000e+02,2.5684364757308187e+04,6.4018746841830121e+04,8.3484530490531935e+04,5.5381999999999998e-01,1.0355000000000001e+00,7.4347499999999997e-02,3.7093999999999999e-01,5.5303030303030309e-01
2.3600000000000000e+02,2.5820684766494356e+04,6.6550187299768731e+04,9.0046304143290850e+04,5.4988999999999999e-01,1.0377000000000001e+00,7.4564300000000000e-02,3.7202000000000002e-01,5.3787878787878796e-01
2.3700000000000000e+02,2.4322448641724888e+04,7.9974375548470009e+04,8.9197343663212872e+04,5.4154000000000002e-01,1.0477000000000001e+00,7.8479900000000005e-02,3.9156000000000002e-01,5.6363636363636360e-01
2.3800000000000000e+02,2.3792466998647909e+04,6.9439806134129190e+04,1.0253673851106659e+05,5.4191999999999996e-01,1.0418000000000001e+00,7.7050999999999994e-02,3.8444000000000000e-01,5.9393939393939399e-01
2.3900000000000000e+02,2.5842620502033467e+04,5.8607358165901293e+04,7.6319826991723996e+04,5.5588000000000004e-01,1.0374000000000001e+00,7.3728600000000005e-02,3.6785000000000001e-01,5.6515151515151518e-01
2.4000000000000000e+02,2.0245383413431715e+04,7.4325560380205759e+04,7.7035677160349267e+04,5.3891999999999995e-01,1.0462000000000000e+00,7.8928899999999996e-02,3.9378999999999997e-01,6.6363636363636369e-01
2.4100000000000000e+02,2.6918055175811933e+04,7.3187341353959695e+04,7.6205528177543150e+04,5.5384999999999995e-01,1.0380000000000000e+00,7.4026300000000003e-02,3.6932999999999999e-01,5.0757575757575768e-01
2.4200000000000000e+02,2.5793275668659557e+04,7.8583204157003027e+04,1.0374705769917011e+05,5.4415999999999998e-01,1.0401000000000000e+00,7.6364799999999997e-02,3.8102999999999998e-01,4.9090909090909080e-01
2.4300000000000000e+02,2.3197091729671705e+04,6.9223368011765546e+04,7.6248442000437921e+04,5.4744999999999999e-01,1.0399000000000000e+00,7.6258900000000004e-02,3.8046999999999997e-01,6.2121212121212122e-01
2.4400000000000000e+02,2.2683439840829418e+04,6.8834226449264068e+04,7.5849668814984674e+04,5.4823000000000000e-01,1.0468000000000000e+00,7.6999300000000007e-02,3.8417000000000001e-01,6.3030303030303025e-01
2.4500000000000000e+02,2.2504890779716803e+04,6.8473517394533454e+04,7.7024214808921068e+04,5.4647000000000001e-01,1.0440000000000000e+00,7.6744999999999994e-02,3.8290000000000002e-01,5.9999999999999998e-01
2.4600000000000000e+02,2.3671476264902798e+04,5.4730778782604204e+04,8.1227247372611761e+04,5.5530999999999997e-01,1.0386000000000000e+00,7.4778899999999995e-02,3.7308999999999998e-01,5.9848484848484851e-01
2.4700000000000000e+02,2.2857787798520800e+04,6.2846158649550111e+04,9.1154731134591071e+04,5.4637999999999998e-01,1.0441000000000000e+00,7.6434100000000005e-02,3.8135000000000002e-01,6.1212121212121218e-01
2.4800000000000000e+02,2.1314080932565317e+04,5.7664206394179077e+04,1.0207088702926389e+05,5.4666999999999999e-01,1.0405000000000000e+00,7.6379299999999997e-02,3.8107999999999997e-01,6.4242424242424245e-01
2.4900000000000000e+02,2.3828402947719056e+04,7.1813489583411691e+04,9.3716821505784566e+04,5.4357000000000000e-01,1.0426000000000000e+00,7.7151399999999995e-02,3.8492999999999999e-01,6.0151515151515145e-01
2.5000000000000000e+02,2.4766888812996374e+04,7.6767216251779784e+04,8.8158500584848851e+04,5.4583999999999999e-01,1.0415000000000001e+00,7.7048000000000005e-02,3.8440999999999997e-01,5.5000000000000004e-01
2.5100000000000000e+02,1.9418463161921183e+04,6.4301742048517815e+04,9.8820309632481134e+04,5.4273000000000005e-01,1.0468999999999999e+00,7.7945899999999999e-02,3.8889000000000001e-01,6.2727272727272720e-01
