"GMT_0" "GMT_1" "GMT_12" "GMT_13" "GMT_14" "GMT_15" "GMT_16" "GMT_17" "GMT_18" "GMT_19" "GMT_20" "GMT_21" "GMT_22" "GMT_23"
5194.65433017841 6235.58678897316 8244.43931811904 8546.2342316453 5176.30294142494 3500.0738772705 2840.45338765279 2734.24563270237 2720.24016267424 2707.70038713891 2739.94572859557 2844.61125171322 3157.56680613066 3701.19419293791
2598.32963210474 2961.1172814661 3644.11905396424 3845.64101266667 2820.71150986515 2132.59688330077 1759.44736906148 1647.75145635701 1629.0573692066 1684.23911293005 1753.21479088275 1829.28687761903 1951.10760476992 2105.52854650053
13735.711425483 14817.3279199729 16313.3325522934 16696.9057011633 13432.1307506474 10921.5418833757 9889.35380370686 9893.88125214902 10163.8018368256 10593.7139253006 11054.4558155858 11517.9119068014 12056.5674535811 12561.3829417817
10198.7600232923 10200 10200 10200 10200 9865.98505096108 9202.74696773941 9094.76767782944 9182.89572973705 9424.48015395446 9672.60381607873 9828.80174562023 9971.6861618578 10069.5739844385
7843.96216587273 9425.43560530797 11586.9616183427 12121.4488842425 8829.73614501218 6387.428099533 5196.44735165295 4827.32409548249 4731.37707969546 4840.80155840248 5016.50672022028 5211.79703347923 5574.49000550897 6074.37842261672
3423.14624533512 3774.10341033809 4349.95830386166 4563.58955264772 3651.3857656874 2939.99320739899 2540.64107674165 2432.14002467766 2426.53983893699 2497.03624895438 2582.38647978636 2668.93139177664 2798.11874242738 2951.94058715261
4103.18441675457 4384.73023533532 4770.14659323524 4971.28309856982 4294.69336383577 3684.53217368807 3307.7470647043 3187.36678797609 3168.726264769 3229.29109669826 3314.25773026358 3400.04685542874 3525.29707527363 3673.86652339761
6564.19981332212 7057.3418748497 7638.01480538492 7971.69289310194 6995.85622475724 6020.94026202063 5443.17429056489 5271.30081382183 5246.45786744829 5330.46087123918 5444.75970746764 5551.95237972599 5719.02158184653 5921.62328256733
4128.88731888858 4273.26535975621 4441.89223505551 4639.94125578119 4374.42037206915 4074.69739438687 3850.53793371585 3754.74956128623 3713.88418543201 3719.4179105977 3744.93729927578 3772.78020032365 3828.82204086707 3903.17759567647
2876.46137721069 3946.7846221471 6386.39336738355 6665.27608214857 3291.35050833949 1961.96148238715 1449.84245162334 1377.72517953075 1390.7116762641 1475.21431119277 1550.35531444337 1616.33238572834 1752.57146139186 1956.90014668383
3827.49509394989 4120.17240188393 4525.69485239837 4729.63973502656 4079.9019397626 3482.71620618446 3108.49159818698 2981.13739666243 2948.03310168244 2987.84607947457 3052.93379652995 3122.52846778891 3238.11264789666 3384.6106372036
5258.18640713795 5853.19655183219 6611.71044848018 6926.01160909417 5750.3968323558 4683.60653118034 4054.02695440682 3834.1937186362 3762.09278634989 3811.59619415716 3902.9362290323 4005.69158406094 4193.84809309414 4446.07098124119
8130.10010235476 8482.28373163811 8886.85245536379 9234.81520901468 8448.02485860761 7631.38916639356 7154.98595612366 7044.22808560836 7061.86088599343 7166.05059653068 7290.37892840252 7395.29646554037 7532.06450936972 7679.21064218627
3692.479331558 4248.86577701256 5375.10791051863 5584.44210571769 3742.53417718149 2697.76293601447 2211.00310000974 2121.00914996675 2158.88059831072 2293.20427958616 2463.30495634623 2652.58334366184 2850.58265007176 3030.777419023
4621.53316593776 4941.98144013925 5350.84249335382 5590.45630083902 4906.9723316595 4237.9947785983 3811.02465586179 3659.69500929575 3622.69363226566 3674.70576457463 3757.78079030857 3844.12611722078 3978.51312864014 4141.51898811248
4075.84294155971 4374.57523208097 4775.410417662 4988.66651525948 4324.61221203476 3704.87052735173 3314.3180227739 3173.51049907395 3139.05805646106 3186.88823299341 3262.13397212069 3343.17417794812 3468.5774393716 3622.16861076039
6352.89324621106 6604.17494251239 6922.3419587754 7178.06403872437 6508.00534570436 5857.59711726486 5498.68901435868 5440.96622763805 5484.89636499872 5594.64197475039 5714.36302861415 5812.04516381349 5923.79068376646 6033.02412379567
4580.35637032219 4924.57108247377 5348.60714190179 5594.99079540232 4922.81601029726 4254.70548586816 3825.5534473719 3669.19025247173 3615.84322765088 3647.96655530253 3711.27211930703 3780.12913615043 3905.51260483515 4070.50935988135
6394.75200811697 6709.0739574052 7065.92943561662 7359.68630604181 6717.29555475984 6034.19194745721 5595.60047651968 5459.39959577868 5435.31686133058 5496.8829872051 5588.16167500771 5672.4272895136 5800.37932512289 5949.36008171216
6860.99006623772 7479.05044196934 8214.48064324413 8562.28613313766 7314.93830991215 6131.0237102781 5445.13046650575 5230.24831590783 5194.87487727622 5290.22980918307 5425.02837727774 5557.98287990665 5770.26020041284 6033.24206755809
2836.73528438581 3451.34234254799 4881.40202707149 5103.49377317376 2962.42146012727 1951.51386427094 1506.88987351279 1417.34203270805 1446.41841043257 1560.56721670726 1687.46397642872 1813.10545185467 1971.67320368113 2142.14187593812
4112.81595227254 4326.15260114094 4609.61583673272 4808.89223792341 4308.43980113051 3824.02287956647 3517.69052701127 3426.4204653042 3415.08270838044 3464.18193278911 3530.98684629892 3594.22159846192 3686.41508784972 3794.50474601443
8838.65549613668 10189.1759941262 11948.2754249616 12379.3416503566 9422.2706487959 7142.18303157849 6027.69002875334 5729.63546889962 5728.04330276826 5924.08706527594 6169.08983898634 6413.72597605566 6793.16405212389 7270.76138104379
8253.72190428615 9323.77352736947 11798.6413336957 11566.8287892236 6781.7239584654 4581.50702145983 3807.2632445759 3900.97595688196 4315.97245436481 4887.5579014865 5478.91759350085 6054.80723269656 6628.81140667398 7121.59728314552
8281.35210846664 9099.49910398864 10006.2912810015 10443.8058891296 8960.25323178299 7502.1016209066 6642.99053351273 6356.90584588878 6277.95127488496 6361.64237562405 6495.76786345798 6636.1163619995 6886.95665927341 7215.06781482847
4917.67373023261 5637.40139200396 7137.75895845366 7309.96913712943 4656.96333984442 3274.15472207512 2730.97913744001 2703.98637914357 2854.93036548437 3220.12292044389 3663.98681236555 4072.0156436073 4347.67516327844 4490.60293597223
6779.50747110521 7920.79399270369 9413.41863716073 9857.22360606257 7560.27531897797 5721.45488955968 4742.64421036126 4401.28054296603 4300.21035371829 4384.056097665 4519.25490441009 4680.37354291489 4977.48647598515 5391.88981299382
2487.18237105626 3060.82019580254 4340.39761770396 4482.12994664239 2561.29295625542 1698.94660159124 1309.97461796318 1252.76424465728 1282.56338504475 1374.5168155608 1457.90989200562 1545.04311462699 1690.83888392427 1877.05756926285
8694.4775612357 11429.830919079 17200.2759281739 17309.8157373528 8910.21909987376 5358.37145438968 4026.97750058894 3772.76994800381 3852.71166811051 4176.97936018597 4523.21156816913 4908.24517496017 5475.81667010144 6217.11900040689
5103.47375747428 5401.00801403945 5749.7672614086 6007.08602563777 5432.16490826945 4826.74765425865 4428.5247984228 4284.57528831623 4241.97172257221 4281.25283994743 4347.99763677531 4416.99766821454 4530.67066191061 4671.99954973086
3907.19624134472 4107.93239490478 4368.35933569781 4563.85904976973 4141.78690011092 3711.24289512723 3418.89668159262 3313.64045836466 3281.83922147128 3308.87949862742 3356.91314718814 3407.20082666974 3489.97626528468 3594.653108664
4940.41399708208 5188.163369355 5468.76879388732 5716.20920259004 5272.96906586021 4779.99822179263 4430.31272720795 4288.2618823861 4233.09773886879 4251.53636520143 4299.1174201544 4351.253852177 4445.82324939657 4567.90982123354
3288.71291607944 3400.99311391707 3755.11787550345 3859.64175567134 3031.24397663487 2513.16423240994 2307.56232165199 2350.60262339111 2476.62258421149 2651.05580003363 2829.42894752419 2986.17089565602 3107.65742504491 3172.71985818612
6527.76845217769 7539.60341722087 9012.07800539192 9385.16460366278 7015.07987308023 5256.69217734286 4398.12210359112 4165.77375983623 4152.80559747896 4294.09008734256 4474.57837158656 4660.70101735382 4950.65540504342 5317.28105653929
4589.94861536639 4914.47799608956 5304.81555289544 5549.32978768542 4938.02760888584 4313.27307645027 3893.4271914143 3726.48751174953 3663.58009080542 3686.2841552232 3742.15409647994 3807.27060885462 3929.91984519575 4093.0262413941
2675.32573931316 3059.08432416617 3769.25364365977 3976.64748007687 2912.80127932595 2201.55773407977 1805.8547049439 1684.44499960417 1664.95682822594 1812.59690394842 2011.07508866438 2187.4340519522 2316.21472241357 2396.49383492748
4764.18081515642 5067.75574067587 5449.55601940441 5687.72377839902 5041.30987471598 4407.75360551925 4007.30341797247 3879.85003378632 3852.04411468453 3903.52441824302 3979.73125259988 4054.72649201391 4173.60955376376 4319.89908436412
3859.54812732422 4004.68330955315 4293.55115266929 4423.5596193882 3739.12976031017 3207.16279789481 2939.11705286042 2929.89502206861 3015.83797590759 3160.51995356738 3310.3025249613 3438.08337844414 3555.89821370405 3647.25249082137
3317.2386532375 3947.3961906689 5255.28817165917 5560.06139124366 3572.90362749339 2453.39960996349 2025.839870195 2027.49201915319 2058.76888859424 2083.27763635502 2126.75156714959 2157.72001401857 2287.43843063367 2527.93260912135
6133.5467154606 6539.92829086318 7001.20019256119 7311.17181790705 6558.42993106794 5770.10209913479 5269.54295959195 5099.97234609456 5053.27175313281 5104.53730047809 5186.65440378904 5265.83533899309 5402.39837502541 5576.59310091204
4092.47075184407 4342.79353760783 4666.44085123733 4881.54266191159 4375.71542342223 3863.11486319778 3516.79646199103 3387.64006046266 3346.0212511222 3373.72360373298 3427.93912108164 3485.22272239267 3584.13099809709 3709.98302363629
5063.26696714674 6396.59929213585 8737.8301650431 9015.48626490854 5263.17868115885 3413.57548746454 2903.24302877196 2873.78781654241 2754.32052540147 2631.96963948712 2516.3990223602 2467.78540225182 2567.34162260036 2905.80114677429
3797.62727958509 4790.1989568244 6816.43269958783 7123.22234272809 4147.49645950014 2696.0143593751 2068.61137910526 1917.4051024879 1905.09689474549 2005.30727593162 2119.75897738787 2253.17726650901 2474.374051591 2770.65811794764
4191.73188971631 4734.87172708943 5565.79723889541 5836.86004778272 4537.10280269244 3522.03480736828 2969.16591656174 2800.12771683089 2766.67052775032 2841.28934988159 2945.41378529379 3060.44265649306 3239.3478347425 3467.13765367663
5184.97727389354 5812.23302406471 6607.44148406531 6930.97672893656 5739.54852856541 4652.841874044 4001.00835387467 3746.97247133411 3648.55751686604 3679.51451656345 3755.80475647468 3851.2604614801 4043.57244368394 4313.81131985358
4379.01093640597 4638.02330733433 4992.04415598432 5202.51377651214 4562.55162282833 3975.12821399254 3621.70253867759 3527.69299902918 3529.64931535119 3598.48807757167 3685.01552797474 3765.76558878338 3877.35591399039 4004.17235458423
15377.5840107284 17672.1086283675 20076.8691194514 20140.9407122279 13306.0227614774 8656.84222262996 7062.75144539369 7055.00183918573 7632.95087871738 8520.18997579431 9469.22697060142 10390.7746119082 11429.2853000025 12471.0965653413
4879.84663238912 5198.4536870885 5634.86076737899 5868.69228490145 5069.5900739934 4337.17827629738 3910.63015217401 3801.06980440386 3809.65521658375 3903.54681937849 4019.707674215 4128.11650860313 4270.82376018588 4427.73420844751
5790.28776538708 6183.62246259832 6714.27650706061 6953.08167430643 5898.42080703018 4977.30064818803 4477.99391631829 4377.76748004201 4421.00484111347 4564.89111959462 4731.44152945791 4883.44239300403 5067.56687362759 5257.41134443123
8638.48466214074 9562.68145805235 10780.1294572181 11109.2843297057 8829.38561317508 7006.07739066545 6142.61083357232 6001.16132289484 6097.34326431674 6343.86720022435 6617.92885484288 6868.77994603472 7190.55222649632 7545.37074853946
4098.33323602098 4314.61228570575 4603.46387932176 4802.28197895166 4290.06275129543 3798.03591691158 3486.02790186964 3393.74566979993 3382.43488747345 3433.46200835325 3502.99880095922 3570.00099726488 3664.50075310045 3774.89001200612
5869.00257790768 6690.0697224748 8440.40533558303 8325.64654033953 4950.99687668845 3407.31522125526 2900.44686802943 2912.4215284338 2959.01881297385 2949.84336030088 3004.0559324902 3167.08852425685 3600.39213603599 4280.94128305642
5588.26633109071 5907.37679435302 6291.85219135606 6541.31553260868 5830.32029053587 5132.10289750413 4711.00570017337 4589.78224703949 4581.56882683508 4655.79678969953 4755.13481354702 4847.13549991067 4979.491624272 5132.99602589601
8975.85138053821 10665.6453695604 13242.3692938159 13532.6214735405 9304.427803706 6541.12088270045 5334.93334372353 5089.92322123836 5179.95724151416 5479.39986075527 5823.16733724672 6163.07815392547 6629.72723588196 7181.68880344112
4099.39432594136 4271.78856967499 4471.60673155478 4673.56742121058 4358.38269271879 4009.52853401879 3753.57930735848 3647.78600488521 3603.10475979081 3611.58931698028 3642.10164256899 3676.48345746274 3742.75195664752 3831.20069510489
2806.29360491888 3164.74834651267 3910.87359492692 4098.3858144711 2930.96167255356 2192.80418875902 1850.82434201186 1812.99590426656 1843.87008008265 1920.26265222073 1992.36953578423 2062.80724936196 2181.78309358446 2325.20694924858
4574.25199221139 4898.63554532624 5353.35647219703 5580.8770243435 4769.83375145991 4044.11369563498 3636.28378071068 3539.57793135994 3552.57464981986 3644.22746675168 3750.94352394967 3851.75809993851 3985.24378006288 4132.89370660472
5163.97661080483 7437.26797497383 10905.3419168711 10495.1635953772 4952.81718676693 2983.21299505514 2319.3875506315 2241.36703506318 2210.81701887675 2108.28181486318 2041.69977027965 2060.10269251943 2237.77974368699 2618.79098375444
3532.48717127438 3804.1968471676 4455.48553192702 4595.23313019851 3368.98089033349 2606.30178178483 2276.55789295796 2272.16695583988 2370.42968753298 2521.52413063677 2673.88860037602 2826.27556452384 2997.14740511541 3155.98930504484
7566.54233530775 7958.47240280634 8417.1339626065 8735.24819597948 7826.00481967264 6913.7778549812 6386.41462544281 6264.41228271372 6289.19894679822 6412.08371451835 6561.57979154983 6693.09943093079 6861.52865946764 7041.51745737095
3874.55023735109 4159.00552726641 4516.82106458237 4735.99963516789 4188.42274409795 3641.5905175909 3278.85284112063 3142.80824710761 3093.58110590053 3116.40064668679 3164.93745640123 3218.02428090153 3318.28410562475 3452.21830885246
8191.54480478419 8837.88473140051 9652.70846722759 9979.93589753692 8376.1528110627 6984.85290709486 6286.49759664411 6174.23991556551 6251.76771282916 6464.18816867597 6690.04212533388 6896.42929513027 7148.77628299024 7412.61836201973
5483.63361924577 5870.43389044272 6343.3176745698 6614.68427962797 5797.74975458776 5005.92281482695 4526.9359977969 4381.14474103115 4356.9981391285 4427.5199605587 4524.53010255708 4618.88800463422 4764.61315590985 4941.83585674831
11704.9528146302 13766.2464727695 16862.5843783006 17081.3187103201 11568.6964088386 8123.15988541666 6722.9968947655 6515.84201207651 6737.8915911676 7219.98209996771 7742.78562161246 8246.70841956542 8887.24357877438 9582.6212250411
3654.58526696033 3799.17087261414 4023.7694093749 4186.52457709671 3748.57092751096 3344.78550071928 3100.75225317253 3046.171649919 3063.20071960611 3128.03382694131 3205.16007929238 3273.26957587752 3353.35386546327 3433.96938476662
8926.07297093407 9505.8337027769 10433.9473950932 10561.8009562114 8259.44851490906 6594.5928497377 5926.7893739875 5995.42738104909 6332.60147330772 6822.24975154757 7312.49733647513 7738.04947660447 8104.01949501943 8353.31727938342
4523.9427293458 4764.06827995442 5033.32959005172 5264.53482383766 4852.35642820574 4395.60396904095 4066.13831568101 3924.42601790901 3861.92868857767 3867.22409458957 3901.20738006796 3943.16877649752 4030.75740199467 4151.80925308697
6540.66552858597 7603.03280403365 9349.13317921308 9626.84459718662 6686.77911001987 4836.93460633729 3997.31123595813 3828.41616954513 3883.55006644612 4098.34020172153 4337.98177307036 4583.34780169065 4912.51350465328 5307.16156699974
8311.80150077608 8812.15295212501 9400.43926749705 9751.82293669698 8612.65935146144 7512.3798030889 6913.62880747566 6789.11822067318 6824.6986655251 6970.42968478036 7140.77044393863 7287.69364688905 7477.99847614022 7684.25625210492
5601.95339951465 6092.40122969885 6801.5212560139 7047.63004695756 5714.1740347215 4642.08005755513 4094.62468763189 3987.06649061341 4040.89562756759 4200.37422718009 4379.02698812439 4546.54867190758 4750.13865834287 4967.3206078381
2019.80638067437 2689.0046980114 4007.99296475614 4269.83664982992 2404.79923692167 1574.82110524372 1329.4208410038 1336.61495208496 1376.17482286417 1432.8382718509 1469.07884597109 1493.89338917889 1539.54625039641 1616.79095349208
5729.20133253406 6492.14778743334 7474.09781787137 7830.37567395155 6323.94675663001 5018.9502204043 4260.55045407494 3984.06388142317 3889.45755181971 3946.95757280053 4050.54979851912 4173.35108317829 4401.44318470212 4714.53228091953
3388.41778183741 4153.28672293252 5622.23074699359 5922.516689867 3811.10721463199 2617.98758441356 2046.60386215072 1874.82265706719 1828.25193005592 1888.24493303288 1971.62833790096 2075.53673358524 2259.97010391749 2514.44223074502
2900.54969825664 3166.58210629089 3991.04635354096 4072.19261427867 2666.11840034725 1967.58720633432 1651.1845238881 1631.99833569064 1715.96057717916 1866.79376039965 2018.65236795941 2166.9694259112 2332.19085008454 2489.86999794673
4270.39100550836 4547.93300434873 4895.49125593453 5123.62214185031 4570.88140681074 4011.21558935898 3637.66466688134 3501.65810727009 3458.13098048279 3488.90365510008 3547.80368199486 3610.15323596337 3716.39880695281 3852.78487873192
14713.4836739964 16516.6728629925 18982.8496880441 19267.9580040084 14287.0109700783 10813.8336040805 9420.949042877 9379.17751152104 9766.28851740101 10383.3459760706 11013.9041962948 11601.1343008086 12258.2490211662 12901.4699148565
10837.7594597355 11937.8129967145 13330.3646298604 13785.4255808111 11196.0934714763 9048.35248507894 8039.91529368123 7885.13438779089 7983.47071091976 8229.82207083794 8509.85358140057 8779.61214819438 9158.46561058942 9586.35701216094
4438.88386506352 4745.27497012373 5108.92101234818 5351.0649564078 4811.22871960253 4245.90965634662 3857.56669142629 3695.82835124929 3624.78584856744 3634.0159816873 3671.39668287912 3720.37172176014 3823.79134238816 3970.52035586895
9439.44748703235 10158.6141006971 11095.7103389441 11473.7516967916 9600.03428906013 7996.67042444611 7233.35137060291 7142.11639309744 7256.95659426767 7499.93808274059 7758.26403245509 8000.75786271087 8302.71151966871 8607.82332487248
2014.10655844148 2578.45473200154 3552.57657835595 3787.42558953144 2435.7077503485 1676.23440388628 1377.92084988102 1315.74985618302 1302.03451927716 1329.96025145601 1356.12254911601 1375.30974221954 1433.15861149582 1538.0881682329
3839.50751420728 4699.19855766123 6456.23336655281 6815.24051282941 4256.8310410409 2858.70853395898 2237.63216092037 2083.2148105758 2077.14217032128 2178.56986122411 2294.59275945637 2419.88501834245 2625.23362118243 2895.49283289939
3574.68917846353 3760.06790282613 4273.8532105828 4365.55045218254 3254.98998116727 2605.29208622884 2350.89371729592 2389.10248128719 2506.63758247006 2674.49587405209 2853.37286010792 3035.39090237368 3210.51727031515 3339.81955430115
3192.60087349589 3618.30137352131 4607.34465333623 4765.54868396066 3173.69350678059 2298.84204724098 1889.48292420274 1816.96173254199 1857.9636700738 1979.28906443793 2108.81365266164 2241.44705727392 2414.38184265455 2607.64170508217
4968.49619191146 5247.69720466507 5639.4605303413 5844.77495723186 5048.73075669068 4351.12378467724 3972.92018587111 3903.81835471366 3948.63842215894 4065.8146862482 4194.40977541954 4309.85934771087 4445.5710118778 4583.45346635065
11622.6151262359 12949.3949774362 14465.4873791742 14965.5855098943 12195.1639705281 9777.05927520606 8526.51594636824 8206.29856855127 8221.10475193783 8464.36772076347 8775.90597240483 9076.66607141609 9510.25459703665 10024.166626596
4816.21830832191 6787.41453510799 11251.2977089751 11756.9507920806 5689.22294230456 3209.03689787077 2306.16703725145 2079.39534198438 2054.93382125331 2180.979615852 2323.24253345835 2484.89474442711 2769.64070016563 3189.39408590479
4463.44018918922 4655.61168972556 4942.60988044431 5122.29357283642 4505.63230281004 3963.64925998734 3662.13477118683 3617.83107533115 3664.41128191002 3771.53522169803 3887.26845695447 3987.66956246559 4095.38559598454 4195.62845798469
3430.44075287497 3653.09116050995 3936.52373467486 4128.17302966032 3707.84274272264 3281.46003484679 2973.9763895606 2839.74269042591 2780.19096365587 2785.74484817035 2818.17488210376 2860.64576492857 2949.27500339056 3069.12602989294
20772.2431564251 22764.9188710482 25384.0918746112 25861.7875103378 20372.3573649603 16194.2450445425 14463.4745689652 14447.2294584117 14929.4018081335 15664.4753427426 16439.3177699323 17154.2924867412 17965.849771873 18742.4129288272
5889.68490695705 6679.3007750937 8129.94165626397 8317.63135241318 5668.5344810202 4153.72824640021 3560.45448193068 3427.0254024893 3284.37988063776 3180.19405134501 3191.23549749138 3300.85447185836 3645.49094995273 4316.60139885432
5033.71709397542 5178.7524720777 5358.6259430438 5576.19789243836 5220.47798422725 4842.96957867602 4600.81492042653 4533.77751991065 4533.16441572942 4580.29748905125 4641.67082197051 4693.59429234432 4759.92716327901 4829.98012432211
5744.63909846486 5896.58331457595 6068.67597745026 6323.50668896301 6019.55261746313 5671.96140540471 5429.01680983651 5340.69553321404 5313.25323594557 5333.07793237141 5371.84273470386 5405.83978892009 5462.50752552894 5530.87934901695
3900.70209880103 4044.41781904131 4224.93945530448 4410.13435274528 4106.33155299712 3781.66801640785 3552.94737743991 3469.19377816574 3443.07628894846 3464.12850866143 3502.63326656823 3540.41250204265 3601.99374147404 3677.37581306684
4301.98342987156 4486.87156206306 4717.61176750716 4920.60882576039 4517.80516578449 4104.36901797176 3834.97493444246 3747.70768565317 3728.63310746004 3762.67552155036 3813.351199264 3860.95621987591 3936.18288161834 4026.89088318264
