"September" "October" "November" "December" "January" "February" "March" "April" "May" "June" "July" "August"
3059.18335731789 3269.09394956027 2370.13721601752 2027.61136346905 1249.21333534198 1353.00433965799 938.952331322407 1040.86645001792 1036.04554779429 1258.08858212677 1702.67238900031 1623.14769455095
4200.31986630454 4366.93738808383 3348.52952992609 2714.36500898627 2037.8330486204 2130.66040136 1710.62395725347 1480.18686629211 1459.89515049243 1727.54641074557 2157.34561409561 2598.13570236715
1605.91107669457 1856.01744591819 1353.97341240357 1138.96551552634 734.42285698213 800.597814665815 590.231317011839 641.16609054056 583.711611914154 685.793395277701 932.612464347142 1052.22413650899
2365.77024410107 2310.13881537161 1557.38417218896 1252.48741291377 786.656004107419 862.924751084018 640.27795365844 672.28072936703 716.872398264791 962.682840378869 1520.19024390793 1370.58646944071
2933.24340789488 3194.8284688173 2189.93997048705 1622.94554966817 1115.9192522471 1182.34764896154 854.977358134687 685.00992960346 772.032397829577 1028.69109454462 1536.69426085514 1734.16275188151
2540.9039027383 3208.97080513141 2390.8147436997 1937.15707056626 1262.42712186977 1260.92293110981 742.865085621463 712.859788411244 577.05310290439 741.182569805434 1095.29919211734 1297.26956736628
1183.49665059075 1480.43297542473 1167.13797113058 807.507373135116 506.97301621918 545.395979450094 379.166406269032 320.864100281443 257.68956791791 472.030357519274 1027.78180122255 1318.05095349758
3422.89055952569 3795.60991345318 3771.87365799831 3812.11174164205 2084.43947032952 2211.85793799252 2022.35120675794 2311.13834403125 2101.90186841737 2220.95499648391 2752.12336981294 2460.69954101271
2408.53507476811 1897.09845330967 1124.69090742527 867.554282387637 529.052713589519 589.64890748176 432.70351861501 443.492338975857 552.657550311724 989.032968308971 1898.94978819468 1580.38879639669
2767.4728006411 3948.64828596778 2843.52740682366 1947.89970226698 1215.65301353831 1404.60857990288 1005.14749675594 832.9979766716 796.224509090979 1007.67026026585 1225.98253585885 1624.07835304119
3949.55929551709 4636.09072495402 3462.14773824294 2683.76748609593 1718.56222982877 1805.87694204829 1343.06924663931 1237.36359976063 1164.92360217489 1338.80120497313 1719.10176711136 1962.65075802563
1654.55740960605 2063.04012694429 1424.61970612573 855.117242746722 544.894436768749 600.97314347565 391.058447286243 316.618247172139 254.081680149903 499.56304637742 1196.32217699552 1643.77774050627
3132.14836103543 3431.26070639857 3079.09218307216 3038.30775783538 1824.60993531093 1904.81671996226 1755.64397842756 1979.94727798476 1902.09709790024 2042.08010578085 2553.50895337707 2240.09360975785
2045.82830704798 2469.53306420892 1780.06642221138 1468.03921749569 951.895293009586 1021.65292320823 705.908689094379 701.068026376035 666.810695642405 784.051899549904 987.42830885205 1177.31602704234
2127.99117761892 2421.59165687522 1775.99060639529 1527.15800744119 1022.03401550548 1046.93308866126 712.384740349234 731.622178485718 680.024631129105 846.762843020755 1197.05161775015 1248.82233453151
1628.16371392956 1662.90343252386 1136.18960151607 768.302034509987 506.650241138476 555.799988055432 411.76416771461 324.840764730371 329.568861597302 596.574459823504 1209.79843472362 1311.82531320238
1815.45622273419 2642.80640553013 1842.00374770912 1192.70893126877 733.542526383502 861.620058226143 613.192479838965 486.786438531019 532.275194789269 663.969064057557 888.914061174573 1231.79059356463
1794.20209776414 2068.61863031347 1621.95381584817 1311.79201934421 958.130841412201 972.235464626091 689.664608428157 561.589240768778 465.75363464541 702.181756588499 1185.50976466792 1448.57009065597
3252.86227577042 3869.72093811974 3267.18664481551 2898.23275141023 1616.84335522613 1799.38300792491 1514.97643568047 1643.48713615533 1558.28266512214 1668.91155866281 2035.91146304781 1883.83245069359
3495.31908075283 3701.62654663606 2659.0752192113 2277.50411696241 1326.25352280324 1548.82365020605 1262.9470267826 1423.27949146959 1690.27163001984 1990.56821038209 2560.34180502657 2254.9162962126
3871.85271161485 3575.6341071645 2436.34825729052 1912.24574052625 1161.13263694255 1242.10931291926 818.358791547482 839.185577006575 850.18235389269 1227.61043586291 2088.27435011871 1859.71000435621
1929.0385019032 2076.16828667989 1439.90248390112 1079.43760414158 701.920476206631 785.006905473112 597.573325002455 516.742267815983 482.205650297557 631.817455396921 1019.25315691289 1292.15496821069
1368.32004311273 1511.64943532357 1131.22554036021 1027.63239903275 660.019418419162 692.190784607102 534.43330309452 621.035741997265 616.74371372387 744.359064619508 1002.86966072426 866.011426307005
3759.84652344297 4368.6948202047 3410.26191908101 2959.75170655136 2073.46312542429 2107.86621006056 1554.91069485023 1571.66026097367 1344.85446368046 1433.73295453097 1663.8276326199 1964.72856083325
2500.11480276792 2785.43251037766 2214.71838633121 2024.65842216329 1471.0747540906 1536.8478034677 1243.59378626396 1333.43242003184 1302.77750132785 1449.76781363594 1704.01297741183 1632.22066969877
1759.35219870616 2181.64689031712 1521.50040195948 956.503948956781 620.758657263042 694.983939820366 468.757226220656 368.475892044677 304.070718387368 550.492709393693 1190.50760254355 1641.42532115154
2136.89903609829 2492.11976564161 1887.8934661903 1584.26277414791 1118.2305005031 1149.87424985204 822.737410563953 752.431625847608 676.252074477657 852.220751784559 1205.61032133526 1347.81923550966
2904.27848950713 3267.05728351319 2392.8550304313 2032.94813574831 1396.89770099072 1412.4650800862 954.304405124487 919.846568691824 857.705679112773 1084.96434705893 1547.54564724783 1633.39132188606
3809.65244924249 4390.1741676461 3522.71769204138 3038.59138092019 1991.93211117993 2129.5027586132 1836.04562344119 2004.19941255464 1913.99884630546 2053.51217723385 2438.85156103688 2261.56194923666
2627.40182671387 2361.39239210564 1511.10067368729 1047.09736340512 687.642575079679 750.623885020869 528.564271671504 416.895996188704 512.188075515084 933.650385074442 1837.70205855499 1607.45099841506
1616.56661225392 1772.14313081523 1317.59198747349 1224.8162209462 804.680545612991 835.029444692415 655.964264932093 776.628464795386 748.23752963026 883.525665791651 1169.63919438756 999.605897789764
1261.66282700871 1441.19133972652 1093.81333504826 1024.32330925762 667.171792043815 689.245483490344 542.344439238402 641.729519862329 612.394053995436 724.162267933855 958.832707310868 832.001136305691
3794.00856363162 3976.94815920031 2957.97009356302 2422.37212958019 1592.29983809191 1791.89794485945 1477.231592469 1534.22496259574 1505.34452340316 1681.96029711118 1989.3000842627 1983.25240505001
2801.62756513257 3158.96864575058 2380.38437784114 1995.11852399195 1399.80471977934 1467.15445200472 1081.40986428573 1023.54686622158 976.322930097998 1181.18987047309 1594.36377379427 1705.13805268118
3288.50515241884 3550.97323537179 2723.27533601002 2491.73897707519 1689.6210111261 1758.75014682276 1352.34650441299 1485.12438762912 1522.8909426446 1745.51221685432 2147.34419368762 1946.4303056907
2369.64107744239 2503.00545201174 1776.51077281461 1550.36935340264 964.220809211439 1079.85265701123 864.092471558872 1001.33925680291 1047.2553585595 1226.40958886817 1598.85985696236 1402.93136456621
1910.49353514933 2141.4454548098 1604.88424038372 1246.96796419437 885.039664615308 895.118770355032 574.320050071163 479.518542330774 365.035195701004 653.238613757225 1354.04073603055 1567.12219674754
2390.2738440388 2636.7314758797 1956.8258803054 1626.0881490651 1112.99435977918 1205.42019898214 929.969429308998 905.623559143237 911.549941114408 1074.29680037471 1346.94762611461 1474.475217274
1931.53161568909 1897.7008188795 1384.00928053653 1297.28010004133 759.654008735485 813.865670071353 657.97237312537 777.766489648295 819.001012351041 1027.87470389791 1489.94232343712 1188.19938511006
2396.2916020825 2186.18411749059 1288.72849615978 854.588891223278 476.046493293216 534.108935355126 356.70147497182 343.721509550203 467.260281068936 734.131534209605 1180.71488444263 1280.19193168595
3097.59962764498 3585.2631042917 2685.73432134573 2323.49160788668 1429.4840141871 1607.61061832279 1179.87622661627 1330.85523436739 1234.77999985084 1362.98749558691 1562.70067189177 1591.01312554506
4355.70894959516 3370.78942078183 1997.06599334826 1341.42761597475 839.168176791285 977.862647904388 705.470341734547 569.951728956001 903.956944673888 1659.43446073311 3186.07072383542 2525.30836029222
1570.67536085169 1671.34067841021 1174.26582430857 1084.09374841875 648.564669354754 684.527331431456 530.030122138284 650.44349472551 570.510480009626 654.023144309746 880.428907100524 878.038293085124
1244.7403878424 1504.12430233322 1156.38993932735 802.756284982712 515.285662931032 547.642016324666 374.067946339112 316.783251431488 260.383819609577 491.360005458002 1082.23086628513 1353.34729010958
1335.41412420112 1520.20106075845 1094.55456383907 843.192742012582 462.609505875486 494.775590991453 314.223793583647 342.117463737678 307.427395135079 417.248180658606 685.135846904549 787.148714981311
2229.00249664772 2763.10428316265 2084.33972332716 1828.67175806156 1216.13773501805 1313.39080568283 1027.67266719095 1128.57859429727 1035.61133023631 1148.87888673739 1296.89476888841 1300.53925866478
2156.16363960713 2472.33329979001 1911.68734501239 1690.97079356825 1196.29433288016 1232.72231552219 915.463284191996 921.748803982557 893.021838517526 1045.74513607331 1312.28961882019 1358.4385526739
1919.19367776833 2410.53488642975 1928.30923420632 1825.08846534524 1273.99637307153 1318.19068569736 1089.92168307673 1258.07085316637 1157.45077121798 1257.53547475702 1422.34495428239 1314.21561478402
2449.14044310351 2391.68741563916 1671.87040222348 1204.568040129 839.204064964207 936.681257487843 784.469214024265 613.620010108537 597.392266050957 851.923116410044 1380.71323773691 1472.63551813977
2912.32623822468 3082.79074636338 2100.42011757592 1590.9160311748 968.176239184396 1071.40282162836 722.466729723694 711.096986571897 717.80340408979 971.709511543664 1492.62986802928 1507.4647620291
1897.53477747705 2160.47411756898 1591.43831502173 1430.03720771725 940.451140686148 989.162405660405 741.105484169966 860.408248414682 793.849025766616 900.290173646411 1151.68526747215 1135.41555411928
1927.91863126803 1616.76728368027 1072.96343252562 846.103218586456 572.050354392421 583.430036100468 393.837742693224 347.449538724915 359.426859541056 740.352282282623 1601.39452759698 1494.07721212984
2744.68950438481 2958.33107865677 2135.75458203994 1751.99532160858 1163.65110610625 1278.56135680644 971.119696940464 970.971571470978 982.992354400258 1178.73492254865 1542.32389628913 1639.57264142197
2113.81479812914 1906.40915466954 1246.25291861597 957.030187816531 603.842303228054 663.902640706066 504.554677299648 490.725832919336 630.804478392891 994.668458823899 1713.63201031658 1307.91060965394
3284.10494487565 3723.77428230474 2781.7296217044 2277.00851327417 1696.25575324428 1709.74935649206 1234.45157917462 1020.61879586153 983.713525951568 1264.86057204493 1825.18494510174 2249.95576187177
3500.38022650793 4112.0757055163 3217.49633791948 2777.5650544778 1940.23911771393 2008.3079450324 1538.64889490734 1579.04785970976 1356.32914420897 1418.49983890344 1600.08485974052 1877.077525091
2473.22575674803 2684.78690265319 2013.60017138507 1750.7012572864 1230.39314537922 1264.52031323097 928.836990404314 919.146070907876 865.969946162799 1043.33096895922 1428.17146043332 1538.2526585965
5063.66889092022 5734.88638231545 4178.91495107169 3168.72589091131 2173.7748687922 2349.95366166007 1719.93235276066 1532.87099625533 1481.31545173252 1791.56845693487 2218.95922117384 2817.68880876377
1879.57231590018 2353.9723929667 1671.16461919598 1190.44823793749 801.296387774088 836.949947922747 534.696121643537 424.668941611053 364.009975212311 576.097959608022 1035.16432855443 1323.82303663869
2525.90729538281 2737.8791546712 1872.58199626677 1395.36857702537 927.284114775797 989.365089786522 712.563797746572 613.443820343 636.889188357572 906.591766361395 1430.64202580647 1504.11803512443
