Run,ISC,IS,n,RS,RP,Pmax,dISC,dIS,dn,dRS,dRP
2.5430000000000000e+03,1.1651031696050645e-01,5.2001771000506913e-10,1.9419773649611485e+00,3.1892523199564410e-01,1.2802394600747800e+02,8.1294490844542142e-02,6.7483872878693063e-02,-2.2528870755045283e-02,2.0588358129458584e-02,-2.5220879273923913e-03,5.0041353144569811e-03
2.5440000000000000e+03,1.2842150039872360e-01,1.5998769991433909e-08,1.7827142577568873e+00,5.5438291005109164e-01,2.4440832315991491e+02,6.3562712018276749e-02,4.3784997946771931e-02,-2.3943860574804354e-02,1.9559189837203839e-02,-3.2633723223707278e-03,6.2173592663139488e-04
2.5450000000000000e+03,6.3129912855794473e-02,5.5560959804967529e-10,1.9615492726615453e+00,5.7471314841985255e-01,3.1336726762303624e+02,4.3280936295738974e-02,6.5478902300242225e-02,-1.2674479223095947e-02,1.1037929931179136e-02,-7.7174447388195233e-04,7.8829190397478044e-04
2.5460000000000000e+03,1.5038698450499835e-01,3.2742423620096380e-09,1.5169015704703881e+00,3.6624545058139246e-01,1.9743615201708747e+02,7.3216786186932212e-02,4.3627290488568171e-02,-2.4128720868543674e-02,2.5922583135606914e-02,-4.5811671400830534e-03,9.2658578032533967e-04
2.5470000000000000e+03,8.2711855234497006e-02,1.6490152140860577e-09,1.8568051073574301e+00,4.7530479481962473e-01,1.7258558615972089e+02,4.9968617253967965e-02,5.7989972157557190e-02,-1.5355476855327677e-02,1.3432515447164839e-02,-1.2748156211217498e-03,2.0494717381525085e-03
2.5480000000000000e+03,1.1472793293180844e-01,2.4808894542582232e-11,1.6433084809163354e+00,2.7707422906020157e-01,1.0670313410179234e+02,7.9818584543063606e-02,6.7862919825301127e-02,-1.8480493010897270e-02,2.3424735762223037e-02,-2.3979981056410082e-03,7.2416404400810208e-03
2.5490000000000000e+03,1.0590269445352019e-01,7.3612055975661661e-11,1.1594344259011335e+00,2.9251959009265732e-01,2.7149783212571913e+02,5.0378550189245752e-02,4.3604927939255855e-02,-1.3212938930473594e-02,2.2521961483279451e-02,-2.3528421433383073e-03,4.7288901267039662e-04
2.5500000000000000e+03,6.0305564819747325e-02,1.3500089948509098e-08,1.5634572639198714e+00,4.6869906043374543e-01,2.9981542282983196e+02,2.6308638189707821e-02,4.1466562759884251e-02,-9.7253987467460501e-03,8.6010271127534565e-03,-7.0704875287930236e-04,3.4842789764510940e-04
2.5510000000000000e+03,1.9873580871714072e-01,8.7254668841142599e-10,1.9455134964738647e+00,4.3540982512227433e-01,1.0672131715973647e+02,1.3370446931311361e-01,6.0382337407904885e-02,-3.9742389462693595e-02,3.6614391435429994e-02,-7.6724088748925112e-03,6.1047477073472578e-03
2.5520000000000000e+03,1.7880665353328248e-01,1.6817454490142580e-10,1.9852572773744626e+00,4.4998944538423064e-01,1.1992618940271727e+02,1.3600531915521794e-01,6.9356638016104810e-02,-3.6443561113319589e-02,3.5734966347122921e-02,-6.2233414532819609e-03,6.2721405014176668e-03
2.5530000000000000e+03,1.3140087832844968e-01,6.1674050391295169e-11,1.4084675728998421e+00,2.7756076019773485e-01,2.6837862615423427e+02,7.7775137250202450e-02,5.4351605133229342e-02,-1.9934211420435943e-02,2.8536088381159175e-02,-3.6300255717991448e-03,7.4988694420685675e-04
2.5540000000000000e+03,1.4992329828454906e-01,1.1726163290159355e-09,1.9499576678622754e+00,2.6339451434912153e-01,2.2538519019103879e+02,1.0428736606870317e-01,6.5074795982389411e-02,-3.0932975694786258e-02,2.7358782905828605e-02,-4.5798986547662679e-03,1.5147823134720184e-03
2.5550000000000000e+03,1.6995774702813163e-01,3.4536784566219482e-10,1.5961766495644711e+00,4.2438475757779898e-01,2.1707470863295288e+02,1.0021498078249541e-01,5.1827423741546141e-02,-2.8979345284563252e-02,3.4042985402882309e-02,-5.9639798793975629e-03,1.0930022442678933e-03
2.5560000000000000e+03,8.3804397095440367e-02,7.9318748608594026e-09,1.3429385942269532e+00,2.9182700436237358e-01,3.3981977992749773e+02,3.4023246663881186e-02,3.8052440240465835e-02,-1.1937602642508871e-02,1.3084349589909117e-02,-1.4285882407594208e-03,2.2846017438959976e-04
2.5570000000000000e+03,1.1080715973876634e-01,4.7077721761392350e-11,1.9731397059849343e+00,4.6600527755318066e-01,1.8590283404685908e+02,8.9956476831913379e-02,7.6567487711232118e-02,-2.2348542211281242e-02,2.2889787454349886e-02,-2.3824047595821796e-03,3.0855017429942677e-03
2.5580000000000000e+03,2.1035895343839262e-01,4.6937949648169364e-11,1.4519070885300494e+00,2.0088770116267080e-01,2.5603939593179865e+02,1.3365228211011138e-01,5.7629441413409310e-02,-3.3313617503472059e-02,4.8075069175590457e-02,-9.4903830072379236e-03,9.3167890069523196e-04
2.5590000000000000e+03,2.1548542205805571e-01,3.5683711910060895e-08,1.2870453135867610e+00,4.8148999107785539e-01,2.0844798129841357e+02,6.6889035583045597e-02,2.3478983271485454e-02,-2.8730936102450144e-02,3.2517070383542013e-02,-8.9279550835597021e-03,2.8680553765259020e-04
2.5600000000000000e+03,6.9732900569974776e-02,2.0130430911753686e-08,1.3933946983561494e+00,2.3408898892026475e-01,2.5023219654454601e+02,2.7100631568485165e-02,3.7503811989997304e-02,-1.0073571699020789e-02,9.7886273600633622e-03,-9.5353689527621910e-04,4.0286837407754739e-04
2.5610000000000000e+03,1.4850981048096196e-01,7.7046846045062731e-10,1.9836338937843165e+00,3.9165872215230613e-01,2.7681950918779569e+02,1.0608112353233523e-01,6.5210105940072260e-02,-3.1378775508517087e-02,2.8024683074168166e-02,-4.5368649947974404e-03,1.0287680013432166e-03
2.5620000000000000e+03,2.0905591787439443e-01,1.9346892116263848e-07,1.1216153154155957e+00,3.0354572042859790e-01,2.5949860666132781e+02,5.1913313088938727e-02,2.0268623904251548e-02,-2.4369795223466717e-02,2.7618252199101967e-02,-8.4443148515300770e-03,1.2888971834268403e-04
2.5630000000000000e+03,2.2492837482826966e-01,5.7864776041467876e-09,1.3975934687663463e+00,2.8952554939425379e-01,3.3542864187853399e+02,9.8103982547494847e-02,3.7483466858168057e-02,-3.3841692698155512e-02,3.9250183755945578e-02,-1.0502040528881373e-02,2.4538115983574471e-04
2.5640000000000000e+03,2.0386032679716393e-01,6.1610033663161016e-10,1.7183626369340332e+00,5.9138328352067804e-01,1.0296599661303048e+02,1.1746927603883986e-01,4.8210635275602876e-02,-3.6159261529444819e-02,3.8814309294421534e-02,-8.0906877308883907e-03,4.4549269828664251e-03
2.5650000000000000e+03,2.3576240829282472e-01,2.4352980085085763e-08,1.7196162855629891e+00,4.6064456746077098e-01,3.2566745895267547e+02,1.0784796975351638e-01,3.7067397429257909e-02,-4.2808980707520483e-02,3.7135744493377310e-02,-1.1098463828518312e-02,2.7227441135035946e-04
2.5660000000000000e+03,1.6257769849619563e-01,1.6567399498963177e-08,1.6828193279648536e+00,4.4239677923521353e-01,3.6431006867303165e+02,7.7249881235211773e-02,4.1279212326106318e-02,-2.9095720943672632e-02,2.5587419502648423e-02,-5.3662714688540447e-03,2.5158063132746378e-04
2.5670000000000000e+03,7.1349614784163795e-02,2.5993426354574814e-09,1.5180852749354701e+00,2.6813339766716338e-01,2.5522521118957022e+02,3.5142998247680537e-02,4.7371786757177681e-02,-1.1231681140699834e-02,1.1561675151983142e-02,-1.0037914943694659e-03,6.1659400502067641e-04
2.5680000000000000e+03,7.5424319735972134e-02,6.0101743518326244e-11,1.0779906904508512e+00,5.8705109286869894e-01,1.3019142633319098e+02,3.1186344261357989e-02,3.7998347385270748e-02,-8.2199454291831398e-03,1.4961494515519647e-02,-1.0814772063993949e-03,1.5937819917988261e-03
2.5690000000000000e+03,2.3540625631954515e-01,5.9760488206086731e-11,1.5717128481279565e+00,4.6853265919868459e-01,3.1258560114824024e+02,1.4814548655626225e-01,5.1914513687911779e-02,-4.0219551272757670e-02,5.3761341906044535e-02,-1.1756277840113682e-02,5.5727286674134291e-04
2.5700000000000000e+03,1.4051894013633737e-01,1.4240297591006482e-10,1.3803807603181073e+00,5.5557434623361956e-01,3.6877476463534356e+02,7.3427477930714982e-02,4.4421886238876773e-02,-2.0976786654913759e-02,2.9676644405784991e-02,-4.1529230748738044e-03,2.8580707245318138e-04
2.5710000000000000e+03,2.2055941990512595e-01,1.4525045241033258e-08,1.7883291666766676e+00,2.4994881041792308e-01,2.5788173901610514e+02,1.1909921299095724e-01,4.8662474688709878e-02,-4.2163296923303228e-02,3.5756101149364561e-02,-9.9961706412354800e-03,6.7128884395639687e-04
2.5720000000000000e+03,2.2361738066956829e-01,1.2428537849683596e-08,1.7347868724026010e+00,2.1766546719773211e-01,3.1958528866984403e+02,1.1984050949979334e-01,4.8539562355620625e-02,-4.1734311409524771e-02,3.6870921135689905e-02,-1.0387391113919620e-02,4.3153215723013005e-04
2.5730000000000000e+03,2.3264196376424695e-01,5.4102242500690500e-08,1.0430550228133693e+00,4.3284861332664010e-01,1.6343057813308323e+02,5.3770926522762358e-02,1.6215197344571219e-02,-2.4703861740971167e-02,3.3994871889708733e-02,-1.0039207958001395e-02,2.4030546996733904e-04
2.5740000000000000e+03,1.9969668932239812e-01,6.4957980157132280e-09,1.5720439053068258e+00,5.7959261046311394e-01,9.6053195457107563e+01,8.7764038499231339e-02,3.5564975700563828e-02,-3.2147138881444270e-02,3.2904725014160086e-02,-7.6023896206089958e-03,2.8958837133830073e-03
2.5750000000000000e+03,2.3024979082431726e-01,3.1303459060855317e-08,1.3239724433536693e+00,4.3392479665101230e-01,3.5616956421995366e+02,7.6320500935239247e-02,2.5529921413025569e-02,-3.1954402388012504e-02,3.5555865487979510e-02,-1.0412145159954811e-02,1.1377909725496238e-04
2.5760000000000000e+03,1.8191135801919095e-01,7.1081411902262582e-09,1.4186603113470198e+00,5.3852865039216014e-01,2.0233367193857950e+02,7.2867293849832190e-02,3.2268103924981695e-02,-2.7116282941275216e-02,3.0410955545456808e-02,-6.5711639879451056e-03,5.3667599531070920e-04
2.5770000000000000e+03,1.8821489817425180e-01,6.3867144657782089e-11,1.1920303899783122e+00,2.3820785848172410e-01,2.5991135320706894e+02,9.4424723867060148e-02,4.4637381485523875e-02,-2.4475898210973845e-02,4.2217730172877665e-02,-7.5867092608206121e-03,5.5298550460936013e-04
2.5780000000000000e+03,8.4617259661230751e-02,1.8376589195574249e-10,1.2003065343689008e+00,2.3900968960186159e-01,2.3120254162597391e+02,3.9443925154315392e-02,4.4004644310369212e-02,-1.0729507220197387e-02,1.6567246040322114e-02,-1.4595856884236369e-03,6.5159716511331567e-04
2.5790000000000000e+03,7.4766912077916886e-02,3.9665128768315471e-10,1.4825398417447007e+00,6.2949718630973173e-01,1.5708505360469454e+02,3.8431327908435259e-02,4.8247098531628563e-02,-1.1089629214922070e-02,1.3193130553312837e-02,-1.0434747718668369e-03,1.7427028292660296e-03
2.5800000000000000e+03,8.0058657909314046e-02,3.9352179497046555e-10,1.2393943848708355e+00,4.9119601484814823e-01,2.8882436271809161e+02,3.5582624496785266e-02,4.0442559974540604e-02,-1.0521615793901429e-02,1.5092402494421009e-02,-1.3090012129790551e-03,3.6521272117617798e-04
2.5810000000000000e+03,1.2623487766288571e-01,1.0582571071533864e-07,1.1701366169514644e+00,6.0992847296324704e-01,3.0795760955673711e+02,3.1920111665448517e-02,1.9952902378939097e-02,-1.5190108011708947e-02,1.6708705412316061e-02,-3.0189785810152969e-03,9.1820419323429547e-05
2.5820000000000000e+03,2.3336087191659738e-01,3.7616302919444880e-11,1.9337388163900422e+00,4.2858216226893919e-01,1.8745775460455610e+02,1.9074474232158012e-01,7.1407562085568088e-02,-4.8325675766625054e-02,5.3394568627629369e-02,-1.1329060134457336e-02,2.7852626593993790e-03
2.5830000000000000e+03,1.2500842240592439e-01,1.3807836566815833e-08,1.6809648394620951e+00,3.6877454773151314e-01,2.7442130607785049e+02,6.1169624813190569e-02,4.4774894548960109e-02,-2.2188763965091951e-02,1.9291190471448783e-02,-3.1490117596844058e-03,4.9744872110402127e-04
2.5840000000000000e+03,2.2706812696502413e-01,2.2264003744531714e-09,1.7584898394342776e+00,5.7856012266778134e-01,2.7237641115497775e+02,1.2393916119121329e-01,4.3493752793777318e-02,-4.2454218002196953e-02,4.1845185358435621e-02,-1.0463495250800925e-02,5.4015625305936510e-04
2.5850000000000000e+03,7.7140065698965074e-02,2.5295345989793111e-09,1.4759978221873049e+00,3.1066956515075955e-01,1.1837662850618167e+02,3.5796807584363925e-02,4.5559241816650609e-02,-1.1118689739741949e-02,1.1818913403516262e-02,-1.0688722060225864e-03,2.6598298910607276e-03
2.5860000000000000e+03,8.1802411312271603e-02,1.3990698985040620e-09,1.9437177373970802e+00,2.5022606069174974e-01,1.7059070990677051e+02,5.3323835647932583e-02,6.4327639541505999e-02,-1.5762578367550795e-02,1.3247388443160535e-02,-1.2336296775772304e-03,2.5252087643146126e-03
2.5870000000000000e+03,1.4768823469287756e-01,4.7815939664994496e-08,1.6730302465739675e+00,3.9855580969297277e-01,1.2789767192781380e+02,6.3598354995764064e-02,3.8959161619001037e-02,-2.5309138909634932e-02,2.0516037910200957e-02,-4.1705010972448164e-03,1.7766152715648076e-03
2.5880000000000000e+03,2.2565127272652644e-01,1.7162794401274842e-09,1.4763071559876964e+00,4.6990171658672897e-01,3.1901868987945863e+02,1.0640035914275030e-01,3.7858666437906585e-02,-3.5689834781971186e-02,4.2491726012783282e-02,-1.0471359099262223e-02,2.9536022239096127e-04
2.5890000000000000e+03,8.4121388008820783e-02,1.8101375819260188e-08,1.1781616705347524e+00,1.7716741519658247e-01,2.8291303265297063e+02,2.8514358821166125e-02,3.2301764013586975e-02,-1.0483136227146250e-02,1.2332633057138276e-02,-1.4317228860805109e-03,2.3453753869584482e-04
2.5900000000000000e+03,8.5836351357337637e-02,8.9841257875002578e-10,1.6671825108429572e+00,6.1345758706646536e-01,1.4642305535514396e+02,4.7402550744535844e-02,5.1871107305256903e-02,-1.4265017375669764e-02,1.4498579482824514e-02,-1.3655575351045890e-03,2.3224796738552378e-03
2.5910000000000000e+03,1.1978421389806916e-01,6.4054026198053688e-11,1.4173870222250873e+00,2.2043300067563334e-01,1.0952759855530302e+02,6.9571498812380353e-02,5.5889003522380243e-02,-1.7148726924598456e-02,2.4111336316412491e-02,-2.7353259518525519e-03,4.6724158847544217e-03
2.5920000000000000e+03,1.4164734006638749e-01,8.0057958310385714e-10,1.1303296342038753e+00,3.8983152787153780e-01,3.4255135334797052e+02,5.5260883584443476e-02,3.3556809331258819e-02,-1.7288630700662555e-02,2.7146316923520875e-02,-4.1993682836638513e-03,1.8757109754297119e-04
2.5930000000000000e+03,6.1401636841794643e-02,2.6226608561304009e-09,1.6826652424210127e+00,2.4668241925919504e-01,1.1673796122746656e+02,3.1511899514654863e-02,5.2590884869196941e-02,-9.5096628141555506e-03,8.6605255883442922e-03,-6.1778809151702418e-04,3.5867372266684683e-03
2.5940000000000000e+03,1.3326475893772108e-01,1.4490550999678850e-08,1.5601563629270228e+00,5.8759541892684186e-01,1.7399689958155943e+02,5.6511817224736013e-02,3.6493294233719276e-02,-2.1542583078515420e-02,2.0372754809538929e-02,-3.4557659719935963e-03,8.7704339624128380e-04
2.5950000000000000e+03,9.2394622880039523e-02,3.2941166150937319e-11,1.8966383143299508e+00,4.6521424651651067e-01,3.3507676138388604e+02,7.4487950943430387e-02,7.5294963486349786e-02,-1.8511109631247358e-02,1.9919481661356819e-02,-1.7436060650855012e-03,9.1514501532330428e-04
2.5960000000000000e+03,2.1681886422547200e-01,1.7966478445008699e-10,1.2632385978128657e+00,3.3557299545359132e-01,1.0780706567673785e+02,1.0362874433270772e-01,4.1117982435556755e-02,-2.8995513629004321e-02,4.5249098426514145e-02,-9.5701578606277593e-03,2.8515352162861163e-03
2.5970000000000000e+03,1.5851710328567442e-01,4.5850690787079094e-08,1.5816367937275682e+00,3.0969088878690798e-01,3.2189726959754813e+02,6.7089699301767572e-02,3.8067342084113776e-02,-2.6595787044891850e-02,2.3010220936980907e-02,-5.0785410737885783e-03,2.6602929581454049e-04
2.5980000000000000e+03,2.1465633632619058e-01,1.7160803310476290e-09,1.5730489601152313e+00,4.1836158365702703e-01,1.7626065948913691e+02,1.1080353075604132e-01,4.3693694676272266e-02,-3.5862306402290045e-02,3.9730830139750317e-02,-9.3775075760138549e-03,1.2274797428490913e-03
2.5990000000000000e+03,6.9438818911545241e-02,7.0466677470144871e-10,1.0670204072961855e+00,4.0651991739768606e-01,2.2688610104743273e+02,2.5514096550635086e-02,3.4017329599012047e-02,-7.7694957446861057e-03,1.2381652848836300e-02,-9.6744130415049590e-04,4.1416773829960896e-04
2.6000000000000000e+03,1.5171788201659597e-01,1.1090054524992020e-09,1.6760383494894247e+00,5.9395683585909576e-01,1.2241190009631123e+02,8.3249885257969614e-02,4.7919546539154645e-02,-2.6131042898946966e-02,2.7221987997094743e-02,-4.4556416056718007e-03,3.0006913898095178e-03
2.6010000000000000e+03,8.6090569105404371e-02,3.8757741672774524e-09,1.0074122039478968e+00,3.1925356321289955e-01,2.9215583311153398e+02,2.7128032605844954e-02,2.8766629047577430e-02,-9.2433575550610048e-03,1.4243110552092375e-02,-1.5187917694337028e-03,1.8052256217648832e-04
2.6020000000000000e+03,1.3871224820284669e-01,1.7295074624410882e-09,1.5767304144701229e+00,6.5690592704904249e-01,1.5464204596153675e+02,6.8691458621538165e-02,4.2308951786473870e-02,-2.2697763987777897e-02,2.4413640054010699e-02,-3.7728666441028125e-03,1.4936388931241495e-03
2.6030000000000000e+03,1.4169557373157515e-01,1.3482278091054541e-10,1.7627288989437138e+00,4.3182137125178222e-01,1.2494012067910127e+02,9.6472595468786018e-02,6.3081573908885247e-02,-2.5484889865090565e-02,2.8077964064898708e-02,-3.8746405806033835e-03,4.7208449788227469e-03
2.6040000000000000e+03,1.1705697323750625e-01,5.1624159001546266e-08,1.3516229160632809e+00,4.1236584158356882e-01,9.8455666049800783e+01,3.9256756480632322e-02,3.0541813828000031e-02,-1.5926596257098691e-02,1.5602642740308870e-02,-2.5467312009253007e-03,1.8428654921520682e-03
2.6050000000000000e+03,2.2619169474314876e-01,4.2461205214031966e-09,1.8264046735746358e+00,5.2815315781379635e-01,1.5943979252751302e+02,1.2433278311420616e-01,4.5314871952029101e-02,-4.3341429042942359e-02,3.9418382530298501e-02,-1.0171366901512435e-02,1.6642863198690350e-03
2.6060000000000000e+03,1.8953651162867946e-01,6.9421037015853280e-10,1.8028530796723341e+00,2.5795543986775232e-01,2.3326621121725066e+02,1.2680891871578709e-01,6.1212475643834807e-02,-3.6653269253061893e-02,3.6729904728804996e-02,-7.4771822622388129e-03,1.2696831086511651e-03
2.6070000000000000e+03,1.7427205701734289e-01,5.3134649016500693e-11,1.1047007501308457e+00,6.0826307724430606e-01,2.9181688826057598e+02,7.2058777565461959e-02,3.1785795329142275e-02,-2.0754167398551182e-02,3.9362003781406862e-02,-6.3309344711104387e-03,2.5752795729250266e-04
2.6080000000000000e+03,2.2983652650043462e-01,7.1581605516282556e-10,1.0640635198769912e+00,5.0561360209002726e-01,1.6639667684963268e+02,7.5564757366900590e-02,2.3600939286216871e-02,-2.5778884429894511e-02,4.5274448509657894e-02,-1.0526509289232600e-02,4.7134107727941910e-04
2.6090000000000000e+03,1.9112003324189036e-01,4.4322881281255268e-11,1.2073911151315433e+00,2.2618649646934239e-01,1.5368885070755397e+02,9.8797125727392576e-02,4.6587446150825329e-02,-2.4819063970671351e-02,4.3017179984783382e-02,-7.6611659377556762e-03,1.7099323068592298e-03
2.6100000000000000e+03,1.5367427927785027e-01,1.2978736985988632e-10,1.2632190336648428e+00,4.9711057781106494e-01,2.6640430264206839e+02,7.3557082589456507e-02,4.0409532067742227e-02,-2.0916562287753848e-02,3.2668443963879135e-02,-4.9376655125721314e-03,4.5668149817323922e-04
2.6110000000000000e+03,1.7619111897198242e-01,1.3495646199188470e-07,1.4883574673114726e+00,5.7065320745482062e-01,1.8892189101976624e+02,5.6674146313074700e-02,2.5344697930640425e-02,-2.6788635719421361e-02,2.3334642260119942e-02,-5.8192853799599042e-03,3.9453503658526401e-04
2.6120000000000000e+03,1.9214037557568384e-01,3.7434500941320218e-08,1.7676294579574938e+00,4.5479375613072648e-01,3.7379970560119909e+02,8.9087485764923521e-02,3.9268376259005144e-02,-3.5920073998552127e-02,2.8850060868057525e-02,-7.4004392197624114e-03,2.2251951670160253e-04
2.6130000000000000e+03,2.1639782476128414e-01,6.9227472898603139e-11,1.9898293926245718e+00,4.5005970085736358e-01,2.3099232561135511e+02,1.7647660343384194e-01,7.1354162661796394e-02,-4.6263690378633981e-02,4.8026614463125838e-02,-9.7833588452722609e-03,1.8285425951169998e-03
2.6140000000000000e+03,2.1569470082752895e-01,1.6109633029504329e-07,1.3528705401978676e+00,2.9544852510598940e-01,3.3065515883589660e+02,6.8214788435509058e-02,2.6787219484236680e-02,-3.0637477138606428e-02,2.9112206187398293e-02,-9.1737437646344233e-03,1.3326287295889472e-04
2.6150000000000000e+03,1.0101641384996297e-01,5.6811186052871791e-09,1.3820499316004282e+00,6.0515539629981996e-01,3.1696534984231420e+02,4.0981582527503384e-02,3.5349307647702943e-02,-1.4753637832265465e-02,1.6432212271433322e-02,-2.0549322243823553e-03,2.4311989227365771e-04
2.6160000000000000e+03,1.1398644619437437e-01,1.1190122876816285e-08,1.9711920117898205e+00,5.3986572460902060e-01,1.6996797051904909e+02,6.4224473821488756e-02,5.1980030557619017e-02,-2.2922936188107812e-02,1.7115604655781880e-02,-2.4817129185006337e-03,1.7546553515712660e-03
2.6170000000000000e+03,1.3354606154113560e-01,2.0570688451909103e-10,1.4636020773730687e+00,2.9130434634736502e-01,3.2952405755364191e+02,7.6818054090025317e-02,5.2544069345517030e-02,-2.1134705693870437e-02,2.7370793423409090e-02,-3.7641025435464215e-03,4.6735441905365604e-04
2.6180000000000000e+03,9.4451653668644275e-02,1.2071622576701952e-07,1.4970349416783824e+00,2.4242134543457722e-01,2.1896327241756714e+02,3.4392419010403838e-02,3.4813618175755234e-02,-1.4634569243943130e-02,1.1810777848786369e-02,-1.7343474573161544e-03,4.5990829200537320e-04
2.6190000000000000e+03,9.4850855734169737e-02,2.9852494199365835e-09,1.1634049564737370e+00,4.3763693486139155e-01,2.0739809284795933e+02,3.4445638468500447e-02,3.2671904265368923e-02,-1.1597108176553128e-02,1.5865333324871500e-02,-1.8029406578801144e-03,4.7060761537709439e-04
2.6200000000000000e+03,8.6781830095451304e-02,2.3851394188678509e-11,1.0588502163726230e+00,5.8047834234771312e-01,2.0673050922050385e+02,3.7773753921624888e-02,3.8599490673196790e-02,-9.7108387372979443e-03,1.9063556400134019e-02,-1.5346077950062487e-03,6.6323385672362178e-04
2.6210000000000000e+03,2.1355779107646455e-01,1.6759688990218346e-07,1.4921746369225750e+00,2.8121253975907878e-01,3.4065166850778564e+02,7.5838793095840171e-02,3.0839034798058051e-02,-3.3570291754769777e-02,2.8703289897680229e-02,-9.0584633682944116e-03,1.6227712229532898e-04
2.6220000000000000e+03,2.2711936550879655e-01,7.2959344709538988e-08,1.1648446316281249e+00,2.1195208679799016e-01,2.2442285648640285e+02,6.8114235866933520e-02,2.6032068362047411e-02,-2.8025169282464013e-02,3.2838866445561443e-02,-1.0369430453183170e-02,2.6518401363695432e-04
2.6230000000000000e+03,1.9996755014451087e-01,8.5458564119735219e-09,1.7908010531727125e+00,2.7906914231107072e-01,3.2306337800072231e+02,1.1176835146585296e-01,5.0273214369234154e-02,-3.8442721672637958e-02,3.3500702559252638e-02,-8.2798473077794199e-03,4.5614942378868761e-04
2.6240000000000000e+03,8.8336414340174391e-02,5.0043588922487438e-11,1.2512860820951301e+00,6.6001585867774359e-01,2.4615526753623138e+02,4.3719674040357981e-02,4.3841423547075209e-02,-1.1691343032582679e-02,1.8729018148866405e-02,-1.5904007069633685e-03,6.0455541267545598e-04
2.6250000000000000e+03,1.9091121259247354e-01,8.1310023528842713e-09,1.1853031838086714e+00,1.8805761952611105e-01,3.1228213495832142e+02,7.0998015146478841e-02,3.3430836599013247e-02,-2.4426281469702715e-02,3.2168843588920026e-02,-7.6119784642170174e-03,2.1554834306325432e-04
2.6260000000000000e+03,9.4662955390605458e-02,4.3168275234008061e-11,1.3070362092802705e+00,6.5286931189934405e-01,1.3582942662802060e+02,4.8558289334728874e-02,4.6429893638122444e-02,-1.2589873185642197e-02,1.9482382443425372e-02,-1.7207064523239168e-03,2.2101463090229423e-03
2.6270000000000000e+03,1.4222093284594323e-01,3.4771401301941852e-10,1.8753483289385715e+00,3.6692603124630607e-01,2.5489593114089993e+02,1.0087133366994956e-01,6.5122898948444252e-02,-2.8370479465689158e-02,2.7944510191946215e-02,-4.1591410593344591e-03,1.2024966439261320e-03
2.6280000000000000e+03,2.1359437414632493e-01,6.9755140665653949e-09,1.0928921627250925e+00,3.6955868503310807e-01,3.7311883991979278e+02,6.6727790826929978e-02,2.4675756826741946e-02,-2.4863080955173089e-02,3.6686329113466698e-02,-9.2508880694675000e-03,9.3712107518406640e-05
2.6290000000000000e+03,8.3568088024063347e-02,2.8679185782474569e-11,1.6366990148131675e+00,5.3488146418013782e-01,2.7820932057270443e+02,5.7489929062746192e-02,6.3958228609106715e-02,-1.4320612473639471e-02,1.7900907096912722e-02,-1.4063370398775810e-03,9.6521973746988010e-04
2.6300000000000000e+03,1.7019441140708816e-01,9.4827553826604895e-11,1.1594617202674098e+00,2.8921232438691424e-01,2.9341159602106586e+02,7.9955694833942895e-02,4.1299823824725301e-02,-2.1504176217490567e-02,3.7233848823592375e-02,-6.1839740828073531e-03,3.7628165860947860e-04
2.6310000000000000e+03,1.7460436380106939e-01,1.8059056652316998e-08,1.0875022638271417e+00,2.8753292232316047e-01,2.5389384127760445e+02,5.3081010551775026e-02,2.6092270608013557e-02,-2.0205743349321903e-02,2.7512396215401136e-02,-6.1895276751156025e-03,2.0938483585863921e-04
2.6320000000000000e+03,1.9501925562289743e-01,2.9613523942198975e-09,1.7618598440833440e+00,4.7589830812005735e-01,3.5856085550773463e+02,1.0948686554341353e-01,4.7635911187837721e-02,-3.6843887635251704e-02,3.5068017198436330e-02,-7.8488401888954229e-03,3.5118860597371793e-04
2.6330000000000000e+03,1.0601304918657843e-01,1.3463888259864922e-10,1.5337700427041079e+00,6.0766858443790694e-01,1.4469074808337371e+02,6.0835175237659675e-02,5.2278116606518932e-02,-1.6592031061579693e-02,2.0728157898441957e-02,-2.1653510096086848e-03,2.4561591302485475e-03
2.6340000000000000e+03,1.5847714890821440e-01,1.0364632707370671e-07,1.7081228220348499e+00,2.8515938809303870e-01,2.4434155826558697e+02,6.8106901280604190e-02,3.9355930431250741e-02,-2.8423627188023382e-02,2.1357604643168493e-02,-4.9882147440394320e-03,4.8809338515365397e-04
2.6350000000000000e+03,2.2844176237698968e-01,1.5977269071980882e-10,1.1208631702964142e+00,3.3300166056400682e-01,3.2271330279864009e+02,9.7129450616913388e-02,3.4974722479264031e-02,-2.7884645134590436e-02,4.9685909220276159e-02,-1.1082873979662011e-02,2.3822871453305083e-04
2.6360000000000000e+03,2.3060311208579795e-01,5.6750086111703055e-10,1.3790612111033509e+00,4.6232279242304403e-01,3.1768570779740230e+02,1.0855224260781353e-01,3.7468898886339197e-02,-3.4240730251156037e-02,4.6540550913132250e-02,-1.1043813530342561e-02,2.9308959426099790e-04
2.6370000000000000e+03,1.6869356155063531e-01,9.4487331154827782e-11,1.5860598333526619e+00,2.0284297618549893e-01,3.0929090797130885e+02,1.1280434888550121e-01,6.1655311175967675e-02,-2.9079177080171270e-02,3.6616884954709938e-02,-6.0671564994230209e-03,7.2122549599207275e-04
