run, p_{inf}, M_{inf}, gamma, r1, r2, r3, r4, p_{st}, q_{st}
1.932000e+03, 2.191996e+01, 1.500618e+01, 1.157265e-03, -2.184455e-01, -1.693679e-01, -1.219717e-01, -4.151223e-02, 6.524452e+03, 2.518801e+05
1.933000e+03, 2.018814e+01, 1.574767e+01, 1.376853e-03, 7.205969e-02, -8.202603e-02, 1.310174e-01, 8.868361e-02, 6.682528e+03, 3.677936e+05
1.934000e+03, 2.071845e+01, 1.713451e+01, 1.091905e-03, 8.338982e-02, 2.187417e-02, -2.736292e-02, 8.083695e-02, 8.111953e+03, 3.724979e+05
1.935000e+03, 1.914712e+01, 1.576248e+01, 1.820887e-03, -1.015743e-01, -1.139692e-01, -1.480008e-01, -1.181661e-01, 6.324725e+03, 3.159303e+05
1.936000e+03, 1.969577e+01, 1.693769e+01, 1.083218e-03, 1.187440e-01, 5.134632e-02, 4.920172e-02, 2.125508e-02, 7.534881e+03, 3.526089e+05
1.937000e+03, 2.263517e+01, 1.672827e+01, 1.247393e-03, -8.954651e-02, 1.546916e-01, -8.580647e-02, -1.076992e-02, 8.423369e+03, 3.502996e+05
1.938000e+03, 2.015599e+01, 1.632796e+01, 1.321672e-03, 2.003134e-01, 1.523367e-01, 6.525268e-02, -1.814765e-01, 7.087449e+03, 2.586725e+05
1.939000e+03, 1.972472e+01, 1.543335e+01, 1.346829e-03, 8.519801e-02, -4.248979e-03, -5.355069e-03, 5.478689e-02, 6.247733e+03, 2.914599e+05
1.940000e+03, 2.291936e+01, 1.685171e+01, 1.296443e-03, 2.326833e-01, 1.405349e-01, 2.757527e-02, 3.770944e-02, 8.684994e+03, 3.933398e+05
1.941000e+03, 2.343874e+01, 1.683317e+01, 1.271588e-03, 8.094999e-02, -5.636953e-02, -1.020593e-02, -9.885695e-02, 8.847680e+03, 3.778485e+05
1.942000e+03, 2.351040e+01, 1.462142e+01, 1.747254e-03, -1.811892e-01, 2.683449e-01, -1.522858e-01, -1.205691e-01, 6.641945e+03, 2.474391e+05
1.943000e+03, 1.684144e+01, 1.649706e+01, 1.763918e-03, 1.381258e-01, 3.753221e-02, -4.831287e-02, 1.123156e-01, 6.042405e+03, 2.494864e+05
1.944000e+03, 2.303498e+01, 1.714359e+01, 1.177401e-03, 1.726107e-01, -6.490306e-02, 1.639040e-02, 1.479912e-01, 9.012804e+03, 3.906521e+05
1.945000e+03, 2.162383e+01, 1.475981e+01, 1.588193e-03, 1.015450e-02, 2.020220e-01, 6.222654e-02, -2.478345e-02, 6.235842e+03, 2.461786e+05
1.946000e+03, 2.188088e+01, 1.720830e+01, 1.275376e-03, 9.771211e-03, -4.217210e-02, 8.073832e-02, -7.530699e-02, 8.627953e+03, 3.859698e+05
1.947000e+03, 2.386546e+01, 1.667189e+01, 1.813998e-03, 1.385039e-01, -5.791737e-02, -3.077657e-02, -3.563848e-02, 8.821755e+03, 3.729117e+05
1.948000e+03, 1.814709e+01, 1.503768e+01, 1.235354e-03, 3.613355e-02, 3.902021e-02, -5.251230e-03, 9.367552e-02, 5.427148e+03, 2.291731e+05
1.949000e+03, 2.269292e+01, 1.665283e+01, 1.496520e-03, -8.634864e-02, 1.576794e-01, 2.929406e-02, 8.192345e-02, 8.373158e+03, 3.575937e+05
1.950000e+03, 2.169473e+01, 1.473159e+01, 1.861419e-03, 9.326927e-02, 3.057909e-02, 7.733193e-02, -1.948743e-01, 6.216743e+03, 2.327298e+05
1.951000e+03, 2.021823e+01, 1.550321e+01, 1.331816e-03, -1.609975e-02, -7.023357e-02, 2.260858e-01, -2.453314e-02, 6.452536e+03, 2.966041e+05
1.952000e+03, 1.680838e+01, 1.394280e+01, 1.313933e-03, -3.404990e-01, 1.414353e-01, 1.103509e-01, -1.490020e-02, 4.294209e+03, 1.605756e+05
1.953000e+03, 2.012236e+01, 1.537169e+01, 1.465699e-03, -2.064458e-01, -2.290086e-01, 1.302731e-01, 2.160238e-02, 6.317691e+03, 2.820963e+05
1.954000e+03, 2.161424e+01, 1.550504e+01, 1.906105e-03, 1.356666e-01, -1.149217e-01, -1.415145e-01, 6.965326e-02, 6.910275e+03, 3.230580e+05
1.955000e+03, 1.918531e+01, 1.694155e+01, 1.092728e-03, -5.254651e-02, 4.002256e-02, 5.544935e-02, -4.238053e-02, 7.336363e+03, 3.395550e+05
1.956000e+03, 2.345904e+01, 1.597819e+01, 1.338249e-03, -4.041022e-02, -1.096785e-01, 3.185267e-02, 1.216296e-01, 7.927469e+03, 3.177978e+05
1.957000e+03, 2.236023e+01, 1.699062e+01, 1.209186e-03, -1.189079e-01, -8.655992e-02, -4.721879e-02, -5.903023e-02, 8.608722e+03, 3.841744e+05
1.958000e+03, 2.057379e+01, 1.487395e+01, 1.493616e-03, -1.914906e-01, -6.745229e-02, -2.474073e-02, 4.662279e-02, 6.023875e+03, 2.588084e+05
1.959000e+03, 2.054588e+01, 1.429349e+01, 1.509246e-03, 2.149049e-01, 1.467998e-04, -1.020738e-01, 5.842385e-02, 5.574709e+03, 2.577855e+05
1.960000e+03, 2.090321e+01, 1.447160e+01, 1.370411e-03, 1.134244e-01, -5.966035e-02, 1.248724e-01, -4.774323e-02, 5.802262e+03, 2.534129e+05
1.961000e+03, 1.680327e+01, 1.389437e+01, 1.421430e-03, -9.559689e-02, -9.438405e-02, -1.337127e-02, 6.788887e-02, 4.253820e+03, 1.625251e+05
1.962000e+03, 1.852632e+01, 1.583219e+01, 1.874360e-03, -5.948760e-02, 6.234141e-02, 7.220285e-02, 1.278662e-01, 6.192775e+03, 3.567412e+05
1.963000e+03, 2.232781e+01, 1.478448e+01, 1.581635e-03, 1.792528e-01, 9.259284e-02, -2.635037e-02, -1.961979e-02, 6.460004e+03, 2.515562e+05
1.964000e+03, 1.961927e+01, 1.427524e+01, 1.248339e-03, 5.210734e-02, -1.615837e-01, 3.493691e-02, 2.998122e-01, 5.276808e+03, 2.043724e+05
1.965000e+03, 2.242869e+01, 1.719278e+01, 1.694998e-03, -6.893831e-02, 2.052735e-01, 1.722631e-01, 8.409975e-02, 8.827270e+03, 4.238156e+05
1.966000e+03, 2.105061e+01, 1.452384e+01, 1.789537e-03, -7.076852e-02, -4.006839e-02, -7.004449e-02, 5.080686e-02, 5.894406e+03, 2.739249e+05
1.967000e+03, 2.072664e+01, 1.488231e+01, 1.857189e-03, -7.550645e-02, -1.763847e-01, -9.596932e-02, 4.705062e-02, 6.077917e+03, 2.723758e+05
1.968000e+03, 1.916991e+01, 1.547337e+01, 1.369667e-03, -9.262273e-02, -3.075648e-01, 5.558879e-02, 8.494810e-02, 6.099147e+03, 2.799290e+05
1.969000e+03, 2.278710e+01, 1.398408e+01, 1.757616e-03, 1.069281e-01, -1.550430e-02, -7.893428e-02, 1.563298e-01, 5.886798e+03, 2.153086e+05
1.970000e+03, 1.846598e+01, 1.620674e+01, 1.328002e-03, 1.379461e-01, 4.738797e-03, -3.518734e-02, 8.507913e-02, 6.416570e+03, 2.868884e+05
1.971000e+03, 2.377050e+01, 1.645312e+01, 1.553348e-03, 1.698710e-02, 1.076577e-01, 1.211550e-01, -7.121930e-02, 8.553626e+03, 3.524515e+05
1.972000e+03, 1.803097e+01, 1.570931e+01, 1.996719e-03, -2.068492e-02, -8.070466e-02, -3.919613e-02, 1.549173e-02, 5.914752e+03, 3.053098e+05
1.973000e+03, 1.861452e+01, 1.620973e+01, 1.764452e-03, 6.857011e-02, -5.826635e-03, 7.455635e-02, -1.971931e-01, 6.468277e+03, 2.937764e+05
1.974000e+03, 1.914552e+01, 1.521879e+01, 1.198888e-03, 1.887201e-01, 6.352679e-02, 1.202679e-01, -1.311518e-02, 5.892993e+03, 2.669883e+05
1.975000e+03, 1.695907e+01, 1.377520e+01, 1.569415e-03, 1.062755e-02, -7.266295e-02, 1.425738e-01, 1.322971e-01, 4.219942e+03, 1.540243e+05
1.976000e+03, 2.333043e+01, 1.692819e+01, 1.490345e-03, -8.271512e-02, -2.263612e-03, -1.423148e-02, -3.494765e-02, 8.919594e+03, 4.032543e+05
1.977000e+03, 2.335674e+01, 1.683973e+01, 1.407363e-03, 1.764284e-02, -5.725776e-03, -7.001008e-02, 4.152924e-02, 8.824197e+03, 3.817692e+05
1.978000e+03, 2.139436e+01, 1.452056e+01, 1.341061e-03, -8.598048e-02, 1.990632e-02, 3.735030e-02, -9.253296e-02, 5.981127e+03, 2.622047e+05
1.979000e+03, 2.095107e+01, 1.632606e+01, 1.808562e-03, -4.579580e-02, -2.739387e-01, -1.791673e-01, 7.731380e-02, 7.385146e+03, 3.177691e+05
1.980000e+03, 1.932533e+01, 1.632194e+01, 1.640168e-03, 8.018017e-02, -1.941470e-01, 1.363794e-01, 2.558697e-04, 6.786112e+03, 2.535300e+05
1.981000e+03, 2.326647e+01, 1.572827e+01, 1.579656e-03, 3.213764e-01, -2.210381e-02, -1.804927e-02, -6.572805e-02, 7.685810e+03, 4.189573e+05
1.982000e+03, 1.836392e+01, 1.380942e+01, 1.006623e-03, 1.316958e-01, -1.104475e-01, 7.472000e-02, 3.247755e-02, 4.610352e+03, 1.652106e+05
1.983000e+03, 1.843803e+01, 1.528982e+01, 1.796700e-03, 1.128441e-01, -4.144837e-02, -2.893729e-01, -3.517246e-02, 5.708385e+03, 2.614093e+05
1.984000e+03, 1.891229e+01, 1.410013e+01, 1.361710e-03, 1.061914e-01, 1.355113e-02, -2.896126e-02, 1.691703e-02, 4.978905e+03, 2.161213e+05
1.985000e+03, 2.419641e+01, 1.523899e+01, 1.931100e-03, 9.293242e-02, -8.759058e-02, -1.934158e-02, 8.603170e-02, 7.471851e+03, 3.204262e+05
1.986000e+03, 2.180697e+01, 1.665135e+01, 1.925235e-03, -2.394057e-01, 1.629886e-01, -1.073425e-01, 2.888848e-02, 8.033563e+03, 3.524888e+05
1.987000e+03, 1.956305e+01, 1.651923e+01, 1.308665e-03, 2.257461e-02, -4.556606e-02, 1.533574e-01, -5.442875e-02, 7.088594e+03, 3.065054e+05
1.988000e+03, 2.048548e+01, 1.632455e+01, 1.602175e-03, -2.221874e-01, 1.265153e-01, 7.132210e-02, 2.060378e-01, 7.223719e+03, 2.874896e+05
1.989000e+03, 1.995173e+01, 1.388009e+01, 1.680389e-03, 1.982216e-03, 2.240295e-02, 7.600742e-02, 2.656643e-03, 5.080837e+03, 2.005235e+05
1.990000e+03, 1.684009e+01, 1.601881e+01, 1.530741e-03, -1.322133e-01, -1.455745e-02, -3.470288e-02, 1.190754e-01, 5.757035e+03, 3.326931e+05
1.991000e+03, 2.309874e+01, 1.387670e+01, 1.650881e-03, 2.324562e-02, 1.470214e-01, 1.174668e-01, -7.227227e-02, 5.863801e+03, 1.932876e+05
1.992000e+03, 1.898153e+01, 1.379627e+01, 1.403072e-03, -3.758084e-02, 1.243267e-01, -7.854990e-02, -7.602860e-02, 4.759917e+03, 1.742806e+05
1.993000e+03, 1.976297e+01, 1.501112e+01, 1.156630e-03, -1.747704e-01, -1.074061e-01, 1.922434e-01, 4.116646e-03, 5.897670e+03, 2.408371e+05
1.994000e+03, 2.065434e+01, 1.612258e+01, 1.512258e-03, 1.912175e-02, 2.867356e-02, -4.242552e-02, 5.027775e-02, 7.104869e+03, 3.076951e+05
1.995000e+03, 2.308092e+01, 1.511773e+01, 1.395588e-03, -1.194250e-02, -1.876805e-02, -8.469728e-02, -5.298455e-02, 6.995498e+03, 2.786683e+05
1.996000e+03, 1.673554e+01, 1.588700e+01, 1.831990e-03, 1.222366e-01, 2.083543e-01, 1.499210e-01, 7.838671e-02, 5.631659e+03, 3.402356e+05
1.997000e+03, 2.029802e+01, 1.389941e+01, 1.535337e-03, 1.295211e-01, 2.463456e-02, 1.824385e-01, -7.546187e-02, 5.194193e+03, 2.133240e+05
1.998000e+03, 2.228252e+01, 1.684691e+01, 1.551817e-03, 5.364852e-02, -2.661542e-01, -1.212135e-01, -2.248127e-02, 8.410508e+03, 3.592096e+05
1.999000e+03, 2.145779e+01, 1.617461e+01, 1.077852e-03, 1.425353e-01, -9.622099e-02, -1.192232e-02, -7.748112e-02, 7.423166e+03, 2.961996e+05
2.000000e+03, 2.121570e+01, 1.588527e+01, 1.530406e-03, 8.799111e-03, 9.633642e-03, -3.212508e-02, 2.242879e-01, 7.141147e+03, 3.862485e+05
2.001000e+03, 2.206294e+01, 1.663124e+01, 1.131742e-03, -1.318506e-01, 6.963466e-02, 7.027788e-02, -1.209627e-01, 8.113521e+03, 3.354663e+05
2.002000e+03, 2.111418e+01, 1.420141e+01, 1.751559e-03, -5.999813e-02, 1.550315e-02, 2.178426e-01, 4.600835e-02, 5.646773e+03, 2.426675e+05
2.003000e+03, 2.034914e+01, 1.562450e+01, 1.127109e-03, -1.207399e-01, 1.268473e-01, 4.955748e-02, -9.491360e-03, 6.599063e+03, 3.087858e+05
2.004000e+03, 2.281382e+01, 1.559937e+01, 1.124246e-03, 8.954323e-02, -2.789494e-02, -7.909554e-02, -5.529737e-02, 7.371003e+03, 3.192648e+05
2.005000e+03, 2.139630e+01, 1.443716e+01, 1.952968e-03, -2.670949e-01, 1.808864e-01, -1.235037e-01, 2.031460e-02, 5.918151e+03, 2.709674e+05
2.006000e+03, 1.641835e+01, 1.595111e+01, 1.108099e-03, 6.873914e-02, -1.079651e-01, 3.277370e-02, 3.602737e-02, 5.564644e+03, 3.153223e+05
2.007000e+03, 2.104776e+01, 1.588891e+01, 1.544375e-03, 1.614725e-01, 7.967565e-02, 8.521675e-02, 4.647353e-02, 7.046361e+03, 3.188721e+05
2.008000e+03, 2.007652e+01, 1.565276e+01, 1.447250e-03, 2.341361e-03, -3.881430e-02, -6.032084e-04, -2.527643e-02, 6.531996e+03, 3.061617e+05
2.009000e+03, 1.652865e+01, 1.487206e+01, 1.222176e-03, -1.419584e-01, 5.456660e-02, 1.835201e-02, 3.060684e-02, 4.841638e+03, 2.396312e+05
2.010000e+03, 2.261271e+01, 1.654936e+01, 1.000625e-03, -1.553314e-01, -2.890506e-02, 3.659100e-02, -6.476281e-02, 8.226783e+03, 3.266553e+05
2.011000e+03, 1.795243e+01, 1.473614e+01, 1.502671e-03, 3.081517e-01, -1.873668e-01, 5.623702e-02, -6.725222e-02, 5.159354e+03, 2.372084e+05
2.012000e+03, 2.253674e+01, 1.504524e+01, 1.841184e-03, 7.372401e-02, -5.338800e-02, 1.194473e-01, 3.823987e-02, 6.770897e+03, 2.815015e+05
2.013000e+03, 2.054440e+01, 1.728044e+01, 1.856591e-03, 5.545795e-02, 9.519576e-02, -1.866538e-01, -1.654290e-02, 8.181385e+03, 4.026919e+05
2.014000e+03, 2.297522e+01, 1.636093e+01, 1.091690e-03, 3.238979e-02, -2.148687e-01, -1.273519e-01, 1.263953e-01, 8.106183e+03, 2.661418e+05
2.015000e+03, 1.733426e+01, 1.597494e+01, 1.059377e-03, 2.430592e-01, 1.950555e-01, -3.738378e-02, -1.550155e-02, 5.901158e+03, 3.473093e+05
2.016000e+03, 1.805850e+01, 1.495810e+01, 1.787511e-03, 9.743843e-02, -1.242360e-01, 5.335774e-02, 5.507875e-02, 5.335979e+03, 2.263809e+05
2.017000e+03, 2.311058e+01, 1.623483e+01, 1.647268e-03, 1.449998e-02, 5.551975e-02, -7.157768e-02, 3.280873e-01, 8.036626e+03, 2.792128e+05
2.018000e+03, 2.363622e+01, 1.469801e+01, 1.532113e-03, -9.773959e-02, 7.477742e-02, -1.153782e-02, 9.653751e-03, 6.746223e+03, 2.448342e+05
2.019000e+03, 2.176389e+01, 1.447201e+01, 1.680815e-03, 5.826724e-02, -9.430827e-03, -6.192945e-02, 1.881545e-01, 6.044690e+03, 2.674277e+05
2.020000e+03, 2.118662e+01, 1.432461e+01, 1.954977e-03, -1.091603e-01, -8.318573e-04, -1.344939e-01, -1.601593e-01, 5.727669e+03, 2.086623e+05
2.021000e+03, 2.072927e+01, 1.495144e+01, 1.550988e-03, -2.662013e-01, -1.687618e-01, -1.353650e-02, 5.608353e-02, 6.131100e+03, 2.598140e+05
2.022000e+03, 1.687953e+01, 1.446450e+01, 1.301643e-03, -3.273913e-02, -6.361377e-02, -1.301170e-02, -3.433079e-02, 4.663621e+03, 2.053487e+05
2.023000e+03, 1.797829e+01, 1.428407e+01, 1.979194e-03, -1.381950e-01, -1.178899e-01, -2.576853e-02, 1.393530e-01, 4.850697e+03, 2.163732e+05
2.024000e+03, 1.972688e+01, 1.415192e+01, 1.721227e-03, 2.035316e-01, -9.555312e-02, 1.814272e-01, -3.701709e-02, 5.233073e+03, 2.257757e+05
2.025000e+03, 2.003160e+01, 1.675489e+01, 1.615554e-03, -7.729144e-02, -4.800778e-02, 9.699514e-03, -3.593718e-02, 7.475494e+03, 3.350651e+05
2.026000e+03, 2.137602e+01, 1.626469e+01, 1.014314e-03, -2.951696e-01, 8.653521e-02, -1.438142e-01, -1.683501e-01, 7.480510e+03, 3.050723e+05
2.027000e+03, 2.024289e+01, 1.393309e+01, 1.428826e-03, 2.705256e-01, -1.886017e-01, 1.724232e-02, -2.733297e-01, 5.205158e+03, 2.156746e+05
2.028000e+03, 1.655175e+01, 1.633858e+01, 1.763215e-03, -2.898855e-02, 1.177136e-01, 1.061258e-01, 8.118399e-02, 5.832235e+03, 2.568795e+05
2.029000e+03, 2.402599e+01, 1.380629e+01, 1.413369e-03, -1.494376e-01, -2.219831e-01, -1.092955e-01, 1.037966e-02, 6.014735e+03, 1.808611e+05
2.030000e+03, 2.312644e+01, 1.472198e+01, 1.071356e-03, -7.935635e-02, -8.800579e-02, 5.688603e-02, 6.443543e-02, 6.629336e+03, 2.480565e+05
2.031000e+03, 1.678918e+01, 1.721686e+01, 1.734904e-03, -9.315226e-02, 1.588802e-01, 1.540328e-01, -1.190846e-01, 6.636456e+03, 3.538766e+05
2.032000e+03, 2.342733e+01, 1.565492e+01, 1.319246e-03, 7.701676e-02, 6.806333e-02, -3.641050e-03, 4.389051e-02, 7.654609e+03, 3.757650e+05
2.033000e+03, 2.423764e+01, 1.412213e+01, 1.518956e-03, -1.007480e-01, 2.125855e-01, 2.090203e-01, 5.344870e-02, 6.410595e+03, 2.554184e+05
2.034000e+03, 1.805993e+01, 1.377542e+01, 1.498219e-03, 6.255342e-02, 8.545124e-02, 5.716847e-02, 1.064178e-01, 4.515977e+03, 1.708240e+05
2.035000e+03, 2.095865e+01, 1.456079e+01, 1.622728e-03, -1.132362e-01, 6.306524e-02, -3.901567e-02, -2.367566e-01, 5.892000e+03, 2.667038e+05
2.036000e+03, 2.306056e+01, 1.389018e+01, 1.448981e-03, -2.934525e-02, -2.932539e-01, -6.698068e-03, -6.342032e-02, 5.863445e+03, 1.964512e+05
2.037000e+03, 1.905532e+01, 1.551241e+01, 1.311307e-03, -1.321941e-01, -1.204413e-01, -9.980248e-02, 4.230271e-02, 6.089625e+03, 2.784051e+05
2.038000e+03, 2.254733e+01, 1.609675e+01, 1.048840e-03, 1.237657e-01, -2.638355e-01, 1.970513e-01, 7.093170e-02, 7.703422e+03, 2.587397e+05
2.039000e+03, 2.350336e+01, 1.675627e+01, 1.921648e-03, 9.182426e-02, -4.946308e-03, -8.665744e-03, 4.376333e-02, 8.788835e+03, 3.902943e+05
2.040000e+03, 2.360644e+01, 1.457387e+01, 1.973205e-03, 9.652330e-02, 9.394432e-02, -2.607695e-02, 2.415644e-02, 6.628221e+03, 2.504919e+05
2.041000e+03, 1.790274e+01, 1.600951e+01, 1.261412e-03, 1.043354e-01, 1.463513e-02, -3.132848e-02, 7.811772e-02, 6.123847e+03, 3.644593e+05
2.042000e+03, 1.690721e+01, 1.505704e+01, 1.913265e-03, 1.151638e-01, 3.375190e-02, 8.451848e-02, 1.388082e-01, 5.074688e+03, 2.364072e+05
2.043000e+03, 2.279745e+01, 1.439046e+01, 1.675286e-03, 7.863895e-02, 3.017211e-01, -2.065145e-01, -2.658275e-02, 6.250174e+03, 2.538385e+05
2.044000e+03, 2.269751e+01, 1.650670e+01, 1.227198e-03, 9.870178e-03, 5.762312e-04, -4.061961e-02, 1.665494e-01, 8.214737e+03, 3.312719e+05
2.045000e+03, 2.069525e+01, 1.720282e+01, 1.172844e-03, 6.457230e-02, -8.266585e-02, 3.958244e-02, -2.212571e-01, 8.166789e+03, 3.776876e+05
2.046000e+03, 2.338884e+01, 1.444737e+01, 1.816022e-03, 3.702141e-02, -5.288754e-02, -1.376764e-01, -1.521143e-01, 6.477478e+03, 2.817444e+05
2.047000e+03, 2.185552e+01, 1.388374e+01, 1.346639e-03, -1.143797e-01, -9.080537e-02, -1.159486e-01, -3.655336e-02, 5.544087e+03, 1.828569e+05
2.048000e+03, 2.073410e+01, 1.688881e+01, 1.719514e-03, 4.499390e-02, 7.357331e-02, 5.027393e-03, 5.784035e-02, 7.882864e+03, 3.738575e+05
2.049000e+03, 2.192912e+01, 1.592542e+01, 1.138855e-03, -2.925645e-01, 1.689617e-01, -7.349597e-02, 1.240833e-01, 7.406621e+03, 3.647205e+05
2.050000e+03, 2.007483e+01, 1.583577e+01, 1.860313e-03, -3.364590e-01, 8.802581e-02, 1.082942e-01, 1.470350e-01, 6.720745e+03, 3.927493e+05
2.051000e+03, 2.121024e+01, 1.370883e+01, 1.921238e-03, 2.411085e-02, 1.837356e-02, 3.099498e-02, 1.034742e-01, 5.254425e+03, 1.852888e+05
2.052000e+03, 2.168706e+01, 1.660564e+01, 1.303762e-03, -7.791879e-02, 5.437443e-03, 8.482293e-02, 1.777154e-01, 7.954148e+03, 3.370847e+05
2.053000e+03, 1.779155e+01, 1.488587e+01, 1.792210e-03, 1.929000e-02, 2.893311e-02, -3.093318e-02, 7.626167e-03, 5.216590e+03, 2.452778e+05
2.054000e+03, 1.845174e+01, 1.678541e+01, 1.674612e-03, -7.063777e-02, 3.279984e-01, 9.002043e-02, 6.975323e-02, 6.921074e+03, 3.359475e+05
2.055000e+03, 2.046673e+01, 1.716086e+01, 1.123682e-03, 2.347926e-02, 2.310509e-02, -5.918353e-02, 1.145803e-02, 8.040341e+03, 3.742274e+05
2.056000e+03, 1.992664e+01, 1.686098e+01, 1.845870e-03, 6.886703e-02, -1.470807e-01, 3.884830e-02, -3.729141e-03, 7.539736e+03, 3.529926e+05
2.057000e+03, 1.932200e+01, 1.677978e+01, 1.283752e-03, 1.413966e-01, 5.807056e-02, -3.000248e-02, -4.311490e-02, 7.232058e+03, 3.227050e+05
2.058000e+03, 2.094894e+01, 1.594760e+01, 1.676810e-03, -3.510043e-02, 1.107895e-02, 6.096628e-04, -3.092629e-02, 7.103126e+03, 3.842788e+05
2.059000e+03, 2.410637e+01, 1.493032e+01, 1.887422e-03, -4.032092e-02, 5.378732e-02, 6.863197e-04, 4.504927e-03, 7.123583e+03, 2.802526e+05
2.060000e+03, 2.307773e+01, 1.386620e+01, 1.676428e-03, 1.102421e-02, -2.008235e-01, -6.685223e-02, -2.967998e-02, 5.857190e+03, 2.077687e+05
2.061000e+03, 2.138741e+01, 1.565015e+01, 1.598526e-03, 6.110007e-03, -3.126417e-02, 1.676978e-03, -5.290148e-02, 6.956598e+03, 3.252572e+05
2.062000e+03, 2.143686e+01, 1.691729e+01, 1.791548e-03, 9.203328e-02, -8.280189e-02, -1.485894e-01, 1.327881e-01, 8.171047e+03, 3.751109e+05
2.063000e+03, 1.894642e+01, 1.582757e+01, 1.590646e-03, -6.047504e-02, 3.047705e-03, 1.593742e-01, -6.630324e-03, 6.338556e+03, 3.760497e+05
2.064000e+03, 1.724000e+01, 1.631084e+01, 1.393972e-03, 3.008505e-02, 6.707952e-02, 1.492062e-01, 3.888397e-02, 6.049389e+03, 2.445006e+05
2.065000e+03, 2.101161e+01, 1.447391e+01, 1.080047e-03, -2.740320e-02, 2.146753e-01, -1.005658e-01, -1.411836e-01, 5.832928e+03, 2.515838e+05
2.066000e+03, 1.989139e+01, 1.583333e+01, 1.217816e-03, -3.471795e-02, 4.522244e-02, 3.043335e-01, 1.993615e-02, 6.601931e+03, 2.843173e+05
2.067000e+03, 1.711469e+01, 1.522451e+01, 1.359968e-03, -6.782651e-02, 1.685332e-01, 3.472437e-02, 2.150984e-01, 5.261598e+03, 2.453451e+05
2.068000e+03, 1.679547e+01, 1.703521e+01, 1.571112e-03, 5.674558e-02, 7.596788e-02, -1.047743e-02, -4.057987e-02, 6.486371e+03, 3.244563e+05
2.069000e+03, 2.289055e+01, 1.456237e+01, 1.751758e-03, 7.189381e-02, -8.141271e-02, -8.824139e-02, -4.263691e-02, 6.432999e+03, 2.759925e+05
2.070000e+03, 2.246905e+01, 1.431983e+01, 1.638959e-03, -3.755495e-02, 1.164994e-01, -9.183468e-02, -4.451461e-03, 6.116058e+03, 2.682552e+05
2.071000e+03, 1.667466e+01, 1.503304e+01, 1.514114e-03, -2.623687e-01, 9.467347e-02, -1.973037e-01, -4.328203e-02, 4.989164e+03, 2.516982e+05
2.072000e+03, 2.057026e+01, 1.717333e+01, 1.608714e-03, 4.386620e-02, -1.472438e-02, -8.194331e-02, -1.585671e-02, 8.093400e+03, 3.914761e+05
2.073000e+03, 2.097398e+01, 1.375853e+01, 1.511788e-03, -5.530467e-02, -7.158144e-03, -1.642542e-02, 9.123886e-02, 5.222507e+03, 1.725556e+05
2.074000e+03, 2.000948e+01, 1.372029e+01, 1.051785e-03, 1.949604e-01, 6.534222e-03, 2.684681e-02, -5.396160e-03, 4.979352e+03, 1.880980e+05
2.075000e+03, 1.753929e+01, 1.484193e+01, 1.238849e-03, -1.314997e-01, -1.205704e-01, -2.133452e-01, -1.853379e-01, 5.134961e+03, 2.744163e+05
2.076000e+03, 2.047205e+01, 1.388318e+01, 1.961335e-03, -6.450573e-02, -2.114676e-02, -4.758321e-02, -9.697299e-02, 5.200989e+03, 1.915567e+05
2.077000e+03, 2.016790e+01, 1.420991e+01, 1.353226e-03, 1.727436e-02, 4.105076e-02, -1.911671e-02, 4.342629e-02, 5.365769e+03, 1.934823e+05
2.078000e+03, 2.411078e+01, 1.534120e+01, 1.479283e-03, 7.905819e-02, -1.962133e-01, -5.930729e-02, 5.064552e-02, 7.546710e+03, 3.188489e+05
2.079000e+03, 2.019660e+01, 1.484491e+01, 1.990754e-03, 5.223861e-02, -5.446449e-03, 3.544127e-02, -2.376355e-01, 5.877787e+03, 2.356846e+05
2.080000e+03, 2.195236e+01, 1.408653e+01, 1.057138e-03, 1.218843e-01, -5.977606e-03, -1.158694e-01, -1.835468e-01, 5.740738e+03, 1.937969e+05
2.081000e+03, 2.383067e+01, 1.404162e+01, 1.402309e-03, -2.336428e-02, 1.818331e-01, -1.722465e-01, -3.483540e-03, 6.240564e+03, 2.608722e+05
2.082000e+03, 1.904381e+01, 1.457460e+01, 1.193844e-03, 1.710228e-01, 8.033592e-02, 1.502797e-01, 4.773577e-02, 5.354214e+03, 2.314019e+05
2.083000e+03, 1.762004e+01, 1.670435e+01, 1.653000e-03, -1.425828e-01, 1.795411e-01, -9.621607e-02, -5.720755e-02, 6.516021e+03, 2.955386e+05
2.084000e+03, 1.818480e+01, 1.482148e+01, 1.959286e-03, -1.265831e-01, -1.725472e-02, 1.684083e-01, 4.972677e-02, 5.285704e+03, 2.427960e+05
2.085000e+03, 2.066649e+01, 1.645122e+01, 1.892044e-03, 6.929240e-02, 5.710513e-02, 1.731078e-01, -2.668956e-02, 7.430232e+03, 3.300026e+05
2.086000e+03, 2.027646e+01, 1.605498e+01, 1.512833e-03, 1.979040e-02, 9.855528e-02, 1.316134e-01, -2.215529e-02, 6.911309e+03, 2.927145e+05
2.087000e+03, 2.136234e+01, 1.492389e+01, 1.160652e-03, -5.414874e-02, 1.056199e-01, -3.346564e-02, 1.357839e-01, 6.299074e+03, 2.474621e+05
