,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
47,997.842001167,926.986883497,417.446761332,403.977944078,413.967105244,438.387380111,461.451598604,482.896622449,520.500407845,579.210496235,585.959630448,548.128560811,518.104271684,492.01508919,430.999169536,406.134484989,374.846581372,331.123152995,260.448551032,0.0999996808035,0.0999996808035
48,999.489231127,921.160504502,383.673944241,390.614423471,401.244455329,427.088528944,451.427989445,474.025147457,513.459371137,571.228624083,570.170932028,521.413618979,483.503942434,448.281740102,345.359500155,286.917617643,187.873971998,8.35709165656,0.0999995762612,0.0999995762612,0.0999995762612
49,999.623980689,946.421537313,446.139922864,415.373388956,425.411841934,450.07932425,473.496149731,495.36441283,533.936292601,594.090430989,598.002493399,567.74982406,544.738461631,527.668432094,500.463971806,493.86080234,487.997596922,482.698987517,477.833322417,469.013998092,457.032929621
50,999.590201962,911.065449285,376.868079941,393.008473737,403.677420539,429.568880564,453.931657705,476.552124216,516.083555173,574.922959173,576.585081288,543.765015648,516.930530513,494.944757272,450.919177917,436.438395805,420.893468567,403.335458893,382.324334714,317.579576056,0.0999997510218
51,999.792175687,914.248586926,381.659530153,397.982701831,408.616178432,434.41420786,458.689373576,481.228153037,520.573673284,577.861326836,576.456055877,532.607706517,497.49059063,465.756188829,382.102855121,341.528701172,282.234324555,179.142446897,0.313732744288,0.0999999495769,0.0999999495769
52,998.235122758,919.444683085,407.523288778,395.075849903,404.959020076,429.175916286,452.059856905,473.307358989,510.386011295,566.524104511,567.473847858,534.470373012,515.357257162,502.121073477,483.260123541,479.287768886,476.027097826,473.322901459,471.060854913,467.539305844,463.971905068
53,999.224427275,942.090049442,454.928554961,415.333825269,425.181913621,449.49135436,472.550544496,493.984032593,531.394207135,588.095845897,591.320826325,552.379222066,526.553946333,506.395586989,469.628037366,458.914530475,448.289093817,437.388148922,425.807205736,398.362485787,327.106364385
54,997.470986162,937.032271143,433.226345058,408.33745012,418.161179016,442.220254283,464.968851987,486.130237197,523.222581507,580.313234794,583.919218036,537.318628798,503.732359357,474.526482093,404.568988676,374.910511309,336.314902895,279.724241998,181.99280562,0.0999998148197,0.0999998148197
55,998.300211626,971.02197228,568.545081856,439.552681356,448.669643613,471.819161362,494.189789044,515.266826928,552.928715863,616.052609004,626.751482587,587.223380243,551.196590313,517.34938819,420.405498081,368.029551213,283.640137345,115.741886601,0.0999989950475,0.0999989950475,0.0999989950475
56,997.292828776,921.15205463,407.63079992,396.45306022,406.34155477,430.507096963,453.3019354,474.448197543,511.303489639,566.406405991,565.64355884,521.871652075,494.771549491,473.227980001,431.23923724,417.834940252,403.729740872,388.189625884,370.176470949,318.734344763,66.602391066
57,999.301760666,892.21568686,360.773135297,391.115289469,401.793655405,427.630960136,451.914477931,474.468494154,513.948135001,573.141795584,575.668282825,550.351072724,528.609822257,512.299240216,486.206876998,479.883240187,474.280248994,469.230867566,464.609738441,456.28534067,445.127757294
58,996.683863891,888.107576017,361.789605956,377.150733921,387.244134684,411.708188144,434.611206668,455.714337959,492.032961893,543.286911021,539.030146667,491.091110806,464.651460265,444.211879012,406.216605159,394.758184573,383.123085968,370.839528619,357.324799184,322.872725169,210.037749074
59,998.860759277,957.218189149,499.091569106,428.33439293,437.837790916,461.514018326,484.157694844,505.369908087,542.950190436,603.745055834,611.582568324,581.310915382,558.526636034,541.428188985,513.290989407,506.173249218,499.706224113,493.712900958,488.055179048,477.310322465,461.24689889
60,998.825691123,932.335703573,403.521816555,405.950675995,416.661234232,442.692331816,467.244107322,490.113451556,530.358347561,592.003178955,597.08598978,570.951041233,543.800268817,520.86790191,473.529786006,457.511064625,440.028064241,419.890437835,395.202504931,314.688416969,0.0999998645993
61,998.785998414,944.667474355,449.175944916,412.879639035,422.784290945,447.157677472,470.288888512,491.860452612,529.799682199,588.593953571,591.81584427,554.154666924,528.403443314,508.797138522,474.918710154,465.713264975,456.966205393,448.428183868,439.871381575,421.750070063,386.921084324
62,998.086660704,862.478063909,333.170377642,371.715129056,382.594244002,408.774374072,433.14821921,455.511757156,493.664565949,544.190504581,538.792141151,487.906128222,451.933732355,417.876643088,310.864747847,243.17476091,116.2295771,0.09999511642,0.09999511642,0.09999511642,0.09999511642
63,999.317821206,941.556127659,444.178405174,410.725642991,420.979847025,446.238510521,470.196743756,492.493754334,531.494546377,589.809885407,588.163025756,546.788517567,517.405770829,492.961564726,440.898101501,422.245326906,400.985096081,375.057634955,340.707444622,202.220417073,0.099999722969
64,998.699177135,936.784098059,428.837020072,406.635332109,416.640959725,441.166788401,464.378125046,485.984529882,523.88653666,582.296750396,586.227258616,545.519880137,514.011723196,486.227696623,418.589054036,389.512291193,351.342493883,294.676656062,194.504874308,0.0999998331198,0.0999998331198
65,1001.03495159,937.703290604,418.345452554,409.818197212,420.615304891,446.99284777,471.91571291,495.095174321,535.623378136,594.92985066,593.737268363,559.19606249,530.704169388,506.981151791,457.453413362,440.239464112,421.048531035,398.311511193,369.348622425,264.616886772,0.0999999325691
66,997.41214731,925.624112854,430.39574113,407.420880098,417.146906421,441.040908865,463.642750651,484.630858119,521.27451167,577.279711161,579.210606,545.877965888,525.854463775,511.558515937,489.825218454,484.846622876,480.570182009,476.845747687,473.562599376,468.005891255,461.423958263
67,999.548267446,943.557272892,450.281638575,416.418593041,426.292970662,450.612483794,473.704714022,495.242791629,533.128068407,592.221311862,597.433965945,566.544529179,544.654352671,528.737324275,504.374109355,498.776855521,493.962623973,489.763346147,486.054998308,479.758969861,472.252578628
68,999.174318379,964.004448166,507.382455974,434.610194913,444.349944566,468.512887257,491.596195674,513.254808851,551.799102095,614.888287586,624.814132049,600.48826193,577.364246058,559.86526278,531.615962477,524.708014889,518.560064808,512.993526602,507.873561877,498.574820316,485.90855737
69,998.741716353,968.159609824,539.376882039,439.026922435,448.382607587,471.82221829,494.332883665,515.506812695,553.327284333,616.739687307,629.308895012,606.046007856,583.43172885,566.278184774,538.46235774,531.619030111,525.507392267,519.952516513,514.821798835,505.437785477,492.473100141
70,999.373523257,949.240782934,462.940353621,423.622659548,433.804244602,458.872496642,482.677788753,504.898523077,544.079610794,605.744388534,612.034952921,587.465511272,564.814677868,547.181709291,516.565545519,508.317259893,500.549506759,493.0562211,485.657047966,470.444163161,443.341232174
71,997.8886516,920.886479378,394.746636674,398.725683577,409.120664889,434.406922132,458.251953184,480.441832344,519.421162114,578.956134342,579.868503973,552.396848175,530.02227375,512.98850564,484.455360182,477.083732822,470.302264046,463.928012908,457.813312872,445.865543022,426.854876401
72,998.255778367,959.407808894,521.961608405,434.076876664,443.324638833,466.511664129,488.725483221,509.50629149,546.172316607,604.771982225,612.289245323,571.852994843,542.57795998,518.174074298,466.04007122,447.285006402,425.847024069,399.608012656,364.675276361,221.624065157,0.0999989833613
73,1000.47728314,945.354278817,445.330233367,411.110682969,421.373895348,446.647496595,470.611404791,492.905586258,531.884264469,590.805341711,594.623694472,559.177599547,533.484117268,513.569154463,478.539239377,468.858295189,459.574929161,450.420661819,441.139994316,421.06620235,380.446795326
74,999.726005563,971.21563827,560.457811497,439.856251135,448.9976542,472.230845369,494.681371778,515.796712756,553.336413664,614.983985096,626.462018657,591.490011269,563.448261986,540.619268484,496.047720384,481.926343313,467.157660967,451.012607521,432.482522399,380.750512146,144.643710241
75,999.782623912,944.359749835,443.617890991,407.146863692,417.404602071,442.662665765,466.588641371,488.808508071,527.475730839,583.732014858,581.107796511,529.576176732,492.673425774,458.596711814,359.918015954,304.701776232,212.215834959,31.5037653776,0.0999998773907,0.0999998773907,0.0999998773907
76,1000.06990442,926.552734008,402.342584824,402.106112448,412.72303332,438.592098607,462.974827419,485.60688184,525.073067763,583.091243219,583.588245761,549.754858045,525.393865534,507.175383362,477.308625625,469.761674183,462.897703137,456.524283306,450.490718606,438.962056536,421.455715869
77,998.58549526,950.434912195,460.465379105,417.57747414,427.621721996,452.329121539,475.775967809,497.65571017,536.224626403,596.963783688,604.041739473,570.192302468,541.810319296,518.669957135,473.715274148,459.568869451,444.830165878,428.785237497,410.458009636,359.798777794,138.863766216
78,998.938266119,930.863068779,432.720022855,409.676607353,419.392442899,443.274000349,465.88614816,486.901788698,523.607353328,579.263421274,580.778809991,541.832484395,518.604168115,501.48261581,473.525460035,466.476364292,460.076347359,454.147565671,448.551506153,437.920274598,421.996495112
79,1000.83300139,910.576810491,372.629241255,399.075265851,410.186123472,437.057731035,462.268919459,485.614460002,526.154737215,583.680259668,585.118368101,547.823616318,513.89934348,483.073951487,403.012050855,365.245217933,311.483553817,221.432377058,44.5073501346,0.0999996111816,0.0999996111816
80,1001.42110213,967.354029212,519.202751785,435.960303336,445.940573495,470.906032607,494.820319651,517.206977094,556.693015707,618.065788555,622.359970564,579.587946846,545.254003771,515.63417211,447.179233744,419.619890721,385.220313589,337.684016794,262.265810263,0.0999951462905,0.0999951462905
81,998.446173684,961.245324837,564.655374672,437.430441182,445.672698126,467.085373754,487.971768771,507.603549759,542.251010258,597.921987996,605.368332078,559.620561955,534.336119799,515.508501793,483.674077105,475.226023947,467.309687208,459.705375301,452.224056046,436.913927395,409.812637022
82,998.979456354,940.6534506,444.188014317,408.413177497,418.206183724,442.343799352,465.249336261,486.577583993,523.950969323,581.384573126,584.510360346,539.487063644,509.984048879,486.418554135,440.552011115,425.896946316,410.435156649,393.327393521,373.370998179,315.431708964,25.0836288494
83,1000.90361078,951.513085291,435.480068665,414.061012524,424.834521449,451.207703168,476.2335408,499.653462482,541.15887338,606.081501543,611.349278573,586.094032141,558.427924365,535.453995075,489.715738135,474.935229798,459.293017501,441.951895811,421.706455858,363.010422926,61.1387060913
84,1000.29745164,935.952668948,408.933303352,408.753607506,419.625071254,446.095335177,471.091680341,494.384492409,535.351257254,597.047897255,598.72688166,571.734559347,545.640642054,524.554251829,484.427334969,472.187174146,459.717526356,446.521190291,431.978249726,394.866166327,273.628870535
85,1000.27596749,924.343973342,392.98819886,400.409118323,411.305853824,437.805187482,462.767714366,485.945099032,526.36840629,584.516419912,581.617744178,540.112933602,507.863060208,480.49989341,419.495333654,396.117993957,368.041579456,331.278116873,277.419836867,15.7753749957,0.09999937401
86,998.045638001,931.853818232,411.995616107,407.933488016,418.165713103,443.063837871,466.550719544,488.419187127,526.892820312,586.72694989,592.994511322,558.330115439,528.205567304,502.694833844,448.069192189,428.436198609,405.997193346,378.524484445,341.92786627,192.706486597,0.0999995016123
87,998.569889224,920.831397901,400.123304807,398.297167644,408.652398897,433.875257375,457.597438131,479.54078653,517.532395493,571.764134493,568.657280498,517.793776046,484.750351281,456.816474463,392.705080093,366.868910524,334.525353676,289.617088421,217.885511958,0.0999993924611,0.0999993924611
88,999.125874081,952.475403994,478.987909616,423.938663609,433.756004841,458.048918838,481.164123366,502.737488462,540.731089548,600.848160522,609.244246421,580.609852394,557.72844543,540.332250126,511.356734167,503.943713513,497.16848508,490.848770003,484.840153452,473.287519966,455.558108065
89,1000.6502847,951.885012179,459.226679648,422.504897712,432.834462759,458.250998835,482.383765517,504.908245481,544.58571231,606.30370615,612.515519035,584.216357065,558.869573907,538.659220857,501.278814478,490.28948656,479.354290956,468.102013032,456.114893587,427.594944016,353.01014544
90,998.014383469,941.663696049,461.19838026,410.269593556,419.825847713,443.542140313,466.134447988,487.206540032,524.229344167,582.19645766,585.388112017,549.148070575,526.112709893,508.774859725,479.417906369,471.670526085,464.447226192,457.552619829,450.821912567,437.251017805,414.07803085
91,998.601389055,940.189222366,449.832687622,412.177706801,422.00646587,446.237599471,469.217742085,490.593199318,527.978692484,584.950535909,586.414511093,536.185335588,500.240937287,467.405612867,374.700321186,324.560581889,243.047051605,79.5240534561,0.0999998158938,0.0999998158938,0.0999998158938
92,997.740366009,939.418930582,455.298234099,410.985599556,420.635734559,444.503198609,467.180223466,488.293915818,525.299855455,582.912723541,587.350992841,552.913015024,530.01002512,512.451306781,481.829900841,473.468841923,465.521751386,457.770985495,450.018314925,433.688285178,402.836373604
93,1000.81459842,929.679221077,403.114803588,400.523098679,411.403423059,437.935028433,462.936279152,486.111416506,526.351935926,583.607880035,582.05731311,547.208297792,521.541680138,501.559064781,466.025346944,456.06023579,446.417383808,436.807919744,426.945202354,405.107483303,358.190863967
94,1000.32960233,969.483963064,534.295777005,436.330274728,446.065019188,470.505004462,493.961364884,515.947045367,554.825098784,616.25437219,622.44067622,589.260989008,563.073425764,542.446542747,504.886666659,494.053839694,483.402248632,472.594412941,461.2705659,435.202120664,373.169716815
95,997.917889642,944.948026044,465.55368203,417.898605305,427.484983721,451.181699778,473.698590883,494.673083917,531.441475146,587.91202034,589.183560406,540.018568082,506.581391321,477.466673915,406.273283764,375.186996388,333.758187205,270.841602404,156.22701216,0.0999994640124,0.0999994640124
96,997.54810315,899.698761217,375.680396131,386.774708651,396.988122713,421.803358855,445.116638653,466.688041094,504.12787703,558.753522783,555.500821788,511.147380273,481.94600499,457.144689757,400.100375441,377.221509037,348.767653647,309.649343075,247.945167887,0.0999996392222,0.0999996392222
97,997.529142845,912.422980974,390.79978091,391.024102835,401.04853476,425.467408628,448.440640169,469.703883254,506.589760351,560.207865623,556.999613353,507.180125222,476.681525461,451.368998514,395.840437031,374.926567514,350.140935763,318.279972681,272.829042055,53.9680253735,0.0999999442822
98,998.900341511,929.90273937,417.610043338,400.547325937,410.732422641,435.699780254,459.308631996,481.244400785,519.542901935,576.804695684,575.969586132,531.786183201,500.550510436,473.369189596,407.742320557,379.715303224,343.095496246,289.078199375,194.368417727,0.0999999148602,0.0999999148602
99,1000.45536427,969.45954974,518.764993744,433.084892189,442.948289953,467.542394718,491.104894644,513.233409238,552.595071795,616.127975187,623.080449202,577.410501104,533.452020743,488.558185733,316.261269256,170.500156023,0.0999998938622,0.0999998938622,0.0999998938622,0.0999998938622,0.0999998938622
100,999.933305317,930.717057037,398.957960904,407.357567152,418.266361749,444.76335887,469.750934944,493.027134549,533.977633265,596.153820857,600.54439457,578.480238464,554.589988389,536.01214731,504.44262181,496.170808527,488.497961458,481.216837317,474.155388253,460.082489569,436.667250311
101,1000.01010562,941.341601285,445.445038295,409.658070523,419.753424583,444.665318641,468.316413394,490.3320306,528.848993837,587.064791525,587.618757068,547.100138612,519.313995413,496.943822692,452.780226278,438.465102312,423.242661338,406.247766695,386.207585541,326.567034441,3.92636565569
102,999.822047313,920.520662902,401.427300683,408.021321188,418.581104052,444.265144788,468.446508347,490.883148452,530.020991907,588.022497115,589.660543098,556.377127128,529.519435945,507.61621317,464.38699565,450.470995633,435.757236309,419.451858864,400.410984988,345.063298999,52.4784869138
103,999.772772986,947.032318088,424.176916513,410.232780436,420.791313307,446.573874891,471.033831774,493.964894823,534.822475313,600.620948179,606.764753695,584.019637658,555.605153598,531.218123677,479.316691219,461.024115877,440.474297025,415.907249551,384.259605548,266.610019647,0.0999993146953
104,997.419568031,943.032553812,479.167567149,415.88653273,425.012915084,447.808271987,469.586572856,489.90530512,525.580057841,581.749916918,586.317501648,551.45750243,532.58124645,519.94079801,503.022410345,499.727508547,497.129545021,495.06452993,493.412512979,491.011239457,488.86063837
