1.1557793350975243e-01,-3.7314202012681741e-01,-6.6759287419569868e-01,8.2760082155913572e-01,4.1343043539386115e-01,9.7586946990499079e-01,2.4499451855979038e-01,2.3921999999999999e+00
-2.0640136273371268e-01,-8.5201046084612408e-01,3.6819213392401795e-01,-6.5913595388623336e-01,-4.8441549885597390e-01,9.6567040278790195e-01,-1.9522333460767616e-01,2.2547000000000001e+00
-6.9126038904145526e-01,-2.3730959111105610e-01,-6.7773205630127831e-01,-1.9563202955503067e-01,2.4134389439915682e-01,7.4222224383077839e-01,5.1622486265483714e-01,2.2648999999999999e+00
-4.1170273246430078e-01,6.1258607713771118e-02,6.6484677257036773e-01,-2.9844651022821478e-01,3.7107141749507444e-01,-3.2937733858950780e-01,1.9498038374515869e-01,2.3031999999999999e+00
-1.5470869355907513e-01,-2.8078736405552873e-01,1.1663839973859425e-01,-4.0154995333378674e-01,-9.4814916861351906e-02,-1.5133043274861868e-01,4.8509073140387815e-01,2.3176000000000001e+00
-9.5113196789925203e-01,-4.1962946973854565e-01,-3.6495883420154729e-01,-1.4128842284758991e-01,-7.5025448256037430e-01,9.1387184814136813e-01,3.0738026793295026e-01,2.2747000000000002e+00
-5.1904320633583079e-01,5.2779588857295656e-01,5.1865476626219253e-01,8.7146174556976086e-01,-8.4227332291266332e-02,4.8737668297465198e-01,4.8129612995722848e-01,2.4380999999999999e+00
-7.3478842812561673e-02,-5.7567358949013125e-01,-8.0296252462378326e-01,-7.8815916653446938e-01,3.6312086094063134e-01,-6.4998052523584082e-01,6.4714894785567711e-01,2.2484999999999999e+00
7.8877875070848558e-01,3.3116416702540841e-02,4.0540461390095062e-01,-6.7286018043001361e-01,3.3197443282222117e-01,9.0691413977249535e-01,-6.9281924676119955e-01,2.4245000000000001e+00
-9.2687396390309429e-01,6.1840770258758671e-01,4.9723774355239425e-01,8.1768162482952933e-02,3.5946779642093385e-01,5.0090329525217525e-02,-7.5962596402583871e-01,2.3206000000000002e+00
-2.0223849523360204e-01,-1.6981322677390676e-01,-6.3852447949041125e-01,-3.4833274247350166e-01,9.2898879806136980e-02,-9.5892845068363086e-01,-4.8922651902389847e-01,2.3098999999999998e+00
8.6522714409712820e-01,-6.7297526294494880e-01,8.4219451178439497e-01,8.4735122524081441e-01,3.0739977801650586e-01,1.5478839341329742e-01,5.8931577077750630e-01,2.4573999999999998e+00
5.0389278773489998e-01,-5.4266103578899716e-01,-8.7162582521620280e-01,-1.1992880847949272e-01,-4.8477252657512460e-01,3.4240437071307106e-01,5.3465902155314882e-01,2.4247000000000001e+00
-1.6190341275023390e-01,-2.1847583559165096e-01,6.3228020575064536e-01,4.3042502957168027e-01,2.8412165686770452e-01,6.2907954580130254e-01,-3.6514427268830074e-01,2.3523999999999998e+00
-2.2204512159666123e-02,2.4812017634737904e-01,3.5827108173149536e-01,4.2271661608002997e-02,-5.3681122658295233e-01,-2.6512670291104690e-01,-2.0896956866281391e-01,2.4548000000000001e+00
7.7033601640495064e-01,8.2657365527847793e-01,5.9236774717042406e-01,9.7596400632326552e-01,-9.2452226752089572e-01,-4.7625763225856788e-01,-8.0257544268885139e-01,2.6804000000000001e+00
-7.2689372528926066e-01,4.4245499716348036e-01,-7.8647627678551713e-01,-3.2928632007440695e-01,3.5945590275467598e-01,-1.1652126721459766e-02,3.0751469733711922e-01,2.3026000000000000e+00
8.0744112111263266e-01,7.8184500866157847e-01,-3.3167389452500751e-01,5.5810344646255028e-01,4.3007415680138816e-01,-6.0438034662814166e-01,3.9749166466958896e-01,2.5640000000000001e+00
4.4871180401750976e-05,-4.0155717707879068e-02,8.0944447613472548e-01,-9.3891810739072668e-01,4.8814852073492476e-01,2.3533277917690931e-01,2.1973329684511689e-01,2.2801000000000000e+00
1.5344303122937020e-01,-6.3415506117017206e-01,-5.2013597886256524e-01,7.1888461129242454e-01,6.1097884905937128e-01,-9.4265169507178781e-01,7.7302386615220264e-01,2.3698000000000001e+00
9.5736129928231750e-01,4.2538894335782818e-01,9.4324830968606221e-04,-2.0197222975552265e-02,-6.6414570863548650e-01,-8.8076226484072162e-01,-5.7823250916121394e-02,2.6053000000000002e+00
-8.5710907079871523e-01,4.3299684928567395e-02,-8.0653994843826604e-01,3.6394380829812634e-01,-9.1513772499851664e-01,6.3509418415857266e-01,6.3629710771924941e-01,2.3847999999999998e+00
3.1921050581661436e-01,3.7189885021076341e-02,9.4594910952772504e-01,4.4487918473368460e-01,-7.0026911504406630e-01,6.0066115070480297e-01,2.9798298542471224e-01,2.5076999999999998e+00
6.5062759080409127e-01,-8.3306037028217195e-01,-7.3365798478567656e-01,-9.2404582546161018e-02,-1.3521699243307661e-01,-2.1812439535252892e-01,-6.5322277376198890e-01,2.3767000000000000e+00
-8.7905764166021272e-01,-2.0148445877284860e-01,5.3751661016591790e-02,6.6275948567813914e-01,6.0672878320488044e-01,3.1371978194741446e-01,-1.6640106413842615e-01,2.2987000000000002e+00
-1.3669765950255952e-01,-9.6902574872796210e-01,9.6812744875830758e-01,2.5594671838020844e-01,-4.1603184007657013e-01,-7.8756731014267234e-01,-6.6566318017068804e-01,2.3115999999999999e+00
-2.0624723967952230e-02,-3.2101317321848466e-01,9.0326092955545390e-01,-2.5518051988892609e-01,-6.0376319491405073e-01,-8.9464600463841482e-01,8.4066407967312751e-01,2.3923999999999999e+00
-1.5432876998238432e-01,9.5741802429689438e-02,8.8547396855386862e-01,4.7571619103399310e-01,-4.6176114720288819e-01,9.6610493293971222e-01,-1.6451179136667560e-01,2.4325000000000001e+00
3.3267770316885126e-01,7.8252930085713324e-02,3.9621104036061672e-01,-3.9709010257586907e-01,4.0219751180185259e-01,-6.4373509119932448e-01,3.3305582680517376e-01,2.3792000000000000e+00
-6.5775786728713581e-01,-9.3479835893894392e-01,1.2239958541932028e-01,-7.4397120055965482e-01,9.9816078952272136e-01,3.3835060906878756e-01,7.6373300090361984e-01,2.1495000000000002e+00
-7.8548125479176889e-02,9.6327590194149937e-01,-6.8719009554687305e-01,-6.1913346564009175e-01,-2.6216690787221020e-01,2.8952907374017589e-01,7.1104561169182268e-01,2.4580000000000002e+00
-1.4349401404122797e-01,-3.5955877936287406e-02,-7.5877677340567540e-01,-2.4745557944233676e-01,-6.1815260952739393e-01,-5.4762464049464854e-01,1.7901496939011796e-01,2.4041999999999999e+00
-4.9638775505537436e-01,-4.1911867144604131e-01,2.3418176878644670e-01,-2.3076175126117837e-01,1.6597276549534778e-01,6.4875253337767003e-01,-4.6943818037994123e-01,2.2572000000000001e+00
-3.1224599177003376e-01,1.6813866655690402e-01,-7.8446196951251390e-01,9.6532679944390054e-01,4.6049758453519529e-01,7.5930744896380964e-01,8.1261630129946583e-01,2.4056000000000002e+00
1.8871250132866169e-01,-9.5497481451953647e-01,-1.4948135957173014e-01,6.3552111874128370e-01,-4.7854400188907076e-01,-6.7703051137650005e-01,-3.7456222635876890e-01,2.3774999999999999e+00
-8.1154132222453068e-01,1.9704733751348225e-01,-5.8151487283331971e-02,-6.4246762649526357e-01,-1.5422862179983099e-01,3.9977569985658312e-01,3.9189862660321584e-01,2.2778000000000000e+00
-8.6238780176389751e-01,-3.6080052963900777e-01,6.1728561388253000e-02,2.7706151654367583e-01,-9.3279232786714106e-01,-1.8476160591769486e-01,3.0889141551413268e-01,2.3325999999999998e+00
9.3729866046218735e-01,6.2667813131348948e-02,-3.4970863635887994e-01,6.3996244556388127e-01,4.3671788641176734e-01,2.2191731749240118e-01,-7.8874159334195615e-01,2.5047999999999999e+00
-8.1835342842512104e-01,-4.6705701844185521e-01,-6.9268656481738677e-01,5.5760448364818505e-01,-1.5309416207452342e-01,-1.1982972199655828e-01,-4.3798939493225819e-01,2.3033000000000001e+00
7.5074319720836979e-01,3.6104216722208315e-02,8.8724524909677571e-01,5.4285483521304467e-02,-8.5151268624652054e-02,9.1538787968316648e-01,2.7541819614434804e-01,2.4967999999999999e+00
-4.2187085665104651e-01,3.4361633082843035e-01,3.9028099910347436e-01,-5.1858592903967948e-01,3.5224460772750366e-01,-4.9041968680598935e-01,-8.6401446305997887e-01,2.3041000000000000e+00
6.8878431305440913e-01,-3.1107517739791568e-01,5.6103930546271585e-01,-5.5191993835156250e-01,3.3566545402743309e-01,-9.8656937136304501e-01,3.5066413149399911e-01,2.3980000000000001e+00
8.3198248826285059e-01,-9.9769788574178553e-01,-7.5101681515342689e-02,2.0434097516359051e-01,-2.2645761095803074e-01,-7.8167267942071961e-02,-1.5130192036924961e-01,2.4209000000000001e+00
5.6947858952148311e-01,-5.7285692578776803e-02,-9.2847453346176412e-01,5.4031945721721852e-01,-3.5505638562644282e-01,4.4351606678220490e-01,-6.4825116863293819e-01,2.4971999999999999e+00
-3.1775078590178141e-01,2.1477842753669485e-01,-6.1650948907640446e-01,-5.3028014069359308e-02,-6.9455759912353643e-01,-5.1430080336366180e-01,4.7685367995388317e-01,2.4312999999999998e+00
5.3100003324287681e-01,-6.2267604641701801e-01,-4.2500365386773753e-01,8.3484868409876478e-01,-4.6187682662796337e-01,1.5241876132601395e-01,-8.1777307262693011e-01,2.4546999999999999e+00
-1.4854231625762426e-01,2.8888556286267297e-01,2.9523526034536873e-01,3.6672648658930607e-01,9.3186229180645563e-02,2.7157342102816728e-01,3.5803350818640389e-01,2.4123000000000001e+00
4.1856340542108961e-01,-5.2753884601240686e-01,-7.6120750440538898e-01,8.9034822621880272e-01,-5.8213015514795430e-01,-9.9724606068207988e-02,2.1460788137126929e-01,2.4716999999999998e+00
5.4057102960732029e-01,-2.9956397311778993e-01,3.2401919671826906e-01,-8.2549012702264335e-02,3.2388950381130388e-01,6.8385830538261794e-01,-1.6768282006040702e-01,2.3795000000000002e+00
2.2692147362575055e-01,1.6449832905445416e-01,8.1478674248819383e-02,6.6583363815043151e-01,-4.8711801554170542e-01,-4.7044194704873998e-01,7.3988206471601470e-01,2.5124000000000000e+00
