Runs,n01,n02,n03,n04,n05,n06,n07,n08,n09,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,tau01,tau02,tau03,tau04,tau05,tau06,tau07,tau08,tau09,tau10,tau11,tau12,tau13,tau14,tau15,tau16,tau17,tau18,tau19,maxFreq,dn01,dn02,dn03,dn04,dn05,dn06,dn07,dn08,dn09,dn10,dn11,dn12,dn13,dn14,dn15,dn16,dn17,dn18,dn19,dtau01,dtau02,dtau03,dtau04,dtau05,dtau06,dtau07,dtau08,dtau09,dtau10,dtau11,dtau12,dtau13,dtau14,dtau15,dtau16,dtau17,dtau18,dtau19
1.4700000000000000e+02,1.8842522311554866e+00,1.7246737915097226e+00,1.4999665036079826e+00,1.5122024210116745e+00,1.7189591908427888e+00,1.9355797703156865e+00,1.7909285113527873e+00,1.6703327588604979e+00,1.6225510786752253e+00,1.9964932809678835e+00,1.7502718820236152e+00,1.6964090375145338e+00,1.6549490085551086e+00,1.7689380821960650e+00,1.5174936613047778e+00,2.0228819468176265e+00,1.7384220930464755e+00,1.5687231516487661e+00,1.5802321681518421e+00,6.8709901293926917e-04,7.1470566636314939e-04,8.1405568336163599e-04,7.2005137604622496e-04,7.0439710381742617e-04,6.8767436042713539e-04,7.3303190294567871e-04,7.3267101922520157e-04,7.4303257652837877e-04,7.9170932261673241e-04,7.4644280882247541e-04,6.9518095591954545e-04,8.0014279956370214e-04,7.6896767936359377e-04,7.9173436361860223e-04,7.1862760676369539e-04,7.5024503764495592e-04,7.1940643431510462e-04,6.8283025930580832e-04,-1.1247855100040850e+01,9.6255774906239822e-01,1.4590832879690652e+00,1.0625698294575159e+00,1.7617096723654413e+00,1.4976026090351979e+00,9.2074482616055775e-01,2.9766332687586328e-01,2.6484503479196064e-03,8.9632123945193598e-02,3.8363269716512605e-01,1.1004997801933314e+00,1.8057608528465607e+00,1.3943947099193110e+00,1.5162895490306028e+00,9.7224014972141504e-01,5.9762587056866323e-01,1.0608687617263968e-01,-1.8223150988205816e-02,3.2109725189854998e-01,-8.5542393435389386e-01,-1.3604316855264642e+00,-2.2586997978635281e+00,-1.1351832043260401e+00,-6.7853698482167601e-01,-1.5512970819031580e-01,-7.8724468721702578e-02,2.1417122297862079e-02,-2.1057981314243079e-01,-1.1125035292991470e+00,-1.3181768725445409e+00,-8.6579284186427685e-01,-2.2221815001444156e+00,-1.6153813504615755e+00,-9.2574089194386033e-01,-3.8363927146178867e-02,6.9185906781399353e-02,-7.7330581049750435e-02,-3.7552138287821890e-01
1.4800000000000000e+02,1.9032801027923012e+00,1.7738927288386153e+00,1.4942409904060789e+00,1.8140918979825553e+00,1.7092281457920608e+00,1.7902800363649909e+00,1.3836007594548438e+00,1.7119848148611916e+00,1.7815945326778835e+00,1.8830175825888729e+00,1.6408131904220074e+00,1.7710038899705580e+00,1.7000050752635225e+00,1.7978304190855834e+00,1.8563695838077994e+00,1.6241799941838491e+00,1.9667226715254149e+00,1.8664455449021122e+00,1.5442788522003608e+00,7.4651006832008476e-04,7.4399692143174614e-04,7.6510726684609655e-04,7.1004574314427384e-04,7.0579466105150101e-04,7.6055285595790141e-04,7.3270794381815826e-04,7.1531662474774726e-04,7.2615156509963437e-04,7.2282469621650735e-04,7.3738213739544861e-04,7.3601992970147290e-04,7.3319849872535844e-04,7.1133357520957103e-04,6.9191456689246533e-04,6.8235547462165832e-04,7.5704693662759876e-04,7.3914204257115670e-04,7.5615213757881375e-04,2.5735388361410383e+00,1.6507943012555870e-02,2.3849360131222852e-01,5.5140727894809061e-01,1.1627951641557388e+00,1.4329748947439214e+00,1.1325804427642083e+00,9.6049511766338469e-01,6.2853222759784444e-01,2.0806308631549086e-01,6.5713186003790724e-03,8.3464974931501956e-02,4.0197293804666856e-01,8.2293801240140851e-01,1.2801386608529697e+00,1.5061844953478953e+00,1.3113998211800038e+00,6.9225550802798352e-01,3.4144483951337179e-01,4.4608679417024177e-02,-5.2872728417696635e-04,-2.4118116792593014e-01,-6.8558885235603384e-01,-1.0030636574676066e+00,-1.1669351724918897e+00,-1.8956928697910769e+00,-9.4743626366522449e-01,-6.6443955670791865e-01,-2.8653759365226961e-01,-1.9900642911352406e-02,-6.9002765723524817e-02,-4.4651626707192804e-01,-9.0594973478630436e-01,-1.1920024332034984e+00,-1.1569698501467940e+00,-8.2827941572105601e-01,-1.3872471247289297e+00,-5.9379689165695027e-01,-1.1101617580777656e-01
1.4900000000000000e+02,1.7294589695859937e+00,1.6348375656300189e+00,1.6089322641974859e+00,1.7959770576474789e+00,1.9466237423770787e+00,1.8122424528900274e+00,1.7509217981307830e+00,1.7870507156279378e+00,1.5562695076330424e+00,1.9521624001571585e+00,2.0251734355499869e+00,1.8565158824718813e+00,1.6053571368127317e+00,1.7069559495157716e+00,1.7250123801621893e+00,1.5591068165522222e+00,1.8112266442917024e+00,1.7177345666731962e+00,1.6255397738580519e+00,7.4204360599611002e-04,6.8265296566242997e-04,7.2897584295384689e-04,7.5383375437960856e-04,7.6199686647268855e-04,7.6585994891406595e-04,6.9753231254818823e-04,7.3259867211245282e-04,7.6066525762643223e-04,7.4522004022522712e-04,7.3975600454886784e-04,7.6602885946891962e-04,7.3863869459000412e-04,7.8546574524763048e-04,7.4576548278096398e-04,7.5730526625625381e-04,6.9373132508809409e-04,7.6831183204117265e-04,7.4845125750001851e-04,-5.2955366577552239e+00,3.6228446909092327e-01,1.2713765258354215e+00,2.8384723282925961e+00,2.3190289599739344e+00,1.2276137582034607e+00,1.5724590740617828e+00,1.2368785400340698e+00,4.4484493066931918e-01,4.4769220863827286e-01,1.2733368865980310e+00,1.5846798726570910e+00,1.2795225456940784e+00,2.2611162613372926e+00,1.5757839948449259e+00,1.4637541836393098e+00,8.6937537169262669e-01,1.1517717455333809e+00,-6.8440104961098314e-01,1.7015491948768613e-01,8.0504841282191819e-01,4.9224861253804875e-01,8.0674987845696933e-01,-3.7574682387742087e-01,-2.1774612903868729e+00,-1.9402911055621530e+00,-1.1652109863646842e+00,-4.8607743519113455e-01,-4.3988908871028798e-01,5.6031765716113568e-01,-1.1768327023986558e-01,-6.2754689711397305e-01,2.8248626371407681e-01,-1.6373092321941840e+00,-7.7807137710550478e-01,-1.3364172017915621e+00,1.0747344525441349e-01,-5.6562535366566635e-01,9.5965179891521757e-01
1.5000000000000000e+02,1.4440291066641020e+00,1.8946977248276222e+00,1.7541420391449338e+00,1.7210724631349321e+00,1.4556951223438708e+00,1.7579263481334195e+00,1.9800037581202690e+00,1.7663791797629513e+00,1.6464889900596174e+00,1.5377728847853525e+00,1.5998171925656237e+00,1.7953839321750042e+00,1.7698727844685802e+00,2.0100180381786021e+00,1.7157674819899427e+00,1.5530844522221738e+00,1.8040060440637653e+00,1.7756322919169216e+00,1.5703735087650803e+00,7.5748873509237148e-04,7.7090722361008817e-04,7.7408288844751894e-04,7.6639166513038886e-04,7.8804938112819376e-04,7.0935692702825046e-04,7.4928138024611647e-04,7.4607952199940005e-04,7.5423486339214337e-04,7.6494608823339365e-04,7.3560261685107718e-04,7.8583216243557972e-04,7.6036758485552357e-04,7.2463738915106509e-04,7.1561256928019755e-04,7.0540739853564992e-04,7.7212646368135366e-04,7.3826554670243527e-04,7.3905893774809284e-04,-5.0902059349487807e+00,1.5695917454650044e-01,-7.2177948950979953e-02,3.4174379770490759e-02,4.7785432411018292e-01,8.8662946939876974e-01,1.8013195930421944e+00,1.8361106945974370e+00,1.5419407883854319e+00,9.7852113167817834e-01,3.9846465949011645e-01,-1.0802044592139737e-02,-8.8687063026782198e-02,2.3174718499774372e-01,9.7715118396735079e-01,1.5433601383563200e+00,1.8238196464182010e+00,1.5593789974843730e+00,1.2719905209124249e+00,6.5300556251202124e-01,1.3811586807577214e-01,-3.6227794097953847e-03,-5.3180975179145662e-01,-1.1542375659701065e+00,-1.4654651057099954e+00,-1.0210873302440859e+00,-1.5214486017711693e+00,-7.0733958779101158e-01,-1.9088212788176406e-01,1.0996285393360949e-01,1.3371169860221244e-01,-2.3193284981459783e-01,-8.8364851968947278e-01,-1.4384396438416047e+00,-1.2064405883194240e+00,-7.6366775747516158e-01,-1.4584496517144885e+00,-3.8953203418401472e-01,4.9259131884582530e-02
1.5100000000000000e+02,1.4371550328137939e+00,1.7811115137183260e+00,1.6682484718425199e+00,1.8342834093091143e+00,1.7780747599371334e+00,1.7544267004008023e+00,1.7309998257106756e+00,1.6990884480883570e+00,1.7947429480550301e+00,1.6878204895956361e+00,2.0437265179071415e+00,1.4717765932945144e+00,1.6586870083328400e+00,1.7155267367824563e+00,1.6956627349653046e+00,1.7855154419813879e+00,1.6383577460817038e+00,1.7774634178538569e+00,1.8882202349746020e+00,7.1831574372937309e-04,7.4487999434961485e-04,7.3650613385212692e-04,7.0157523889789308e-04,7.3359933124232690e-04,7.9147664540730350e-04,7.9366666650926179e-04,7.6270614408015898e-04,7.4396705320529607e-04,7.0000615545937463e-04,7.5831067498032749e-04,6.9893741450365856e-04,7.4412602711593288e-04,7.0736404052441600e-04,7.2806070002294249e-04,6.7889201844393882e-04,6.8767570030669242e-04,7.3432122092771147e-04,7.5380512251843384e-04,-1.3373911224209913e+00,5.7515667029051087e-01,1.0157419885192809e+00,1.3818100716989079e+00,1.6416336245939078e+00,1.2524992683005109e+00,6.4660377674385927e-01,2.8412677388622853e-01,3.4012418659301602e-02,3.3736589966082420e-02,3.8677674418785557e-01,7.0912175376136588e-01,1.3183012537165695e+00,1.3609138247439034e+00,1.4716305567485932e+00,1.0251935398386536e+00,5.9034958899140122e-01,1.4271883408412123e-01,4.4396784026901059e-03,1.5326423108419363e-01,-5.5141590182827827e-01,-1.3655444870419586e+00,-1.4424367922316605e+00,-1.0556497143099364e+00,-1.0898501829892382e+00,-9.1510709609998742e-01,-2.7513475453488923e-01,2.8943504482015214e-02,-1.4314773633117284e-01,-4.6747795967583272e-01,-1.5836365672150521e+00,-9.2664798279074034e-01,-1.6296366993628908e+00,-1.0461626975821758e+00,-8.2239550347473767e-01,-1.0629329216804706e-01,2.4610589788309767e-02,1.0173690778714217e-03,-3.5409070986425206e-01
1.5200000000000000e+02,1.9975560419005507e+00,1.6043603673638083e+00,1.5223871687562618e+00,1.5984805043804580e+00,1.6449357302829501e+00,1.8834242465104791e+00,1.7638724221528361e+00,1.7721770645985788e+00,1.8754219563880874e+00,1.5773597993861592e+00,1.7928876732739418e+00,1.8022348132449153e+00,1.9993810566170063e+00,1.7682259955514252e+00,1.8045365252690784e+00,1.9258365377107287e+00,1.6068389928166333e+00,1.6357416392886099e+00,1.4552362765317690e+00,7.5640458219487826e-04,7.3536527207143686e-04,6.8376394979353136e-04,7.4370020241698739e-04,7.5582714569048218e-04,7.0592942865592260e-04,7.2771520993706739e-04,7.4478724925480810e-04,7.3493205641696647e-04,6.8672311718782875e-04,7.5853346533063723e-04,7.4331906062737301e-04,7.0834462603578145e-04,7.1242373720742250e-04,7.8653516094886024e-04,7.4140624843828135e-04,6.9357666552054742e-04,6.8384221385456355e-04,7.3100717225525974e-04,6.5602314376884990e-02,1.4689351238439396e+00,1.1745606469937275e+00,6.2197717957956922e-01,1.7884863262596085e-01,-1.2155092422860836e-01,-2.4748052745993121e-02,3.5957303957945275e-01,7.9206529560171823e-01,1.3490249839848145e+00,1.6513496062103838e+00,1.2813788897170220e+00,9.2856850986144934e-01,3.5964801992083295e-01,-4.5778582855038330e-02,-1.9252221222787469e-01,8.4168456010447201e-02,8.0287143001955830e-01,1.4029460214254330e+00,1.4653278451598473e+00,-1.7691137775693866e+00,-4.4875944550659685e-01,3.2523218249091990e-01,2.4496414909036535e-01,6.3731507127240405e-02,-6.4629541940419699e-01,-1.2713775896927570e+00,-1.8645819560847432e+00,-1.9956006949012339e+00,-6.9654061700397119e-01,-1.0897381076402368e+00,-2.0132328518163156e-01,4.1220050668588915e-01,2.0590640675832717e-01,-2.0938139695669822e-01,-1.1205925079249557e+00,-1.2106865899114139e+00,-1.2322911933509983e+00,-1.3419755618415685e+00
1.5300000000000000e+02,1.7477639321348768e+00,1.6494720379934429e+00,1.6615844270911886e+00,1.7901283820288076e+00,1.7286797849184359e+00,1.8551967213534415e+00,1.7698523608122554e+00,1.6928919389497139e+00,1.5383698676638462e+00,2.0459975824076837e+00,1.7983351580275819e+00,1.6898478383739113e+00,1.5378092064433737e+00,1.9146912095523017e+00,1.8487922369299925e+00,1.7936008462068980e+00,2.0322985102150581e+00,1.3922825679540829e+00,1.5229436112424910e+00,7.1247389390265083e-04,7.5841403278691403e-04,7.5901861542768741e-04,7.9299103409698570e-04,7.3745982676652741e-04,7.2752759673798688e-04,6.8759507146432149e-04,6.8733209789371085e-04,7.5754636951478466e-04,7.2519100266709509e-04,6.8646497218465029e-04,7.2993067114588979e-04,7.1973752882257007e-04,7.5133745405229395e-04,7.7798991683699574e-04,7.6307165576233922e-04,7.4029766392533138e-04,7.0021408806594180e-04,7.2040132141293974e-04,1.0567703420251935e+00,1.3368915816602822e+00,8.1521943395834739e-01,4.0287099856151087e-01,7.9847582767911263e-02,-4.1666908145998605e-02,1.6515185419230249e-01,7.1277593183260990e-01,1.1907757375695383e+00,1.0877593326075186e+00,1.3968002330333462e+00,1.1649231705934682e+00,6.1085866587262672e-01,1.9424049590988091e-01,-1.9352890179291649e-02,1.6369594568743651e-04,2.9344310559231701e-01,8.3817995211177276e-01,1.3242424012904763e+00,1.4152280432000452e+00,-9.2621238945156392e-01,-7.2989331134643010e-01,-1.9577651988456068e-01,4.1125355343396564e-02,-9.5787906717603732e-02,-6.1949860641341559e-01,-9.2992689193494016e-01,-1.1394341774551009e+00,-1.6996007432545923e+00,-1.7217701047123057e+00,-5.4140669503155436e-01,-3.6098833433584332e-01,1.1166301217002683e-02,2.9467899897994698e-02,-3.3781390929021882e-01,-9.7136603249836639e-01,-1.7422098850250478e+00,-9.7325643544365903e-01,-1.1871390575013407e+00
1.5400000000000000e+02,1.6362112474502879e+00,1.5199874631060890e+00,1.8465550198029244e+00,1.9005256068485310e+00,1.4870306380916929e+00,1.6529163365241761e+00,1.4441501733383535e+00,1.9374504116163196e+00,1.6551882378289180e+00,1.9620579746768343e+00,1.9045596090366259e+00,1.8601709954205368e+00,1.8857833876043617e+00,1.6080474120705697e+00,1.7192428262722201e+00,1.7483576280967341e+00,1.8206519889898094e+00,1.8101317567166089e+00,1.5149092853893487e+00,7.4805721167100808e-04,7.1729773252314304e-04,7.1700872069586951e-04,7.4423650468577495e-04,7.6892578937997073e-04,7.6177236556236670e-04,7.3120523675479954e-04,7.0863382324287878e-04,7.5343494767814460e-04,7.6297205139343129e-04,7.3133428085725189e-04,6.9545788188499788e-04,6.8247697106706942e-04,7.2152958870784413e-04,7.9121033318276077e-04,7.7000325866128706e-04,7.0621476678323254e-04,7.3726936975649889e-04,7.7605053149335120e-04,-8.5879719114795776e+00,3.7816803732937387e-01,-6.1334102241517030e-03,1.8728711026483325e-02,3.6435955763636230e-01,7.8915755352682027e-01,1.3769349429537669e+00,1.7916211447754904e+00,1.8831924180062742e+00,1.2502563180305515e+00,6.9112335232546229e-01,1.5102239991904298e-01,-4.1721765597912963e-02,2.4281769839262779e-01,7.1068564722054361e-01,9.5722475990100975e-01,1.5482358151075459e+00,1.9821811818587776e+00,1.5727161084555519e+00,9.0628832261074876e-01,8.2361603759295576e-02,8.5068220911921344e-02,-2.7621385179088520e-01,-9.1626216658369231e-01,-1.2550768815344782e+00,-1.7216711540868346e+00,-1.0525590763421633e+00,-6.3669448202574586e-01,-5.9554469622469242e-01,-1.8614853303233758e-01,1.7849150957260917e-01,-5.8037560535240118e-02,-4.4987771552484901e-01,-8.6576568669727294e-01,-1.9291362516327126e+00,-1.9840443208352099e+00,-7.6747030952617479e-01,-7.5780062225305755e-01,-4.1740662481970503e-01
1.5500000000000000e+02,1.9591737080462708e+00,1.5456255469151496e+00,1.5837992725218275e+00,1.7709635685326093e+00,1.6295776250182332e+00,1.4360108214066798e+00,1.8529084436300098e+00,1.8422002957708714e+00,1.8489765497267276e+00,1.4115412476146021e+00,1.6308786014270635e+00,1.4355377287599054e+00,1.9622068597215545e+00,1.9614085616181562e+00,1.9406449289875518e+00,1.8115593269688777e+00,1.9508563380491997e+00,1.8009388784083704e+00,1.6344049453996492e+00,6.6488051510447965e-04,7.3692794144788814e-04,6.9113593498712478e-04,7.4240188946516456e-04,7.2975155310844191e-04,7.4468982920280157e-04,7.2880089604946210e-04,6.7482123344747937e-04,7.7155322485303736e-04,7.6408475461679445e-04,7.8669557348492981e-04,7.4024934235124014e-04,6.6328606847406964e-04,7.4334648497767942e-04,7.6825817339487134e-04,6.9706133537671025e-04,7.6763495168441639e-04,7.4173037860538209e-04,7.4593953059378260e-04,-4.1490725282083556e+00,1.7348419953933103e+00,1.4611607603853827e+00,1.4232800227276243e+00,5.9948863029291033e-01,1.4564501693570264e-01,-1.5365485150908853e-01,-7.4119594017929558e-02,2.6211320491853485e-01,8.7045455643419700e-01,1.2148655530452857e+00,1.2202806010108702e+00,1.3442349784398289e+00,1.4252489091148846e+00,4.0595805561594034e-01,-8.7975194240641486e-02,-1.1834376589803242e-01,1.3874635662602941e-01,6.0782708111162265e-01,1.1022925807679940e+00,-3.3577613756108349e-01,-1.6639636477577824e+00,-1.4290801431116051e+00,-1.8981585707678050e+00,-1.0436262085633530e+00,-2.7684708836517302e-01,1.9976590426296070e-01,4.7126063229541160e-01,-4.2640442821095803e-01,-8.8261910047293668e-01,-1.9898880081470338e+00,-1.5996810942553452e+00,-1.3339079538710052e+00,-1.7290569926942112e+00,-8.0927505496930507e-01,-9.9910290707327931e-02,2.4416624100354056e-01,2.2654789155751587e-02,-5.9534861840404574e-01
1.5600000000000000e+02,1.8450158458078540e+00,1.7206743658803514e+00,1.6829509384065005e+00,1.7433010284563544e+00,1.8836078234043740e+00,1.7320266335828549e+00,1.7138100145636965e+00,1.7197994468671141e+00,1.6876834941312067e+00,1.6260118563735213e+00,1.8947924106675500e+00,1.9219569642249534e+00,1.5470002633473667e+00,1.7617084307086603e+00,1.7843197671082445e+00,1.6034220702406059e+00,1.8361751501382138e+00,1.5241895987647975e+00,1.6744712315846950e+00,7.4797985864472375e-04,7.0073111701522499e-04,7.1106909345997342e-04,7.0369180615658788e-04,7.4929558859338115e-04,7.0882534620802140e-04,7.5328012247189856e-04,6.7424573432283308e-04,7.5355214601745539e-04,6.6927101660279394e-04,6.9095833096729251e-04,7.0588255480880135e-04,8.0027941233788008e-04,7.8319834579680203e-04,7.5280825681951638e-04,7.7142490650474751e-04,7.0279679382689701e-04,7.4402617150040259e-04,7.5596937894245695e-04,2.4532797310640202e+00,1.1843572331748931e+00,1.1130118044988535e+00,6.0449842775867069e-01,1.9774378490211575e-01,-2.8965986498263874e-02,7.8263139080547717e-02,4.0868150019690574e-01,9.5308923553361069e-01,1.0959162364265751e+00,1.5480810988677263e+00,1.3711852364650667e+00,8.7737844323143577e-01,9.6836778151754288e-02,-3.4752588362607639e-02,-7.6537909343699084e-03,2.2511258146451496e-01,6.9498415200541785e-01,9.9421487043116485e-01,1.1589163686487325e+00,-1.9760792699941021e+00,-1.2087627418999602e+00,-9.0854126577610828e-01,-4.5085680877576806e-01,-6.7906194445299661e-02,6.1917294402746847e-02,-2.7763299659255836e-01,-2.5751698151665892e-01,-1.4314233718337732e+00,-7.9970177635502182e-01,-1.3828909097846065e+00,-1.3487671859380157e+00,-7.9595418878142254e-01,-2.6492861238125442e-01,5.0678472085508020e-02,-7.3652770105070431e-02,-2.3878490695850019e-01,-9.0024856413961629e-01,-1.6227709545013624e+00
1.5700000000000000e+02,1.5896699349262355e+00,1.7094797557201371e+00,1.6868660277765823e+00,1.6764961722147089e+00,1.6423609727072412e+00,1.6978871886491536e+00,1.8213113263592418e+00,1.7370336541525531e+00,1.5083838049270410e+00,1.6160796249069302e+00,1.6857022867672600e+00,1.9004983019258241e+00,1.6649309969227819e+00,1.5838893527241136e+00,1.5743358100288314e+00,1.5843182882917781e+00,2.0057907970170659e+00,1.8007146907357954e+00,1.6091735682506378e+00,7.4658523210336292e-04,7.1332631150052548e-04,7.3639046862471929e-04,7.0531385290705483e-04,7.2492105128049060e-04,7.0378144532660134e-04,7.0729869827692519e-04,7.5637621558286440e-04,7.2743694001024079e-04,7.0768569053874467e-04,7.2264061109467105e-04,7.7626250735185400e-04,7.2192342075632460e-04,7.6860892824662447e-04,7.4015917760534905e-04,7.3215754777337981e-04,6.8515605648094863e-04,7.1457264279390167e-04,7.4576454793667509e-04,-6.7769725137065526e+00,1.1409790152683286e+00,1.6522951851172252e+00,1.5479353772107629e+00,1.2977099741462439e+00,7.6293557338402707e-01,3.2259644999754755e-01,1.8682940527980918e-02,5.5406281340708574e-02,4.4618345818037142e-01,1.0698269763409485e+00,1.4163712522829996e+00,1.3349098990644848e+00,1.5029080797646088e+00,8.5824866946637712e-01,4.3133083327262511e-01,1.1737381289123050e-01,-4.6067960113305162e-02,3.1319368165583228e-01,6.6269265541762934e-01,-1.1958322501115504e+00,-1.3392260322930838e+00,-1.6782963232486736e+00,-1.0978800606409322e+00,-8.4347066486856193e-01,-2.7797026724840634e-01,7.8882659515500109e-02,-3.4644442870046532e-02,-2.6835768363042689e-01,-5.5289111156042736e-01,-1.2484383571376156e+00,-2.5135530155040442e+00,-1.3332479227301519e+00,-1.2669638893569868e+00,-5.2943749651035432e-01,-1.0529337401976591e-01,4.7683416326549377e-02,-1.5031445954605260e-01,-6.3649552028977041e-01
1.5800000000000000e+02,1.5832217448310602e+00,1.6329464689523558e+00,1.8138467157834361e+00,1.6293770095137623e+00,1.5672164685656491e+00,1.8195458510394458e+00,1.5526678511897258e+00,1.7444525765619987e+00,1.4380793538873460e+00,1.6470237945138886e+00,1.6776005409479631e+00,2.1850995142106262e+00,1.9021323380060660e+00,1.6483448332202166e+00,1.9623047069069268e+00,1.8371656326789945e+00,2.0500369930766573e+00,1.6971700511031615e+00,1.6809147982899386e+00,7.4295435055931724e-04,7.4148307498002493e-04,7.0818555754881436e-04,7.1932637697089488e-04,7.4279155807939945e-04,7.0045764369364681e-04,7.7435889722611063e-04,7.6509198384088698e-04,7.2259001705643987e-04,7.6992829321994314e-04,7.6526120608587725e-04,7.2751463931615824e-04,7.3836591919847281e-04,7.5063509631858281e-04,7.5861552819042448e-04,7.3589823966433072e-04,7.3270828249033548e-04,7.0937058313626212e-04,7.0346727487234455e-04,-5.5876941907199038e+00,1.1582343786287197e+00,6.5992795938996096e-01,2.5670284209411420e-01,-2.4644058349565512e-02,8.9232455202647998e-02,5.2088426460983328e-01,9.5625502893881276e-01,1.4068604095029968e+00,1.6823668396170888e+00,1.2953828640860365e+00,9.0322746082449612e-01,5.5839536994284344e-01,8.6128609133595546e-02,-8.6146156874633562e-03,2.5510327184008474e-01,7.6282472605271323e-01,1.3490466823640190e+00,1.6890733061103447e+00,1.7049117966294602e+00,-1.3718440419197009e+00,-1.0188994306048471e+00,-5.0366684156699648e-01,-8.1165521415016428e-02,7.7516395080579059e-02,8.7175518359572379e-02,-7.2924554217479454e-01,-1.4015819367330096e+00,-9.6681466299486374e-01,-1.7705666319756119e+00,-1.4215681671814195e+00,-9.8202536946701002e-01,-3.0752969593095258e-01,2.4274929621981300e-02,-6.7673575188109680e-02,-3.8512541511437348e-01,-1.0394119902557009e+00,-9.4344142365088146e-01,-1.0728361887757387e+00
1.5900000000000000e+02,1.5748196156507475e+00,1.7048073861973323e+00,1.8037587571048261e+00,1.9786691774278335e+00,1.7787005687175583e+00,1.7785358726626823e+00,1.9694827947948743e+00,1.9857230061060902e+00,1.6888922576095178e+00,1.7902179988535110e+00,1.8575085014052701e+00,2.1326337212341175e+00,1.6669879511430379e+00,1.8319134947094580e+00,1.4349107338867457e+00,1.6677153231322779e+00,1.8475639224333305e+00,1.7859089928651997e+00,1.7429332398976973e+00,7.1937820771470645e-04,7.2375131532890038e-04,7.4153533427304737e-04,7.2500399423823579e-04,7.1083353030054568e-04,6.9806690705489268e-04,7.2706286554421952e-04,7.1368506581477446e-04,7.6149915497053847e-04,7.8095129940174395e-04,6.7170815372085779e-04,7.7529880796604325e-04,7.5768822791873669e-04,7.3327042468591572e-04,6.8139543992643144e-04,7.4570223892517749e-04,7.4368285125359221e-04,7.2535256876051304e-04,7.3654969002935318e-04,2.8730751126976672e+00,1.5206855170646350e+00,1.4377385610941928e+00,1.0385254145539591e+00,5.8083608500680839e-01,1.5115821661026985e-01,2.5738873254965711e-03,1.7885156156083326e-01,6.4443205927133818e-01,9.6913230729356314e-01,1.2107978206721270e+00,1.6395432971272328e+00,1.1544005404928726e+00,7.3853872040174906e-01,3.2068410948937753e-01,2.5242389511959118e-02,4.3398939109096091e-02,3.5633794182032830e-01,8.6564064893934756e-01,1.2762553214251682e+00,-8.5901244784025721e-01,-8.6298212487179171e-01,-7.8541932024833727e-01,-3.3066598392750279e-01,-2.7916231104541112e-02,-5.2145305851070134e-03,-2.1208083333945638e-01,-5.0096090609130783e-01,-1.0589013270667635e+00,-1.6344435063153639e+00,-2.3531778214902488e-01,-1.5815700842303215e+00,-5.6518022883977892e-01,-1.4015879967743672e-01,1.6322652562905660e-02,-9.5720622539374745e-02,-4.5802674319972425e-01,-7.3192871941074600e-01,-1.0887997579089870e+00
1.6000000000000000e+02,1.8404051762147502e+00,1.5784776523830999e+00,1.9483117727684414e+00,1.9449495012508409e+00,1.6653352647159640e+00,2.1373321558843674e+00,1.5905316632643727e+00,1.6771588043336616e+00,1.8534500832926011e+00,1.6995077982749029e+00,1.9775435333251075e+00,1.7544434177318409e+00,1.5952101530265519e+00,1.9317532612202986e+00,1.4394143089075875e+00,1.6815559032648699e+00,1.4741719890994953e+00,1.6205397295205306e+00,1.6824830834535409e+00,7.8655167930622469e-04,6.9650147585711226e-04,6.9355019738011185e-04,7.0769499465729319e-04,7.3829002401990852e-04,7.2712829922994492e-04,7.5650702558208930e-04,6.3981086594968705e-04,7.6059189669507694e-04,6.5175745614193649e-04,7.7980003916985831e-04,7.3869399945391677e-04,7.2186484697223032e-04,7.3366556886319623e-04,7.3073865968482606e-04,7.5268923483391812e-04,7.0994236193394037e-04,7.3661203424420652e-04,6.5623208660568451e-04,-8.6222645602528947e-01,3.5102331652492325e-01,3.2338919198071636e-01,2.4758645356115494e-02,1.2647193736725626e-02,2.9570868942396800e-01,7.9972481148438135e-01,9.7561471756879570e-01,1.5973700462357243e+00,9.7415167243930512e-01,1.1608406462748633e+00,2.0921628351988630e-01,5.6791147562407218e-02,-1.6954355364084961e-02,1.6428562188419704e-01,5.3600955884913759e-01,8.6458535886180243e-01,1.3345658800290039e+00,1.2546403567181841e+00,1.3919109753679493e+00,-1.7187762872961088e+00,-5.8390859747348145e-01,-2.0254714283574060e-01,5.3663145704874182e-02,-1.5274176701218778e-01,-8.0244103983773130e-01,-1.3639981492064024e+00,-5.2487460977523881e-01,-2.3257726299297232e+00,-8.3326988287169002e-01,-1.3421389312151533e+00,-4.0190339356538374e-01,1.5762080529668765e-03,-1.7594155021782854e-03,-3.0380267546092909e-01,-1.1204986605228839e+00,-1.0926952411782764e+00,-1.7913152188242520e+00,-9.2011637564670679e-01
